cnpj,razao_social,cod_acao_reduzido,cod_acao,dt_abertura,matriz_empresa,endereco_municipio,endereco_uf,endereco_regiao,situacao_cadastral,optante_simples,optante_simei,dt_carga
01611261000100,NI,NI,NI,1996-12-30 00:00:00,true,MAIRIPORA,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
01612338000248,NI,NI,NI,2009-11-06 00:00:00,false,SUCUPIRA DO RIACHAO,MA,NORDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
01619265000216,NI,NI,NI,2014-06-18 00:00:00,false,MIRACEMA,RJ,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
01637895003239,NI,NI,NI,2009-07-30 00:00:00,false,MONGAGUA,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
01642494000170,NI,NI,NI,1997-02-04 00:00:00,true,FLORIANO,PI,NORDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
01656069000130,NI,NI,NI,1997-01-03 00:00:00,true,SAO JOSE DO RIO PARDO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
01661655000173,NI,NI,NI,1997-01-11 00:00:00,true,CONCEICAO DA BARRA,ES,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
01661666000153,NI,NI,NI,1997-01-03 00:00:00,true,UNAI,MG,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
01667818000125,NI,NI,NI,1997-02-24 00:00:00,true,TRES COROAS,RS,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
01674229000174,NI,NI,NI,1997-02-17 00:00:00,true,ALMIRANTE TAMANDARE,PR,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
01676668000116,NI,NI,NI,1997-01-28 00:00:00,true,BARRETOS,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
01681618000127,NI,NI,NI,1985-10-15 00:00:00,true,PALMEIRAS DE GOIAS,GO,CENTRO-OESTE,ATIVA,NI,NI,2023-06-01 17:20:11
01682668000803,NI,NI,NI,2017-10-03 00:00:00,false,BRASILIA,DF,CENTRO-OESTE,ATIVA,NI,NI,2023-06-01 17:20:11
01688746000100,NI,NI,NI,1986-04-14 00:00:00,true,ANAPOLIS,GO,CENTRO-OESTE,ATIVA,NI,NI,2023-06-01 17:20:11
01691932000190,NI,NI,NI,1997-02-12 00:00:00,true,TERESINA,PI,NORDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
01693867000132,NI,NI,NI,1997-03-10 00:00:00,true,SAO PAULO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
01699468000189,NI,NI,NI,1997-01-27 00:00:00,true,VARZEA PAULISTA,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
01709741000109,NI,NI,NI,1997-02-03 00:00:00,true,AMPARO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
01721270000154,NI,NI,NI,1997-01-30 00:00:00,true,TERESOPOLIS,RJ,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
01723702000166,NI,NI,NI,1997-03-20 00:00:00,true,RIACHO DE SANTANA,BA,NORDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
01727476000191,NI,NI,NI,1997-02-25 00:00:00,true,CERQUILHO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
01742657000197,NI,NI,NI,1997-03-10 00:00:00,true,MARIANA,MG,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
01748384000198,NI,NI,NI,1997-03-24 00:00:00,true,RIO DAS PEDRAS,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
01763179000100,NI,NI,NI,1997-03-12 00:00:00,true,SAO PAULO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
01767154000176,NI,NI,NI,1997-03-14 00:00:00,true,SAO PAULO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
01780377000254,NI,NI,NI,1998-06-06 00:00:00,false,CUIABA,MT,CENTRO-OESTE,ATIVA,NI,NI,2023-06-01 17:20:11
01793523000103,NI,NI,NI,1997-02-24 00:00:00,true,TOMBOS,MG,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
01799119000139,NI,NI,NI,1995-11-17 00:00:00,true,VOLTA REDONDA,RJ,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
01807762000167,NI,NI,NI,1997-05-09 00:00:00,true,CAMPINA GRANDE,PB,NORDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
01809437000133,NI,NI,NI,1997-05-05 00:00:00,true,CARIACICA,ES,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
01824173000197,NI,NI,NI,1997-04-23 00:00:00,true,CUIABA,MT,CENTRO-OESTE,ATIVA,NI,NI,2023-06-01 17:20:11
01836266000131,NI,NI,NI,1997-05-06 00:00:00,true,GOIANIA,GO,CENTRO-OESTE,ATIVA,NI,NI,2023-06-01 17:20:11
01838723000127,BRF SA,BRFS,BRFS3,1997-05-14 00:00:00,true,ITAJAI,SC,SUL,ATIVA,false,false,2023-06-01 17:20:11
01838723001875,NI,NI,NI,2008-05-13 00:00:00,false,ARROIO DO MEIO,RS,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
01851771000155,524 PARTICIP,QVQP,QVQP3B,1997-04-24 00:00:00,true,RIO DE JANEIRO,RJ,SUDESTE,ATIVA,false,false,2023-06-01 17:20:11
01867245000183,NI,NI,NI,1997-06-02 00:00:00,true,CURITIBA,PR,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
01877147000127,NI,NI,NI,1997-06-05 00:00:00,true,BRASILIA,DF,CENTRO-OESTE,ATIVA,NI,NI,2023-06-01 17:20:11
01877466000132,NI,NI,NI,1997-04-16 00:00:00,true,PAULISTA,PE,NORDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
01879491000155,NI,NI,NI,1995-12-05 00:00:00,true,ENCANTADO,RS,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
01885774000100,NI,NI,NI,1997-05-14 00:00:00,true,NOVA PRATA,RS,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
01888934000174,NI,NI,NI,1997-06-04 00:00:00,true,LARANJAL PAULISTA,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
01892148000140,NI,NI,NI,1997-04-10 00:00:00,true,COIMBRA,MG,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
01896779000138,CSU CARDSYST,CARD,CARD3,1997-04-18 00:00:00,true,BARUERI,SP,SUDESTE,ATIVA,false,false,2023-06-01 17:20:11
01898726000156,NI,NI,NI,1997-06-13 00:00:00,true,CONDE,PB,NORDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
01899156000119,NI,NI,NI,1997-06-04 00:00:00,true,IJACI,MG,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
01902751000166,NI,NI,NI,1997-05-19 00:00:00,true,RIO DE JANEIRO,RJ,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
01907537000283,NI,NI,NI,2008-10-23 00:00:00,false,PETROLINA,PE,NORDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
01928818000131,NI,NI,NI,1997-06-18 00:00:00,true,CACAPAVA,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
01934194000165,NI,NI,NI,1997-06-12 00:00:00,true,ITAJAI,SC,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
01934282000167,NI,NI,NI,1997-06-27 00:00:00,true,GUARULHOS,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
01934982000151,NI,NI,NI,1997-06-27 00:00:00,true,CAMPINA GRANDE,PB,NORDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
01937685000160,NI,NI,NI,1997-07-01 00:00:00,true,VICOSA DO CEARA,CE,NORDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
01938783000111,PAR AL BAHIA,PEAB,"PEAB3, PEAB4",1997-06-27 00:00:00,true,SALVADOR,BA,NORDESTE,ATIVA,false,false,2023-06-01 17:20:11
01944627000163,NI,NI,NI,1997-07-02 00:00:00,true,ANAJAS,PA,NORTE,ATIVA,NI,NI,2023-06-01 17:20:11
01955907000177,NI,NI,NI,1997-02-17 00:00:00,true,CONTAGEM,MG,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
01957772000189,SUL 116 PART,OPTS,OPTS3B,1997-07-07 00:00:00,true,RIO DE JANEIRO,RJ,SUDESTE,ATIVA,false,false,2023-06-01 17:20:11
01958472000114,NI,NI,NI,1997-07-02 00:00:00,true,DOIS CORREGOS,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
01959799000100,NI,NI,NI,1997-05-23 00:00:00,true,PALMEIROPOLIS,TO,NORTE,ATIVA,NI,NI,2023-06-01 17:20:11
01961665000124,NI,NI,NI,1997-04-04 00:00:00,true,SAO VICENTE,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
01962594000184,NI,NI,NI,1997-06-10 00:00:00,true,ANGRA DOS REIS,RJ,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
01964127000193,NI,NI,NI,1997-07-14 00:00:00,true,ALTO SANTO,CE,NORDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
01968355000131,NI,NI,NI,1997-06-23 00:00:00,true,SAO MIGUEL DO TAPUIO,PI,NORDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
01969820000159,NI,NI,NI,1997-07-08 00:00:00,true,ITAUNA,MG,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
01971614000183,ENCORPAR,ECPR,"ECPR3, ECPR4",1997-06-19 00:00:00,true,BELO HORIZONTE,MG,SUDESTE,ATIVA,false,false,2023-06-01 17:20:11
01982006000174,NI,NI,NI,1997-07-10 00:00:00,true,DOM PEDRITO,RS,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
02017705000147,NI,NI,NI,1986-06-23 00:00:00,true,BRASILIA,DF,CENTRO-OESTE,ATIVA,NI,NI,2023-06-01 17:20:11
02030950000194,NI,NI,NI,1997-08-12 00:00:00,true,SAO PAULO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
02039379000179,NI,NI,NI,1997-08-07 00:00:00,true,SAO PAULO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
02040577000152,NI,NI,NI,1997-07-31 00:00:00,true,SAO JOSE DO RIO PRETO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
02054434000108,NI,NI,NI,1997-07-22 00:00:00,true,DIVINO,MG,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
02062747000108,SUDESTE S/A,OPSE,OPSE3B,1997-08-05 00:00:00,true,RIO DE JANEIRO,RJ,SUDESTE,ATIVA,false,false,2023-06-01 17:20:11
02063026000104,NI,NI,NI,1997-08-22 00:00:00,true,MAFRA,SC,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
02068570000149,NI,NI,NI,1997-03-28 00:00:00,true,PETROPOLIS,RJ,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
02079592000104,NI,NI,NI,1997-09-03 00:00:00,true,SAO PAULO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
02093872000177,NI,NI,NI,1997-09-01 00:00:00,true,BENTO GONCALVES,RS,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
02105196000104,NI,NI,NI,1997-09-12 00:00:00,true,TOLEDO,PR,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
02107792000123,NI,NI,NI,1997-09-12 00:00:00,true,RANCHO ALEGRE,PR,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
02108183000270,NI,NI,NI,2007-08-14 00:00:00,false,CURITIBA,PR,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
02110422000145,NI,NI,NI,1997-08-27 00:00:00,true,SAO CARLOS,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
02113046000142,NI,NI,NI,1997-09-17 00:00:00,true,IVAI,PR,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
02114456000108,NI,NI,NI,1997-08-29 00:00:00,true,SANTANA DE MANGUEIRA,PB,NORDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
02123457000119,NI,NI,NI,1997-09-19 00:00:00,true,DIVINOPOLIS,MG,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
02130307000132,NI,NI,NI,1997-09-25 00:00:00,true,PORTO ALEGRE,RS,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
02149205000169,PORTO SEGURO,PSSA,PSSA3,1997-09-22 00:00:00,true,SAO PAULO,SP,SUDESTE,ATIVA,false,false,2023-06-01 17:20:11
02153714000165,NI,NI,NI,1997-09-24 00:00:00,true,SAO BERNARDO DO CAMPO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
02162616000194,UPTICK,UPKP,UPKP3B,1997-10-06 00:00:00,true,RIO DE JANEIRO,RJ,SUDESTE,ATIVA,false,false,2023-06-01 17:20:11
02162916000173,NI,NI,NI,1997-09-16 00:00:00,true,RESPLENDOR,MG,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
02179598000153,NI,NI,NI,1997-10-01 00:00:00,true,XINGUARA,PA,NORTE,ATIVA,NI,NI,2023-06-01 17:20:11
02186503000129,NI,NI,NI,1997-10-02 00:00:00,true,IJUI,RS,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
02191049000102,NI,NI,NI,1997-10-17 00:00:00,true,FRANCA,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
02192461000139,NI,NI,NI,1996-10-30 00:00:00,true,SANTA MARIA,RS,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
02193750000152,GPC PART,GPCP,"GPCP3, GPCP4",1997-10-20 00:00:00,true,RIO DE JANEIRO,RJ,SUDESTE,ATIVA,false,false,2023-06-01 17:20:11
02195898000126,NI,NI,NI,1997-10-15 00:00:00,true,RIO DE JANEIRO,RJ,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
02205997000141,NI,NI,NI,1997-11-04 00:00:00,true,HORIZONTE,CE,NORDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
02207412000122,NI,NI,NI,1997-07-04 00:00:00,true,MISSAL,PR,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
02209434000121,NI,NI,NI,1997-09-25 00:00:00,true,ROLANDIA,PR,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
02215239000104,NI,NI,NI,1997-07-03 00:00:00,true,VIDEIRA,SC,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
02217319000107,ALEF S/A,ALEF,ALEF3B,1997-10-23 00:00:00,true,RIO DE JANEIRO,RJ,SUDESTE,ATIVA,false,false,2023-06-01 17:20:11
02225802000125,NI,NI,NI,1997-11-10 00:00:00,true,MATINHOS,PR,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
02255187000108,UNIFIQUE,FIQE,FIQE3,1997-11-12 00:00:00,true,TIMBO,SC,SUL,ATIVA,false,false,2023-06-01 17:20:11
02261854000580,NI,NI,NI,2015-08-14 00:00:00,false,CURITIBA,PR,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
02279140000176,NI,NI,NI,1997-12-09 00:00:00,true,RIO DE JANEIRO,RJ,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
02279760000105,NI,NI,NI,1997-11-06 00:00:00,true,SAO PAULO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
02287478000170,NI,NI,NI,1997-12-12 00:00:00,true,BARRA DA ESTIVA,BA,NORDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
02291077000193,PROMAN,PRMN,PRMN3B,1997-12-10 00:00:00,true,RIO DE JANEIRO,RJ,SUDESTE,ATIVA,false,false,2023-06-01 17:20:11
02300137001240,NI,NI,NI,2014-07-14 00:00:00,false,CURITIBA,PR,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
02302101000142,EMAE,EMAE,"EMAE3, EMAE4",1997-12-22 00:00:00,true,SAO PAULO,SP,SUDESTE,ATIVA,false,false,2023-06-01 17:20:11
02308289000136,NI,NI,NI,1997-11-19 00:00:00,true,INHUMA,PI,NORDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
02312878000198,NI,NI,NI,1997-11-20 00:00:00,true,SAO PAULO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
02314031000142,NI,NI,NI,1998-01-05 00:00:00,true,SERRA,ES,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
02315374000121,NI,NI,NI,1998-01-12 00:00:00,true,TERESINA,PI,NORDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
02324221000140,NI,NI,NI,1998-01-16 00:00:00,true,ALTA FLORESTA,MT,CENTRO-OESTE,ATIVA,NI,NI,2023-06-01 17:20:11
02328280000197,ELEKTRO,EKTR,"EKTR3, EKTR4",1998-01-16 00:00:00,true,CAMPINAS,SP,SUDESTE,ATIVA,false,false,2023-06-01 17:20:11
02329543000182,NI,NI,NI,1997-12-22 00:00:00,true,ARCOS,MG,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
02329906000180,NI,NI,NI,1998-01-10 00:00:00,true,LAGES,SC,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
02338049000184,NI,NI,NI,1998-01-29 00:00:00,true,AQUIRAZ,CE,NORDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
02338247000148,NI,NI,NI,1998-01-28 00:00:00,true,SIMAO DIAS,SE,NORDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
02340979000504,NI,NI,NI,2008-10-24 00:00:00,false,ARACATUBA,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
02343926000105,NI,NI,NI,1998-02-02 00:00:00,true,ITAPETININGA,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
02347678000170,NI,NI,NI,1998-01-01 00:00:00,true,CHAPECO,SC,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
02350314000140,NI,NI,NI,1998-02-05 00:00:00,true,SAO JOSE DOS PINHAIS,PR,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
02351144000118,TEGMA,TGMA,TGMA3,1998-01-22 00:00:00,true,SAO BERNARDO DO CAMPO,SP,SUDESTE,ATIVA,false,false,2023-06-01 17:20:11
02351877000152,LOCAWEB,LWSA,LWSA3,1997-12-23 00:00:00,true,SAO PAULO,SP,SUDESTE,ATIVA,false,false,2023-06-01 17:20:11
02357251000153,LIFEMED,LMED,LMED3,1998-02-11 00:00:00,true,PELOTAS,RS,SUL,ATIVA,false,false,2023-06-01 17:20:11
02365069000144,IDEIASNET,IDNT,IDNT3,1998-02-11 00:00:00,true,CAMPINAS,SP,SUDESTE,ATIVA,false,false,2023-06-01 17:20:11
02369691000120,NI,NI,NI,1998-02-02 00:00:00,true,CAMPINAS,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
02373139000459,NI,NI,NI,2011-07-07 00:00:00,false,BURITIS,MG,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
02377124000116,NI,NI,NI,1998-01-07 00:00:00,true,ITAPECURU MIRIM,MA,NORDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
02378048000163,NI,NI,NI,1998-02-16 00:00:00,true,GOIANIA,GO,CENTRO-OESTE,ATIVA,NI,NI,2023-06-01 17:20:11
02387241000160,RUMO S.A.,RAIL,RAIL3,1998-03-02 00:00:00,true,CURITIBA,PR,SUL,ATIVA,false,false,2023-06-01 17:20:11
02399481000185,NI,NI,NI,1997-09-12 00:00:00,true,PORTO ALEGRE,RS,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
02401469000168,NI,NI,NI,1998-03-10 00:00:00,true,SANTA MARGARIDA,MG,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
02412141000147,NI,NI,NI,1997-11-18 00:00:00,true,PACAEMBU,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
02421421000111,TIM,TIMS,TIMS3,1998-03-09 00:00:00,true,RIO DE JANEIRO,RJ,SUDESTE,ATIVA,false,false,2023-06-01 17:20:11
02421421024568,NI,NI,NI,2018-05-25 00:00:00,false,CAMPINAS,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
02421421027745,NI,NI,NI,2022-05-05 00:00:00,false,BAURU,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
02429144000193,CPFL ENERGIA,CPFE,CPFE3,1998-03-25 00:00:00,true,CAMPINAS,SP,SUDESTE,ATIVA,false,false,2023-06-01 17:20:11
02446603000147,NI,NI,NI,1998-03-24 00:00:00,true,CAMPINAS,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
02447865000126,NI,NI,NI,1998-03-30 00:00:00,true,CURITIBA,PR,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
02466177000103,NI,NI,NI,1998-03-31 00:00:00,true,RIO DE JANEIRO,RJ,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
02474103000119,ENGIE BRASIL,EGIE,EGIE3,1998-04-17 00:00:00,true,FLORIANOPOLIS,SC,SUL,ATIVA,false,false,2023-06-01 17:20:11
02477608000137,NI,NI,NI,1998-03-25 00:00:00,true,PATO BRANCO,PR,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
02489442000179,NI,NI,NI,1998-04-14 00:00:00,true,AURIFLAMA,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
02493592000156,NI,NI,NI,1998-04-29 00:00:00,true,SAO PAULO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
02495407000162,NI,NI,NI,1998-04-15 00:00:00,true,ORATORIOS,MG,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
02498604000135,NI,NI,NI,1998-04-17 00:00:00,true,RIO DE JANEIRO,RJ,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
02499319000139,NI,NI,NI,1998-04-01 00:00:00,true,ITABIRITO,MG,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
02508487000143,NI,NI,NI,1998-05-06 00:00:00,true,SALVADOR,BA,NORDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
02512035000135,NI,NI,NI,1998-05-11 00:00:00,true,JOAO PINHEIRO,MG,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
02526475000141,NI,NI,NI,1998-03-01 00:00:00,true,IRANI,SC,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
02528769000102,NI,NI,NI,1998-03-27 00:00:00,true,CABO FRIO,RJ,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
02529964001803,NI,NI,NI,2013-10-30 00:00:00,false,GOIANIA,GO,CENTRO-OESTE,ATIVA,NI,NI,2023-06-01 17:20:11
02531410000194,NI,NI,NI,1998-05-20 00:00:00,true,GOIANIA,GO,CENTRO-OESTE,ATIVA,NI,NI,2023-06-01 17:20:11
02536336000107,NI,NI,NI,1998-05-25 00:00:00,true,LUCELIA,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
02539282000125,NI,NI,NI,1998-05-20 00:00:00,true,MONTE CARMELO,MG,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
02540746000202,NI,NI,NI,2011-06-17 00:00:00,false,CAPINOPOLIS,MG,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
02553399000163,NI,NI,NI,1998-06-03 00:00:00,true,PALMA SOLA,SC,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
02558157000162,TELEF BRASIL,VIVT,"VIVT3, VIVT4",1998-06-04 00:00:00,true,SAO PAULO,SP,SUDESTE,ATIVA,false,false,2023-06-01 17:20:11
02558157019424,NI,NI,NI,2012-04-20 00:00:00,false,CURITIBA,PR,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
02567217000103,NI,NI,NI,1998-03-04 00:00:00,true,FEIRA DE SANTANA,BA,NORDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
02573778000115,NI,NI,NI,1998-06-12 00:00:00,true,BARUERI,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
02574410000171,NI,NI,NI,1998-06-12 00:00:00,true,MISSAO VELHA,CE,NORDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
02575838000139,NI,NI,NI,1998-05-06 00:00:00,true,TAQUARIVAI,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
02576711000134,NI,NI,NI,1998-06-08 00:00:00,true,OTACILIO COSTA,SC,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
02576966000105,NI,NI,NI,1998-06-16 00:00:00,true,BARRA DO CORDA,MA,NORDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
02578068000269,NI,NI,NI,1999-07-29 00:00:00,false,SAO GONCALO,RJ,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
02587254000183,NI,NI,NI,1998-06-03 00:00:00,true,NITEROI,RJ,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
02591787000139,NI,NI,NI,1998-06-17 00:00:00,true,SAO PAULO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
02594809000114,NI,NI,NI,1998-04-08 00:00:00,true,SANTANA DE PARNAIBA,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
02604860000160,SELECTPART,SLCT,SLCT3B,1998-06-30 00:00:00,true,SAO PAULO,SP,SUDESTE,ATIVA,false,false,2023-06-01 17:20:11
02610490000173,NI,NI,NI,1998-06-24 00:00:00,true,DEODAPOLIS,MS,CENTRO-OESTE,ATIVA,NI,NI,2023-06-01 17:20:11
02635522000195,JALLESMACHAD,JALL,JALL3,1980-11-28 00:00:00,true,GOIANESIA,GO,CENTRO-OESTE,ATIVA,false,false,2023-06-01 17:20:11
02636998000140,NI,NI,NI,1998-07-14 00:00:00,true,CARIACICA,ES,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
02638584000150,NI,NI,NI,1998-07-20 00:00:00,true,PATOS DE MINAS,MG,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
02643815000114,NI,NI,NI,1979-07-25 00:00:00,true,SILVANIA,GO,CENTRO-OESTE,ATIVA,NI,NI,2023-06-01 17:20:11
02645526000154,NI,NI,NI,1998-04-15 00:00:00,true,SAO PAULO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
02649095000102,NI,NI,NI,1998-07-06 00:00:00,true,MORRETES,PR,SUL,ATIVA,NI,NI,2023-06-01 17:20:11
02664042000152,MENEZES CORT,MNZC,MNZC3B,1998-06-26 00:00:00,true,RIO DE JANEIRO,RJ,SUDESTE,ATIVA,false,false,2023-06-01 17:20:11
02693939000104,NI,NI,NI,1998-08-17 00:00:00,true,JACIARA,MT,CENTRO-OESTE,ATIVA,NI,NI,2023-06-01 17:20:11
02702767000198,NI,NI,NI,1998-08-06 00:00:00,true,SERTAOZINHO,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
02717572000111,NI,NI,NI,1998-09-02 00:00:00,true,NOVA FRIBURGO,RJ,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
02721035000145,NI,NI,NI,1998-08-21 00:00:00,true,RIO DE JANEIRO,RJ,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
02723405000183,NI,NI,NI,1998-09-02 00:00:00,true,IEPE,SP,SUDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
02725913000109,NI,NI,NI,1998-09-10 00:00:00,true,PRESIDENTE DUTRA,MA,NORDESTE,ATIVA,NI,NI,2023-06-01 17:20:11
