cnpj;dsc_porte;dt_carga
42659450000130;Micro;04/06/2023
42659654000171;Mei;04/06/2023
42662299000190;Mei;04/06/2023
42665392000158;Mei;04/06/2023
42666215000196;Pequena;04/06/2023
42674632000180;Mei;04/06/2023
42678928000170;Mei;04/06/2023
42682659000115;Mei;04/06/2023
42686110000107;Mei;04/06/2023
42686875000139;Mei;04/06/2023
42688054000131;Mei;04/06/2023
42690203000105;Mei;04/06/2023
42692314000142;Mei;04/06/2023
42696867000173;Mei;04/06/2023
42697765000172;Mei;04/06/2023
42699299000164;Micro;04/06/2023
42701386000109;Mei;04/06/2023
42701483000100;Mei;04/06/2023
42702710000103;Micro;04/06/2023
42707427000174;Mei;04/06/2023
42708870000160;Micro;04/06/2023
42714545000100;Micro;04/06/2023
42714740000130;Mei;04/06/2023
42715829000110;Mei;04/06/2023
42718654000103;Micro;04/06/2023
42719459000190;Micro;04/06/2023
42720657000173;Mei;04/06/2023
42722023000150;Mei;04/06/2023
42726537000183;Mei;04/06/2023
42726944000190;Mei;04/06/2023
42728541000180;Mei;04/06/2023
42729200000120;Mei;04/06/2023
42729387000161;Mei;04/06/2023
42731167000172;Pequena;04/06/2023
42735213000101;Micro;04/06/2023
42736373000175;Mei;04/06/2023
42736598000121;Mei;04/06/2023
42740567000144;Mei;04/06/2023
42741019000139;Mei;04/06/2023
42744329000107;Mei;04/06/2023
42744395000187;Mei;04/06/2023
42745806000159;Micro;04/06/2023
42749813000129;Mei;04/06/2023
42753910000195;Mei;04/06/2023
42755576000109;Micro;04/06/2023
42760287000106;Mei;04/06/2023
42763659000140;Micro;04/06/2023
42764065000153;Mei;04/06/2023
42766252000176;Mei;04/06/2023
42770615000147;Mei;04/06/2023
42771453000161;Mei;04/06/2023
42771949000135;Grande;04/06/2023
42776417000190;Mei;04/06/2023
42785243000122;Micro;04/06/2023
42786520000111;Micro;04/06/2023
42790303000103;Micro;04/06/2023
42791857000117;Pequena;04/06/2023
42793924000132;Micro;04/06/2023
42796559000110;Mei;04/06/2023
42796994000144;Mei;04/06/2023
42800336000189;Mei;04/06/2023
42805958000108;Micro;04/06/2023
42809659000133;Micro;04/06/2023
42820885000115;Mei;04/06/2023
42821184000109;Mei;04/06/2023
42823089000136;Mei;04/06/2023
42824549000140;Mei;04/06/2023
42825642000170;Pequena;04/06/2023
42827724000153;Mei;04/06/2023
42830255000121;Mei;04/06/2023
42831558000169;Mei;04/06/2023
42835822000132;Mei;04/06/2023
42841929000193;Mei;04/06/2023
42843585000151;Mei;04/06/2023
42845193000121;Micro;04/06/2023
42845855000163;Grande;04/06/2023
42853594000123;Mei;04/06/2023
42854455000114;Micro;04/06/2023
42861887000152;Pequena;04/06/2023
42861993000136;Mei;04/06/2023
42866084000190;Mei;04/06/2023
42866721000129;Mei;04/06/2023
42868931000156;Pequena;04/06/2023
42871934000149;Mei;04/06/2023
42876400000105;Micro;04/06/2023
42877081000152;Micro;04/06/2023
42877652000159;Mei;04/06/2023
42880345000127;Pequena;04/06/2023
42882476000143;Mei;04/06/2023
42890313000102;Micro;04/06/2023
42891107000117;Mei;04/06/2023
42894047000196;Mei;04/06/2023
42894185000175;Pequena;04/06/2023
42905018000182;Pequena;04/06/2023
42906293000110;Mei;04/06/2023
42907959000155;Mei;04/06/2023
42908770000187;Mei;04/06/2023
42909447000128;Mei;04/06/2023
42915922000179;Mei;04/06/2023
42918299000108;Mei;04/06/2023
42927956000183;Micro;04/06/2023
42929404000104;Mei;04/06/2023
42929887000147;Pequena;04/06/2023
42933016000105;Mei;04/06/2023
42933129000100;Mei;04/06/2023
42933272000194;Mei;04/06/2023
42935749000170;Micro;04/06/2023
42936465000107;Micro;04/06/2023
42937693000193;Mei;04/06/2023
42938230000146;Mei;04/06/2023
42940118000140;Micro;04/06/2023
42944277000112;Mei;04/06/2023
42944616000160;Mei;04/06/2023
42947363000189;Mei;04/06/2023
42950276000180;Mei;04/06/2023
42957784000190;Mei;04/06/2023
42960994000138;Mei;04/06/2023
42965715000129;Mei;04/06/2023
42967928000190;Micro;04/06/2023
42970804000163;Mei;04/06/2023
42972903000184;Mei;04/06/2023
42978814000145;Mei;04/06/2023
42980213000177;Mei;04/06/2023
42983875000109;Mei;04/06/2023
42984735000147;Pequena;04/06/2023
42986227000106;Mei;04/06/2023
42991461000113;Pequena;04/06/2023
42993252000109;Mei;04/06/2023
42995869000163;Mei;04/06/2023
42996357000111;Mei;04/06/2023
42997646000135;Mei;04/06/2023
43000651000194;Mei;04/06/2023
43002539000192;Mei;04/06/2023
43004867000128;Micro;04/06/2023
43008104000155;Pequena;04/06/2023
43011274000199;Mei;04/06/2023
43011902000136;Micro;04/06/2023
43012062000126;Mei;04/06/2023
43016111000107;Mei;04/06/2023
43019321000140;Mei;04/06/2023
43019643000190;Mei;04/06/2023
43020009000177;Micro;04/06/2023
43021246000152;Mei;04/06/2023
43026286000197;Mei;04/06/2023
43027939000152;Mei;04/06/2023
43042255000120;Mei;04/06/2023
43046464000141;Pequena;04/06/2023
43047514000105;Mei;04/06/2023
43047565000137;Mei;04/06/2023
43047915000165;Mei;04/06/2023
43051592000183;Mei;04/06/2023
43054849000150;Micro;04/06/2023
43058463000117;Mei;04/06/2023
43059771000167;Mei;04/06/2023
43060279000101;Micro;04/06/2023
43061793000161;Micro;04/06/2023
43061794000106;Mei;04/06/2023
43062929000158;Mei;04/06/2023
43063045000118;Mei;04/06/2023
43064557000107;Micro;04/06/2023
43071843000191;Mei;04/06/2023
43073525000160;Mei;04/06/2023
43074398000113;Mei;04/06/2023
43080736000120;Mei;04/06/2023
43081461000149;Micro;04/06/2023
43082217000109;Mei;04/06/2023
43084761000181;Mei;04/06/2023
43085781000177;Pequena;04/06/2023
43088604000144;Mei;04/06/2023
43092562000115;Mei;04/06/2023
43092707000188;Mei;04/06/2023
43094312000114;Mei;04/06/2023
43097391000117;Mei;04/06/2023
43097838000158;Micro;04/06/2023
43098306000135;Mei;04/06/2023
43104209000108;Mei;04/06/2023
43110866000168;Mei;04/06/2023
43111488000137;Micro;04/06/2023
43111994000126;Mei;04/06/2023
43112642000195;Micro;04/06/2023
43117565000166;Mei;04/06/2023
43120758000176;Mei;04/06/2023
43127599000131;Mei;04/06/2023
43130729000195;Mei;04/06/2023
43133926000168;Mei;04/06/2023
43134839000125;Mei;04/06/2023
43138328000181;Mei;04/06/2023
43138779000119;Mei;04/06/2023
43145095000144;Mei;04/06/2023
43145502000113;Media;04/06/2023
43147365000156;Mei;04/06/2023
43148563000134;Mei;04/06/2023
43149005000193;Mei;04/06/2023
43155939000138;Mei;04/06/2023
43156663000102;Mei;04/06/2023
43157446000137;Mei;04/06/2023
43166054000134;Mei;04/06/2023
43168164000135;Mei;04/06/2023
43169421000153;Mei;04/06/2023
43173564000139;Mei;04/06/2023
43175861000113;Mei;04/06/2023
43183139000120;Mei;04/06/2023
43183484000164;Pequena;04/06/2023
43185362000107;Grande;04/06/2023
43185878000151;Micro;04/06/2023
43187393000105;Micro;04/06/2023
43187609000124;Mei;04/06/2023
43190468000107;Micro;04/06/2023
43192403000192;Micro;04/06/2023
43197990000102;Mei;04/06/2023
43200978000100;Pequena;04/06/2023
43206849000129;Mei;04/06/2023
43206946000111;Mei;04/06/2023
43208336000157;Micro;04/06/2023
43209815000198;Mei;04/06/2023
43213155000119;Micro;04/06/2023
43213264000136;Mei;04/06/2023
43214051000129;Mei;04/06/2023
43216102000232;Pequena;04/06/2023
43216359000103;Mei;04/06/2023
43216854000112;Mei;04/06/2023
43222905000119;Mei;04/06/2023
43223226000164;Mei;04/06/2023
43223837000102;Mei;04/06/2023
43224660000169;Mei;04/06/2023
43225223000160;Mei;04/06/2023
43230859000108;Mei;04/06/2023
43232823000155;Micro;04/06/2023
43235678000166;Mei;04/06/2023
43236882000100;Micro;04/06/2023
43239859000160;Mei;04/06/2023
43240976000144;Media;04/06/2023
43244550000169;Mei;04/06/2023
43244843000146;Mei;04/06/2023
43245267000151;Mei;04/06/2023
43247260000179;Mei;04/06/2023
43249725000120;Micro;04/06/2023
43258506000108;Mei;04/06/2023
43258661000124;Mei;04/06/2023
43268540000163;Mei;04/06/2023
43268839000118;Micro;04/06/2023
43274193000181;Mei;04/06/2023
43274479000167;Mei;04/06/2023
43277223000103;Mei;04/06/2023
43283554000156;Mei;04/06/2023
43285564000120;Mei;04/06/2023
43285981000173;Mei;04/06/2023
43291034000195;Mei;04/06/2023
43291172000174;Mei;04/06/2023
43291952000114;Mei;04/06/2023
43294899000105;Mei;04/06/2023
43295818000191;Mei;04/06/2023
43297294000178;Micro;04/06/2023
43298663000147;Mei;04/06/2023
43298688000140;Mei;04/06/2023
43300949000110;Pequena;04/06/2023
43301689000105;Micro;04/06/2023
43302431000115;Mei;04/06/2023
43302709000154;Mei;04/06/2023
43302898000165;Mei;04/06/2023
43307279000163;Mei;04/06/2023
43316612000109;Mei;04/06/2023
43317362000113;Mei;04/06/2023
43319406000144;Mei;04/06/2023
43320298000120;Mei;04/06/2023
43325068000153;Mei;04/06/2023
43329031000101;Mei;04/06/2023
43329389000126;Mei;04/06/2023
43329939000107;Micro;04/06/2023
43331402000181;Micro;04/06/2023
43332874000159;Mei;04/06/2023
43334104000145;Mei;04/06/2023
43339826000192;Mei;04/06/2023
43339876000170;Mei;04/06/2023
43341822000149;Micro;04/06/2023
43344426000175;Micro;04/06/2023
43344736000190;Mei;04/06/2023
43351209000102;Micro;04/06/2023
43352322000102;Mei;04/06/2023
43353000000188;Micro;04/06/2023
43353767000107;Mei;04/06/2023
43353912000150;Micro;04/06/2023
43356885000179;Pequena;04/06/2023
43358325000153;Mei;04/06/2023
43359379000133;Mei;04/06/2023
43363241001180;Pequena;04/06/2023
43364435000128;Mei;04/06/2023
43366908000126;Mei;04/06/2023
43367487000158;Micro;04/06/2023
43372162000163;Mei;04/06/2023
43373854000126;Mei;04/06/2023
43377925000169;Mei;04/06/2023
43384960000105;Micro;04/06/2023
43396395000104;Micro;04/06/2023
43397229000114;Pequena;04/06/2023
43398523000140;Mei;04/06/2023
43405960000144;Mei;04/06/2023
43411736000165;Mei;04/06/2023
43413348000113;Mei;04/06/2023
43415145000166;Mei;04/06/2023
43420807000196;Mei;04/06/2023
43423639000192;Mei;04/06/2023
43423696000171;Mei;04/06/2023
43424831000101;Mei;04/06/2023
43424883000170;Mei;04/06/2023
43425039000163;Mei;04/06/2023
43426407000198;Mei;04/06/2023
43426686000190;Mei;04/06/2023
43431974000132;Mei;04/06/2023
43433389000171;Micro;04/06/2023
43434306000169;Mei;04/06/2023
43434490000147;Micro;04/06/2023
43439610000107;Mei;04/06/2023
43442195000132;Pequena;04/06/2023
43443543000196;Mei;04/06/2023
43448602000119;Mei;04/06/2023
43451329000181;Mei;04/06/2023
43455003000122;Mei;04/06/2023
43455474000130;Mei;04/06/2023
43464550000174;Mei;04/06/2023
43465692000156;Mei;04/06/2023
43468158000101;Mei;04/06/2023
43468942000101;Mei;04/06/2023
43470988000165;Grande;04/06/2023
43477676000183;Mei;04/06/2023
43479446000153;Mei;04/06/2023
43480597000121;Mei;04/06/2023
43480630000113;Mei;04/06/2023
43481030000170;Mei;04/06/2023
43482163000160;Mei;04/06/2023
43484099000157;Mei;04/06/2023
43490121000171;Mei;04/06/2023
43499251000175;Mei;04/06/2023
43501506000197;Micro;04/06/2023
43511936000190;Mei;04/06/2023
43519152000108;Mei;04/06/2023
43519239000185;Mei;04/06/2023
43524279000115;Mei;04/06/2023
43526125000162;Mei;04/06/2023
43526909000190;Mei;04/06/2023
43527015000115;Mei;04/06/2023
43528308000117;Mei;04/06/2023
43532798000125;Mei;04/06/2023
43535586000100;Mei;04/06/2023
43540924000193;Micro;04/06/2023
43542746000130;Mei;04/06/2023
43545780000168;Mei;04/06/2023
43546697000103;Micro;04/06/2023
43549915000163;Mei;04/06/2023
43562589000124;Micro;04/06/2023
43569793000177;Mei;04/06/2023
43569841000127;Mei;04/06/2023
43570325000112;Mei;04/06/2023
43571869000107;Mei;04/06/2023
43572961000183;Mei;04/06/2023
43579318000181;Micro;04/06/2023
43582734000139;Mei;04/06/2023
43583958000165;Micro;04/06/2023
43585446000138;Mei;04/06/2023
43585845000107;Mei;04/06/2023
43587556000139;Micro;04/06/2023
43590759000184;Mei;04/06/2023
43593255000118;Mei;04/06/2023
43595274000183;Mei;04/06/2023
43596093000171;Mei;04/06/2023
43596986000117;Mei;04/06/2023
43598041000134;Micro;04/06/2023
43600122000121;Mei;04/06/2023
43603409000105;Pequena;04/06/2023
43605282000163;Mei;04/06/2023
43606784000109;Mei;04/06/2023
43610556000102;Mei;04/06/2023
43614491000173;Mei;04/06/2023
43616189000154;Mei;04/06/2023
43616541000151;Mei;04/06/2023
43617142000105;Micro;04/06/2023
43618096000169;Mei;04/06/2023
43618369000175;Micro;04/06/2023
43623162000199;Mei;04/06/2023
43625107000138;Micro;04/06/2023
43631552000100;Mei;04/06/2023
43640878000102;Micro;04/06/2023
43642069000121;Micro;04/06/2023
43642793000155;Mei;04/06/2023
43643027000105;Micro;04/06/2023
43644114000187;Mei;04/06/2023
43646867000121;Micro;04/06/2023
43648392000102;Mei;04/06/2023
43649670000146;Mei;04/06/2023
43650131000127;Mei;04/06/2023
43652147000179;Pequena;04/06/2023
43656788000100;Mei;04/06/2023
43659543000128;Mei;04/06/2023
43660659000187;Pequena;04/06/2023
43663545000190;Pequena;04/06/2023
43664453000125;Micro;04/06/2023
43665988000110;Mei;04/06/2023
43666477000113;Micro;04/06/2023
43667784000119;Mei;04/06/2023
43678381000175;Mei;04/06/2023
43685570000175;Mei;04/06/2023
43687542000197;Mei;04/06/2023
43688182000148;Mei;04/06/2023
43691170000172;Mei;04/06/2023
43691642000197;Mei;04/06/2023
43702028000183;Mei;04/06/2023
43713091000115;Mei;04/06/2023
43713158000111;Mei;04/06/2023
43713523000198;Pequena;04/06/2023
43714669000158;Mei;04/06/2023
43715146000126;Pequena;04/06/2023
43718643000188;Mei;04/06/2023
43722196000130;Mei;04/06/2023
43723043000108;Mei;04/06/2023
43733038000186;Mei;04/06/2023
43736551000120;Mei;04/06/2023
43737211000114;Mei;04/06/2023
43740320000190;Mei;04/06/2023
43741151000103;Mei;04/06/2023
43744149000198;Mei;04/06/2023
43749433000157;Mei;04/06/2023
43750950000146;Mei;04/06/2023
43754369000100;Mei;04/06/2023
43757027000136;Mei;04/06/2023
43758527000192;Mei;04/06/2023
43768601000151;Micro;04/06/2023
43770146000129;Mei;04/06/2023
43772308000168;Mei;04/06/2023
43773924000133;Micro;04/06/2023
43774929000180;Grande;04/06/2023
43775043000151;Media;04/06/2023
43775092000194;Media;04/06/2023
43776517000180;Grande;04/06/2023
43776517091800;Grande;04/06/2023
43782832000110;Mei;04/06/2023
43783452000108;Micro;04/06/2023
43788186000106;Micro;04/06/2023
43790811000146;Mei;04/06/2023
43790999000203;Pequena;04/06/2023
43794803000178;Micro;04/06/2023
43801872000161;Mei;04/06/2023
43802367000131;Micro;04/06/2023
43803768000106;Mei;04/06/2023
43807961000115;Mei;04/06/2023
43809735000173;Mei;04/06/2023
43810524000150;Micro;04/06/2023
43810687000133;Mei;04/06/2023
43812285000178;Pequena;04/06/2023
43815979000169;Mei;04/06/2023
43816565000154;Mei;04/06/2023
43820157000176;Micro;04/06/2023
43821435000100;Mei;04/06/2023
43823452000186;Mei;04/06/2023
43824787000119;Mei;04/06/2023
43826369000160;Micro;04/06/2023
43828291000113;Pequena;04/06/2023
43828640000105;Mei;04/06/2023
43830874000189;Mei;04/06/2023
43831802000156;Mei;04/06/2023
43832496000172;Mei;04/06/2023
43835216000180;Mei;04/06/2023
43835234000161;Mei;04/06/2023
43835672000120;Mei;04/06/2023
43841492000150;Mei;04/06/2023
43848799000183;Mei;04/06/2023
43849453000108;Mei;04/06/2023
43854467000101;Micro;04/06/2023
43859368000112;Mei;04/06/2023
43861783000100;Mei;04/06/2023
43868966000158;Pequena;04/06/2023
43872801000150;Micro;04/06/2023
43878158000171;Mei;04/06/2023
43878916000151;Mei;04/06/2023
43885301000152;Mei;04/06/2023
43886505000108;Mei;04/06/2023
43888371000164;Mei;04/06/2023
43888920000109;Micro;04/06/2023
43891496000143;Mei;04/06/2023
43901344000184;Mei;04/06/2023
43906412000106;Mei;04/06/2023
43909315000169;Mei;04/06/2023
43913948000140;Micro;04/06/2023
43918286000100;Mei;04/06/2023
43918627000139;Mei;04/06/2023
43920136000122;Mei;04/06/2023
43921027000120;Mei;04/06/2023
43930926000199;Mei;04/06/2023
43932546000193;Micro;04/06/2023
43934503000147;Mei;04/06/2023
43941989000140;Mei;04/06/2023
43945631000196;Micro;04/06/2023
43946305000101;Micro;04/06/2023
43946796000182;Micro;04/06/2023
43948522000122;Mei;04/06/2023
43950806000153;Micro;04/06/2023
43951943000102;Mei;04/06/2023
43952057000101;Pequena;04/06/2023
43956568000193;Mei;04/06/2023
43965840000100;Mei;04/06/2023
43973386000120;Mei;04/06/2023
43974684000135;Mei;04/06/2023
43974969000176;Mei;04/06/2023
43975728000141;Micro;04/06/2023
43976191000134;Mei;04/06/2023
43976770000187;Mei;04/06/2023
43979899000149;Mei;04/06/2023
43981472000185;Mei;04/06/2023
43983060000184;Micro;04/06/2023
43989674000173;Mei;04/06/2023
43992026000176;Mei;04/06/2023
43997010000156;Micro;04/06/2023
43999164000420;Media;04/06/2023
44000707000173;Mei;04/06/2023
44001334000155;Mei;04/06/2023
44001633000190;Mei;04/06/2023
44003084000192;Mei;04/06/2023
44003925000161;Mei;04/06/2023
44005047000113;Mei;04/06/2023
44009449000196;Mei;04/06/2023
44011259000103;Mei;04/06/2023
44011324000109;Mei;04/06/2023
44016503000120;Mei;04/06/2023
44018614000176;Mei;04/06/2023
44021832000160;Mei;04/06/2023
44023298000120;Micro;04/06/2023
44024140000175;Mei;04/06/2023
44024270000108;Micro;04/06/2023
44025324000150;Mei;04/06/2023
44038027000149;Mei;04/06/2023
44042617000145;Micro;04/06/2023
44042714000138;Mei;04/06/2023
44042716000127;Mei;04/06/2023
44049380000124;Mei;04/06/2023
44050349000103;Pequena;04/06/2023
44052544000172;Micro;04/06/2023
44054051000171;Mei;04/06/2023
44056407000106;Mei;04/06/2023
44058438000104;Mei;04/06/2023
44059876000189;Micro;04/06/2023
44062106000195;Mei;04/06/2023
44068451000136;Mei;04/06/2023
44072000000172;Mei;04/06/2023
44072022000132;Mei;04/06/2023
44072237000153;Mei;04/06/2023
44073063000143;Micro;04/06/2023
44074395000142;Mei;04/06/2023
44088480000160;Mei;04/06/2023
44094083000109;Mei;04/06/2023
44097163000100;Micro;04/06/2023
44099987000119;Mei;04/06/2023
44100951000108;Mei;04/06/2023
44105273000176;Micro;04/06/2023
44107697000170;Mei;04/06/2023
44108616000156;Micro;04/06/2023
44110225000176;Mei;04/06/2023
44114251000172;Pequena;04/06/2023
44115278000180;Mei;04/06/2023
44121627000176;Micro;04/06/2023
44128085000163;Mei;04/06/2023
44131490000130;Mei;04/06/2023
44131732000196;Mei;04/06/2023
44138331000168;Mei;04/06/2023
44151000000168;Mei;04/06/2023
44151265000166;Mei;04/06/2023
44154762000118;Micro;04/06/2023
44166237000112;Mei;04/06/2023
44168890000110;Micro;04/06/2023
44169177000191;Mei;04/06/2023
44172471000152;Micro;04/06/2023
44172649000165;Mei;04/06/2023
44174070000131;Mei;04/06/2023
44175167000169;Mei;04/06/2023
44175975000126;Mei;04/06/2023
44181954000113;Micro;04/06/2023
44182685000100;Mei;04/06/2023
44184312000178;Mei;04/06/2023
44185476000110;Mei;04/06/2023
44186761000155;Mei;04/06/2023
44191201000199;Mei;04/06/2023
44193122000117;Mei;04/06/2023
44193407000158;Micro;04/06/2023
44193702000104;Mei;04/06/2023
44193915000136;Mei;04/06/2023
44198884000106;Mei;04/06/2023
44199110000108;Micro;04/06/2023
44200464000117;Mei;04/06/2023
44202124000125;Mei;04/06/2023
44202230000109;Mei;04/06/2023
44202473000147;Mei;04/06/2023
44202642000149;Mei;04/06/2023
44206806000106;Micro;04/06/2023
44208649000178;Micro;04/06/2023
44212913000147;Mei;04/06/2023
44214126000134;Mei;04/06/2023
44223115000110;Mei;04/06/2023
44225908000179;Mei;04/06/2023
44230079000112;Mei;04/06/2023
44230277000186;Mei;04/06/2023
44242383000180;Mei;04/06/2023
44242418000180;Mei;04/06/2023
44252048000162;Mei;04/06/2023
44252714000162;Mei;04/06/2023
44255287000176;Micro;04/06/2023
44264120000171;Micro;04/06/2023
44268547000148;Mei;04/06/2023
44269655000135;Mei;04/06/2023
44269806000155;Micro;04/06/2023
44270004000165;Mei;04/06/2023
44270971000127;Micro;04/06/2023
44271414000120;Pequena;04/06/2023
44273208000150;Mei;04/06/2023
44273350000105;Mei;04/06/2023
44279199000104;Mei;04/06/2023
44283623000194;Micro;04/06/2023
44284566000168;Mei;04/06/2023
44288304000171;Mei;04/06/2023
44289929000158;Mei;04/06/2023
44291273000108;Micro;04/06/2023
44307129000112;Micro;04/06/2023
44309251000470;Pequena;04/06/2023
44313642000116;Mei;04/06/2023
44327761000128;Mei;04/06/2023
44334893000187;Micro;04/06/2023
44336506000141;Pequena;04/06/2023
44336682000183;Mei;04/06/2023
44338454000142;Mei;04/06/2023
44339831000168;Mei;04/06/2023
44345520000101;Mei;04/06/2023
44349384000128;Mei;04/06/2023
44349668000114;Mei;04/06/2023
44351060000124;Mei;04/06/2023
44351536000127;Micro;04/06/2023
44354329000126;Mei;04/06/2023
44355313000138;Micro;04/06/2023
44362121000159;Mei;04/06/2023
44363334000103;Pequena;04/06/2023
44363955000189;Mei;04/06/2023
44364206000176;Micro;04/06/2023
44368137000179;Mei;04/06/2023
44369651000129;Mei;04/06/2023
44371731000119;Mei;04/06/2023
44378161000199;Mei;04/06/2023
44381509000105;Mei;04/06/2023
44381693000185;Mei;04/06/2023
44382840000131;Mei;04/06/2023
44386090000176;Pequena;04/06/2023
44386567000113;Mei;04/06/2023
44387451000107;Mei;04/06/2023
44390389000102;Mei;04/06/2023
44396502000159;Mei;04/06/2023
44396746000131;Mei;04/06/2023
44398347000100;Mei;04/06/2023
44399147000171;Mei;04/06/2023
44407495000143;Micro;04/06/2023
44409007000137;Micro;04/06/2023
44409588000107;Mei;04/06/2023
44411134000170;Mei;04/06/2023
44425612000100;Mei;04/06/2023
44425699000107;Mei;04/06/2023
44426817000100;Micro;04/06/2023
44432905000106;Mei;04/06/2023
44434300000154;Mei;04/06/2023
44440018000180;Mei;04/06/2023
44440044000108;Pequena;04/06/2023
44440416000104;Micro;04/06/2023
44444904000181;Micro;04/06/2023
44445775000146;Mei;04/06/2023
44447356000143;Mei;04/06/2023
44448134000145;Mei;04/06/2023
44448752000195;Pequena;04/06/2023
44451280000120;Mei;04/06/2023
44452051000120;Micro;04/06/2023
44453891000107;Mei;04/06/2023
44456193000165;Micro;04/06/2023
44462378000182;Mei;04/06/2023
44469600000179;Mei;04/06/2023
44471111000151;Mei;04/06/2023
44479769000100;Mei;04/06/2023
44481918000175;Mei;04/06/2023
44483501000141;Micro;04/06/2023
44486501000103;Mei;04/06/2023
44492857000141;Micro;04/06/2023
44492927000161;Mei;04/06/2023
44497262000189;Mei;04/06/2023
44500160000175;Pequena;04/06/2023
44500745000195;Mei;04/06/2023
44503874000137;Mei;04/06/2023
44503992000145;Mei;04/06/2023
44508668000110;Micro;04/06/2023
44510134000128;Mei;04/06/2023
44510468000100;Micro;04/06/2023
44512354000190;Mei;04/06/2023
44514327000157;Mei;04/06/2023
44515373000170;Micro;04/06/2023
44516811000115;Mei;04/06/2023
44516863000191;Micro;04/06/2023
44517236000175;Mei;04/06/2023
44518708000104;Mei;04/06/2023
44521331000142;Mei;04/06/2023
44523311000100;Micro;04/06/2023
44528493000102;Mei;04/06/2023
44530391000121;Mei;04/06/2023
44534166000163;Mei;04/06/2023
44534308000192;Mei;04/06/2023
44535134000182;Mei;04/06/2023
44536542000159;Mei;04/06/2023
44540875000151;Micro;04/06/2023
44548125000126;Micro;04/06/2023
44553655000162;Pequena;04/06/2023
44553812000130;Mei;04/06/2023
44555369000217;Media;04/06/2023
44556172000111;Micro;04/06/2023
44557780000140;Mei;04/06/2023
44562474000100;Mei;04/06/2023
44562540000134;Mei;04/06/2023
44568187000108;Pequena;04/06/2023
44569643000126;Micro;04/06/2023
44571835000177;Mei;04/06/2023
44572369000144;Mei;04/06/2023
44573846000196;Micro;04/06/2023
44579286000187;Mei;04/06/2023
44580839000111;Mei;04/06/2023
44581789000197;Mei;04/06/2023
44581975000126;Pequena;04/06/2023
44582771000100;Mei;04/06/2023
44584479000126;Mei;04/06/2023
44588916000180;Mei;04/06/2023
44588960002729;Pequena;04/06/2023
44592595000197;Micro;04/06/2023
44592641000158;Mei;04/06/2023
44592920000111;Mei;04/06/2023
44595501000133;Mei;04/06/2023
44598974000194;Mei;04/06/2023
44600717000140;Micro;04/06/2023
44601530000160;Mei;04/06/2023
44604223000133;Media;04/06/2023
44606603000107;Micro;04/06/2023
44608621000128;Mei;04/06/2023
44609996000102;Mei;04/06/2023
44610638000110;Micro;04/06/2023
44613494000155;Micro;04/06/2023
44616392000193;Mei;04/06/2023
44617606000146;Mei;04/06/2023
44618420000101;Mei;04/06/2023
44620850000168;Mei;04/06/2023
44621743000154;Micro;04/06/2023
44626587000114;Micro;04/06/2023
44627548000131;Mei;04/06/2023
44632547000185;Mei;04/06/2023
44636475000144;Mei;04/06/2023
44637337000180;Mei;04/06/2023
44644517000199;Mei;04/06/2023
44647043000139;Mei;04/06/2023
44657326000161;Micro;04/06/2023
44657736000102;Mei;04/06/2023
44658374000174;Mei;04/06/2023
44658865000115;Mei;04/06/2023
44659765000103;Micro;04/06/2023
44661126000182;Media;04/06/2023
44661274000105;Mei;04/06/2023
44661336000170;Mei;04/06/2023
44662355000111;Mei;04/06/2023
44663610000140;Mei;04/06/2023
44665377000135;Micro;04/06/2023
44667641000170;Micro;04/06/2023
44668760000147;Micro;04/06/2023
44674074000189;Mei;04/06/2023
44679059000123;Mei;04/06/2023
44679847000110;Mei;04/06/2023
44680308000109;Micro;04/06/2023
44684101000102;Pequena;04/06/2023
44686796000153;Media;04/06/2023
44688284000126;Mei;04/06/2023
44688481000145;Pequena;04/06/2023
44689934000158;Mei;04/06/2023
44691910000133;Grande;04/06/2023
44693551000153;Mei;04/06/2023
44695029000100;Mei;04/06/2023
44695352000184;Micro;04/06/2023
44695896000146;Mei;04/06/2023
44695950000153;Mei;04/06/2023
44697813000158;Pequena;04/06/2023
44697877000159;Micro;04/06/2023
44705286000186;Mei;04/06/2023
44707673000151;Mei;04/06/2023
44708195000102;Grande;04/06/2023
44713727000191;Micro;04/06/2023
44714444000164;Mei;04/06/2023
44717573000106;Mei;04/06/2023
44720813000121;Mei;04/06/2023
44722660000151;Pequena;04/06/2023
44723206000115;Mei;04/06/2023
44727968000190;Micro;04/06/2023
44730765000152;Mei;04/06/2023
44731130000170;Mei;04/06/2023
44731251000111;Mei;04/06/2023
44733910000159;Mei;04/06/2023
44741413000100;Mei;04/06/2023
44742699000130;Mei;04/06/2023
44742897000102;Micro;04/06/2023
44744067000106;Mei;04/06/2023
44744380000144;Micro;04/06/2023
44754502000183;Mei;04/06/2023
44754758000190;Mei;04/06/2023
44756944000169;Mei;04/06/2023
44768812000157;Mei;04/06/2023
44772396000160;Mei;04/06/2023
44779207000181;Micro;04/06/2023
44782754000116;Mei;04/06/2023
44783007000100;Mei;04/06/2023
44783754000130;Mei;04/06/2023
44786633000142;Mei;04/06/2023
44787427000157;Mei;04/06/2023
44788973000102;Mei;04/06/2023
44794058000120;Mei;04/06/2023
44796033000165;Pequena;04/06/2023
44797125000160;Mei;04/06/2023
44799717000110;Mei;04/06/2023
44800824000111;Micro;04/06/2023
