cnpj;dsc_porte;dt_carga
14632359000196;Mei;04/06/2023
14650431000108;Mei;04/06/2023
14652219000180;Pequena;04/06/2023
14652242000174;Micro;04/06/2023
14660001000177;Mei;04/06/2023
14662540000145;Mei;04/06/2023
14664740000137;Mei;04/06/2023
14665362000106;Micro;04/06/2023
14679944000141;Mei;04/06/2023
14690323000169;Mei;04/06/2023
14693046000148;Mei;04/06/2023
14710577000100;Media;04/06/2023
14751991000159;Mei;04/06/2023
14756747000189;Mei;04/06/2023
14776142000150;Grande;04/06/2023
14776291000119;Pequena;04/06/2023
14785152000151;Grande;04/06/2023
14791721000171;Pequena;04/06/2023
14807945000124;Grande;04/06/2023
14810093000124;Micro;04/06/2023
14813701000154;Pequena;04/06/2023
14820744000167;Mei;04/06/2023
14834414000120;Pequena;04/06/2023
14842213000418;Media;04/06/2023
14842398000118;Micro;04/06/2023
14853127000168;Mei;04/06/2023
14861668000138;Media;04/06/2023
14865696000123;Mei;04/06/2023
14868750000194;Pequena;04/06/2023
14874778000134;Mei;04/06/2023
14876090000193;Media;04/06/2023
14885482000119;Micro;04/06/2023
14901254000195;Micro;04/06/2023
14921780000117;Micro;04/06/2023
14924604000210;Micro;04/06/2023
14928809000192;Mei;04/06/2023
14934702000157;Mei;04/06/2023
14960586000140;Micro;04/06/2023
14966739000167;Pequena;04/06/2023
14975461000194;Mei;04/06/2023
14978295000180;Micro;04/06/2023
14984263000197;Pequena;04/06/2023
14998300000116;Mei;04/06/2023
14998803000191;Micro;04/06/2023
15010304000107;Mei;04/06/2023
15032087000156;Micro;04/06/2023
15032369000153;Pequena;04/06/2023
15040635000190;Micro;04/06/2023
15049947000245;Micro;04/06/2023
15054550000160;Media;04/06/2023
15055200000119;Micro;04/06/2023
15059714000304;Micro;04/06/2023
15062695000103;Media;04/06/2023
15067910000169;Pequena;04/06/2023
15070029000117;Mei;04/06/2023
15083654000101;Micro;04/06/2023
15095866000109;Mei;04/06/2023
15099680000110;Mei;04/06/2023
15101405000193;Grande;04/06/2023
15105327000286;Micro;04/06/2023
15112689000113;Micro;04/06/2023
15115504000124;Grande;04/06/2023
15124807000103;Mei;04/06/2023
15127161000118;Micro;04/06/2023
15139629000194;Grande;04/06/2023
15140982000194;Micro;04/06/2023
15141799000103;Grande;04/06/2023
15144017000190;Grande;04/06/2023
15155026000186;Micro;04/06/2023
15164136000104;Micro;04/06/2023
15169184000195;Mei;04/06/2023
15169965000180;Pequena;04/06/2023
15178614000135;Micro;04/06/2023
15180884000180;Mei;04/06/2023
15184744000180;Mei;04/06/2023
15193348000110;Mei;04/06/2023
15194590000108;Media;04/06/2023
15206257000171;Mei;04/06/2023
15208350000115;Mei;04/06/2023
15215093000149;Mei;04/06/2023
15230869000108;Pequena;04/06/2023
15233907000178;Micro;04/06/2023
15235665000151;Micro;04/06/2023
15240954000149;Micro;04/06/2023
15244426000168;Mei;04/06/2023
15249699000103;Micro;04/06/2023
15253399000351;Grande;04/06/2023
15270521000136;Mei;04/06/2023
15282201000104;Mei;04/06/2023
15284251000112;Mei;04/06/2023
15284637000124;Media;04/06/2023
15285442000107;Mei;04/06/2023
15302074000150;Micro;04/06/2023
15320775000111;Mei;04/06/2023
15324337000121;Micro;04/06/2023
15328634000145;Mei;04/06/2023
15336422000100;Micro;04/06/2023
15348636000104;Micro;04/06/2023
15357175000128;Mei;04/06/2023
15366766000161;Mei;04/06/2023
15371914000136;Micro;04/06/2023
15387326000190;Micro;04/06/2023
15400529000170;Micro;04/06/2023
15407221000156;Mei;04/06/2023
15421446000167;Mei;04/06/2023
15427667000142;Mei;04/06/2023
15434985000130;Micro;04/06/2023
15437294000190;Grande;04/06/2023
15463015000163;Mei;04/06/2023
15466421000180;Mei;04/06/2023
15469248000173;Micro;04/06/2023
15474301000124;Mei;04/06/2023
15474560000155;Grande;04/06/2023
15475369000128;Pequena;04/06/2023
15478467000119;Mei;04/06/2023
15491430000120;Micro;04/06/2023
15492265000121;Mei;04/06/2023
15493486000114;Pequena;04/06/2023
15497290001250;Pequena;04/06/2023
15503548000121;Pequena;04/06/2023
15505664001402;Media;04/06/2023
15506765000175;Media;04/06/2023
15510538000113;Pequena;04/06/2023
15522144000185;Micro;04/06/2023
15524163000140;Mei;04/06/2023
15527557000152;Mei;04/06/2023
15527906000136;Grande;04/06/2023
15544399000149;Pequena;04/06/2023
15551000000157;Micro;04/06/2023
15552992000137;Micro;04/06/2023
15555931000123;Micro;04/06/2023
15560645000156;Mei;04/06/2023
15566733000165;Mei;04/06/2023
15567309000135;Micro;04/06/2023
15574156000153;Mei;04/06/2023
15577644000114;Micro;04/06/2023
15587113000102;Mei;04/06/2023
15588788000176;Mei;04/06/2023
15595624000176;Mei;04/06/2023
15597712000107;Pequena;04/06/2023
15599922000134;Mei;04/06/2023
15604356000101;Micro;04/06/2023
15604503000143;Pequena;04/06/2023
15604868000178;Micro;04/06/2023
15615892000102;Micro;04/06/2023
15628873000382;Media;04/06/2023
15632777000146;Mei;04/06/2023
15634032000116;Micro;04/06/2023
15644029000183;Micro;04/06/2023
15644235000193;Micro;04/06/2023
15646580000166;Mei;04/06/2023
15648198000191;Mei;04/06/2023
15649013000163;Micro;04/06/2023
15653219000167;Pequena;04/06/2023
15656901000103;Micro;04/06/2023
15664470000127;Mei;04/06/2023
15665354000122;Pequena;04/06/2023
15665711000152;Mei;04/06/2023
15673385000125;Micro;04/06/2023
15674564000187;Mei;04/06/2023
15681974000155;Micro;04/06/2023
15683149000270;Micro;04/06/2023
15688770000146;Micro;04/06/2023
15691507000106;Mei;04/06/2023
15693192000136;Micro;04/06/2023
15694770000159;Mei;04/06/2023
15702040000233;Media;04/06/2023
15717815000244;Micro;04/06/2023
15727763000106;Mei;04/06/2023
15734071000195;Pequena;04/06/2023
15738422000136;Mei;04/06/2023
15741738000187;Micro;04/06/2023
15742206000164;Micro;04/06/2023
15742359000101;Mei;04/06/2023
15749924000162;Micro;04/06/2023
15757872000176;Micro;04/06/2023
15757964000156;Micro;04/06/2023
15760520000170;Micro;04/06/2023
15782728000190;Mei;04/06/2023
15783046000100;Mei;04/06/2023
15786426000190;Micro;04/06/2023
15791914000195;Mei;04/06/2023
15796317001710;Pequena;04/06/2023
15806424000204;Micro;04/06/2023
15815113000112;Mei;04/06/2023
15819268000127;Mei;04/06/2023
15824070000131;Mei;04/06/2023
15827659000193;Micro;04/06/2023
15868256000192;Mei;04/06/2023
15873959000109;Micro;04/06/2023
15912149000114;Mei;04/06/2023
15912456000103;Mei;04/06/2023
15920786000132;Micro;04/06/2023
15988662000199;Mei;04/06/2023
15989150000147;Mei;04/06/2023
16097862000114;Mei;04/06/2023
16101951000197;Micro;04/06/2023
16220535000108;Pequena;04/06/2023
16233389000155;Grande;04/06/2023
16354870000107;Micro;04/06/2023
16368884000171;Micro;04/06/2023
16370508001193;Media;04/06/2023
16385062000107;Micro;04/06/2023
16404287000155;Grande;04/06/2023
16422576000187;Media;04/06/2023
16433650000160;Pequena;04/06/2023
16438624000125;Grande;04/06/2023
16443421000127;Mei;04/06/2023
16479546000107;Pequena;04/06/2023
16491382000133;Micro;04/06/2023
16514810000104;Mei;04/06/2023
16518831000270;Pequena;04/06/2023
16520265000231;Media;04/06/2023
16543172000141;Mei;04/06/2023
16543641000203;Micro;04/06/2023
16547675000195;Mei;04/06/2023
16548138000160;Mei;04/06/2023
16548698000203;Micro;04/06/2023
16553857000179;Mei;04/06/2023
16554109000100;Mei;04/06/2023
16562606000150;Mei;04/06/2023
16563050000117;Mei;04/06/2023
16572065000141;Mei;04/06/2023
16575826000119;Media;04/06/2023
16589121000150;Micro;04/06/2023
16590234000176;Grande;04/06/2023
16590234007340;Grande;04/06/2023
16594604000143;Mei;04/06/2023
16614075000100;Grande;04/06/2023
16614075001336;Grande;04/06/2023
16618247000106;Micro;04/06/2023
16620098000209;Grande;04/06/2023
16624319000128;Mei;04/06/2023
16625988000114;Mei;04/06/2023
16638979000168;Micro;04/06/2023
16639591000181;Pequena;04/06/2023
16649408000129;Micro;04/06/2023
16651590000152;Pequena;04/06/2023
16665805000194;Pequena;04/06/2023
16670085000155;Grande;04/06/2023
16676520000159;Grande;04/06/2023
16678991000104;Pequena;04/06/2023
16685402000107;Pequena;04/06/2023
16686302000103;Pequena;04/06/2023
16690046000110;Micro;04/06/2023
16693807000197;Micro;04/06/2023
16694683000164;Mei;04/06/2023
16695665000105;Media;04/06/2023
16701213000180;Micro;04/06/2023
16703861000176;Mei;04/06/2023
16710807000158;Micro;04/06/2023
16716746000136;Mei;04/06/2023
16722060000158;Micro;04/06/2023
16735150000183;Micro;04/06/2023
16736450000187;Pequena;04/06/2023
16773356000106;Mei;04/06/2023
16779923000123;Pequena;04/06/2023
16782241000250;Pequena;04/06/2023
16787011000101;Mei;04/06/2023
16811931000100;Grande;04/06/2023
16820144000124;Pequena;04/06/2023
16823350000198;Media;04/06/2023
16826361000121;Mei;04/06/2023
16830731000102;Micro;04/06/2023
16832906000102;Pequena;04/06/2023
16837744000103;Mei;04/06/2023
16852133000126;Pequena;04/06/2023
16853346000172;Mei;04/06/2023
16856028000165;Mei;04/06/2023
16863793000102;Micro;04/06/2023
16866129000117;Mei;04/06/2023
16869122000159;Mei;04/06/2023
16870024000131;Micro;04/06/2023
16877715000167;Pequena;04/06/2023
16880082000146;Mei;04/06/2023
16880599000135;Mei;04/06/2023
16892352000139;Mei;04/06/2023
16901060000115;Mei;04/06/2023
16902391000170;Mei;04/06/2023
16921674000169;Micro;04/06/2023
16921717000106;Mei;04/06/2023
16922038000151;Grande;04/06/2023
16928119000169;Micro;04/06/2023
16930630000103;Mei;04/06/2023
16934704000171;Micro;04/06/2023
16938547000172;Mei;04/06/2023
16942093000103;Media;04/06/2023
16959516000106;Mei;04/06/2023
16959803000108;Grande;04/06/2023
16963203000113;Grande;04/06/2023
16969562000188;Mei;04/06/2023
16971325000151;Micro;04/06/2023
16974049000185;Pequena;04/06/2023
16977691000118;Mei;04/06/2023
16989228000196;Grande;04/06/2023
16990619000120;Mei;04/06/2023
17002750000103;Media;04/06/2023
17005925000128;Micro;04/06/2023
17009886000137;Pequena;04/06/2023
17012481000158;Mei;04/06/2023
17013080000112;Mei;04/06/2023
17017499000142;Micro;04/06/2023
17019052000102;Pequena;04/06/2023
17030979000143;Micro;04/06/2023
17041820000124;Micro;04/06/2023
17048475000150;Media;04/06/2023
17055478000111;Micro;04/06/2023
17060464000196;Mei;04/06/2023
17063379000181;Mei;04/06/2023
17065048000180;Micro;04/06/2023
17069361000197;Micro;04/06/2023
17071034000170;Mei;04/06/2023
17072625000161;Pequena;04/06/2023
17089458000161;Mei;04/06/2023
17089995000101;Pequena;04/06/2023
17104759000117;Mei;04/06/2023
17128946000130;Micro;04/06/2023
17131997000111;Grande;04/06/2023
17140008000156;Mei;04/06/2023
17150436000160;Mei;04/06/2023
17154284000173;Grande;04/06/2023
17155730000164;Grande;04/06/2023
17160437000195;Mei;04/06/2023
17161241000115;Grande;04/06/2023
17162983003695;Grande;04/06/2023
17167396000169;Grande;04/06/2023
17167412000113;Grande;04/06/2023
17172728000101;Mei;04/06/2023
17176742000175;Mei;04/06/2023
17180759000104;Mei;04/06/2023
17184037000110;Grande;04/06/2023
17184184000190;Mei;04/06/2023
17193806000146;Grande;04/06/2023
17203694000167;Micro;04/06/2023
17206489000155;Mei;04/06/2023
17207199000126;Mei;04/06/2023
17216267000113;Micro;04/06/2023
17224184000176;Mei;04/06/2023
17229678000143;Micro;04/06/2023
17233034000129;Micro;04/06/2023
17235242000167;Micro;04/06/2023
17235994000128;Mei;04/06/2023
17242588000192;Mei;04/06/2023
17245234000100;Grande;04/06/2023
17247510000160;Pequena;04/06/2023
17251581000137;Mei;04/06/2023
17256889000175;Mei;04/06/2023
17265326000305;Micro;04/06/2023
17266247000157;Mei;04/06/2023
17268647000100;Mei;04/06/2023
17274296000131;Mei;04/06/2023
17277259000187;Pequena;04/06/2023
17280242000189;Micro;04/06/2023
17281106000103;Grande;04/06/2023
17287526000105;Pequena;04/06/2023
17297080000191;Pequena;04/06/2023
17314329000120;Grande;04/06/2023
17320369000184;Mei;04/06/2023
17326831000150;Micro;04/06/2023
17342377000121;Micro;04/06/2023
17344597000194;Grande;04/06/2023
17349212000181;Micro;04/06/2023
17355245000134;Mei;04/06/2023
17355759000190;Mei;04/06/2023
17357478000176;Pequena;04/06/2023
17360505000160;Mei;04/06/2023
17368411000137;Mei;04/06/2023
17377138000107;Mei;04/06/2023
17377165000180;Mei;04/06/2023
17384236000171;Mei;04/06/2023
17397404000163;Mei;04/06/2023
17401223000163;Mei;04/06/2023
17403236000171;Micro;04/06/2023
17404001000102;Mei;04/06/2023
17406370000126;Micro;04/06/2023
17406693000110;Mei;04/06/2023
17408407000155;Media;04/06/2023
17415633000163;Mei;04/06/2023
17415949000236;Micro;04/06/2023
17418236000145;Mei;04/06/2023
17418827000112;Mei;04/06/2023
17420553000104;Mei;04/06/2023
17422427000180;Micro;04/06/2023
17423343000161;Micro;04/06/2023
17435521000174;Mei;04/06/2023
17437548000104;Mei;04/06/2023
17439201000192;Pequena;04/06/2023
17439901000187;Micro;04/06/2023
17456095000155;Mei;04/06/2023
17459213000189;Mei;04/06/2023
17460549000161;Mei;04/06/2023
17463529000144;Micro;04/06/2023
17468251000106;Micro;04/06/2023
17469701013821;Grande;04/06/2023
17474962000185;Mei;04/06/2023
17488932000128;Micro;04/06/2023
17497461000114;Pequena;04/06/2023
17501148000102;Micro;04/06/2023
17505006000113;Mei;04/06/2023
17507770000128;Pequena;04/06/2023
17514698000166;Mei;04/06/2023
17515234000174;Mei;04/06/2023
17517205000141;Mei;04/06/2023
17523097000110;Mei;04/06/2023
17528254000180;Mei;04/06/2023
17532115000120;Pequena;04/06/2023
17545129000188;Mei;04/06/2023
17548263000132;Mei;04/06/2023
17550051000190;Pequena;04/06/2023
17555679000188;Mei;04/06/2023
17556427000173;Micro;04/06/2023
17559409000145;Mei;04/06/2023
17561155000108;Micro;04/06/2023
17572898000175;Mei;04/06/2023
17576808000114;Micro;04/06/2023
17582973000189;Micro;04/06/2023
17585186000190;Mei;04/06/2023
17590465000142;Mei;04/06/2023
17592117000104;Mei;04/06/2023
17595990000150;Mei;04/06/2023
17598343000100;Micro;04/06/2023
17602941000106;Grande;04/06/2023
17609159000100;Pequena;04/06/2023
17611751000147;Micro;04/06/2023
17618528000121;Micro;04/06/2023
17619509000110;Mei;04/06/2023
17659998000133;Mei;04/06/2023
17661626000141;Mei;04/06/2023
17671247000132;Pequena;04/06/2023
17672144000197;Media;04/06/2023
17682893000103;Mei;04/06/2023
17689406000126;Mei;04/06/2023
17701488000268;Pequena;04/06/2023
17701718000108;Mei;04/06/2023
17706229000149;Mei;04/06/2023
17710147000178;Mei;04/06/2023
17720606000102;Mei;04/06/2023
17722845000193;Mei;04/06/2023
17723715000175;Mei;04/06/2023
17724046000156;Mei;04/06/2023
17728987000168;Mei;04/06/2023
17734833000189;Micro;04/06/2023
17735451000170;Mei;04/06/2023
17741897000107;Mei;04/06/2023
17744066000199;Mei;04/06/2023
17766248000160;Pequena;04/06/2023
17766365000124;Micro;04/06/2023
17769135000119;Mei;04/06/2023
17769801000119;Pequena;04/06/2023
17784154000114;Micro;04/06/2023
17794890000153;Mei;04/06/2023
17795206000158;Micro;04/06/2023
17800085000195;Micro;04/06/2023
17805261000181;Micro;04/06/2023
17808812000160;Pequena;04/06/2023
17813121000155;Mei;04/06/2023
17813222000126;Mei;04/06/2023
17839482000170;Pequena;04/06/2023
17844767000108;Mei;04/06/2023
17852310000137;Micro;04/06/2023
17855687000140;Mei;04/06/2023
17857377000164;Micro;04/06/2023
17867182000103;Mei;04/06/2023
17870442000191;Mei;04/06/2023
17887699000156;Media;04/06/2023
17893964001180;Media;04/06/2023
17894583000144;Micro;04/06/2023
17895406000182;Micro;04/06/2023
17902290000161;Mei;04/06/2023
17902685000164;Micro;04/06/2023
17904510000196;Mei;04/06/2023
17907021000198;Media;04/06/2023
17926554000117;Mei;04/06/2023
17934774000192;Pequena;04/06/2023
17935861000164;Mei;04/06/2023
17938547000135;Mei;04/06/2023
17939206000184;Mei;04/06/2023
17940960000134;Mei;04/06/2023
17942213000135;Pequena;04/06/2023
17945003000281;Micro;04/06/2023
17947432000107;Mei;04/06/2023
17949332000110;Mei;04/06/2023
17953402000103;Mei;04/06/2023
17955715000109;Mei;04/06/2023
17957271000213;Micro;04/06/2023
17960223000101;Mei;04/06/2023
17964855000135;Micro;04/06/2023
17966810000108;Micro;04/06/2023
17974282000120;Mei;04/06/2023
17978035000100;Mei;04/06/2023
17986914000176;Mei;04/06/2023
17988321000149;Micro;04/06/2023
17990611000127;Pequena;04/06/2023
18012539000126;Mei;04/06/2023
18014262000170;Pequena;04/06/2023
18038288000159;Micro;04/06/2023
18047566000134;Mei;04/06/2023
18054234000187;Mei;04/06/2023
18054425000149;Mei;04/06/2023
18074613000139;Mei;04/06/2023
18075326000143;Mei;04/06/2023
18084581000152;Pequena;04/06/2023
18099877000147;Mei;04/06/2023
18109292000160;Micro;04/06/2023
18118613000193;Pequena;04/06/2023
18122752000190;Micro;04/06/2023
18135870000133;Mei;04/06/2023
18140230000111;Mei;04/06/2023
18148110000160;Micro;04/06/2023
18154414000130;Grande;04/06/2023
18157355000154;Micro;04/06/2023
18158149000169;Micro;04/06/2023
18174270000184;Grande;04/06/2023
18180490000110;Pequena;04/06/2023
18184828000102;Micro;04/06/2023
18191149000160;Micro;04/06/2023
18197470000152;Micro;04/06/2023
18214311000208;Pequena;04/06/2023
18219325000125;Mei;04/06/2023
18228128000172;Micro;04/06/2023
18237444000100;Mei;04/06/2023
18243297000181;Micro;04/06/2023
18249156000176;Pequena;04/06/2023
18249994000140;Mei;04/06/2023
18251263000139;Micro;04/06/2023
18256106000116;Micro;04/06/2023
18258630000126;Mei;04/06/2023
18258892000190;Micro;04/06/2023
18261401000160;Micro;04/06/2023
18269838000140;Media;04/06/2023
18274276000123;Mei;04/06/2023
18275856000135;Mei;04/06/2023
18277036000182;Mei;04/06/2023
18283866000112;Micro;04/06/2023
18288828000152;Grande;04/06/2023
18290990000105;Pequena;04/06/2023
18304627000100;Mei;04/06/2023
18305310000180;Mei;04/06/2023
18307052000170;Mei;04/06/2023
18310157000189;Mei;04/06/2023
18312717000134;Pequena;04/06/2023
18313001000151;Mei;04/06/2023
18313975000135;Mei;04/06/2023
18314433000187;Micro;04/06/2023
18314750000101;Micro;04/06/2023
18317804000184;Media;04/06/2023
18328118000109;Grande;04/06/2023
18331800000150;Mei;04/06/2023
18336977000140;Pequena;04/06/2023
18344750000146;Mei;04/06/2023
18344795000110;Micro;04/06/2023
18350471000195;Mei;04/06/2023
18352417000189;Mei;04/06/2023
18365277000183;Mei;04/06/2023
18366824000145;Mei;04/06/2023
18377530000119;Mei;04/06/2023
18392635000228;Micro;04/06/2023
18401007000180;Mei;04/06/2023
18401625000120;Mei;04/06/2023
18402869000128;Mei;04/06/2023
18418440000129;Mei;04/06/2023
18428345000106;Mei;04/06/2023
18430559000117;Mei;04/06/2023
18433134000161;Mei;04/06/2023
18433529000164;Mei;04/06/2023
18436669000196;Mei;04/06/2023
18444597000129;Mei;04/06/2023
18451392000170;Mei;04/06/2023
18459082000100;Mei;04/06/2023
18462836000173;Mei;04/06/2023
18464816000131;Mei;04/06/2023
18472838000143;Micro;04/06/2023
18475840000176;Micro;04/06/2023
18483666000103;Grande;04/06/2023
18490119000155;Micro;04/06/2023
18492868000111;Micro;04/06/2023
18494485000182;Grande;04/06/2023
18495698000129;Mei;04/06/2023
18502555000105;Micro;04/06/2023
18506223000190;Mei;04/06/2023
18510982000470;Grande;04/06/2023
18520157000103;Mei;04/06/2023
18522348000104;Micro;04/06/2023
18527818000122;Pequena;04/06/2023
18531104000198;Mei;04/06/2023
18544977000135;Pequena;04/06/2023
18546814000191;Grande;04/06/2023
18553051000106;Pequena;04/06/2023
18553907000143;Mei;04/06/2023
18555774000144;Pequena;04/06/2023
18566572000106;Micro;04/06/2023
18593815000197;Grande;04/06/2023
18609752000110;Mei;04/06/2023
18612235000108;Mei;04/06/2023
18620089000154;Micro;04/06/2023
18622029001223;Micro;04/06/2023
18623019000150;Mei;04/06/2023
18625041000139;Mei;04/06/2023
18625676000136;Mei;04/06/2023
18631316000147;Micro;04/06/2023
18644619000102;Mei;04/06/2023
18654072000118;Mei;04/06/2023
18677248000157;Mei;04/06/2023
18685539000197;Pequena;04/06/2023
18686158000122;Micro;04/06/2023
18693311000149;Mei;04/06/2023
18694633000102;Mei;04/06/2023
18695484000104;Mei;04/06/2023
18704667000130;Mei;04/06/2023
18715899000194;Micro;04/06/2023
18722171000190;Grande;04/06/2023
18733985000120;Micro;04/06/2023
18737343000107;Mei;04/06/2023
18743045000111;Mei;04/06/2023
18771690000148;Mei;04/06/2023
18776695000163;Pequena;04/06/2023
18786402000129;Pequena;04/06/2023
18791762000119;Mei;04/06/2023
18811558000112;Mei;04/06/2023
18813342000196;Micro;04/06/2023
18816945000141;Micro;04/06/2023
18836765000121;Mei;04/06/2023
18839123000186;Mei;04/06/2023
18852149000164;Mei;04/06/2023
18867781000262;Grande;04/06/2023
18873045000136;Mei;04/06/2023
18879660000150;Mei;04/06/2023
18884317000101;Micro;04/06/2023
18886749000143;Pequena;04/06/2023
18889192000102;Mei;04/06/2023
18918655000109;Mei;04/06/2023
18928915000127;Micro;04/06/2023
18933042000140;Mei;04/06/2023
18940086000106;Mei;04/06/2023
18950852000105;Mei;04/06/2023
18952363000192;Mei;04/06/2023
18952614000139;Micro;04/06/2023
18953593000176;Micro;04/06/2023
18957529000163;Micro;04/06/2023
18965033000131;Mei;04/06/2023
18982856000175;Mei;04/06/2023
18988146000152;Micro;04/06/2023
18999126000187;Mei;04/06/2023
18999282000148;Mei;04/06/2023
19007086000102;Mei;04/06/2023
19008715000119;Micro;04/06/2023
19011085000131;Mei;04/06/2023
19013647000186;Mei;04/06/2023
19020568000100;Micro;04/06/2023
19032182000100;Pequena;04/06/2023
19032544000163;Micro;04/06/2023
19036008000136;Micro;04/06/2023
19037180000104;Micro;04/06/2023
19037584000106;Mei;04/06/2023
19038965000100;Pequena;04/06/2023
19039480000122;Mei;04/06/2023
19045879000116;Mei;04/06/2023
19049178000155;Mei;04/06/2023
19058848000108;Mei;04/06/2023
19065519000186;Micro;04/06/2023
19066673000172;Pequena;04/06/2023
19071769000129;Micro;04/06/2023
19072637000111;Pequena;04/06/2023
19080664000136;Mei;04/06/2023
19080989000119;Mei;04/06/2023
19081884000508;Pequena;04/06/2023
19085757000153;Mei;04/06/2023
19104630000134;Micro;04/06/2023
19108039000155;Mei;04/06/2023
19109764000148;Micro;04/06/2023
19112197000189;Mei;04/06/2023
19119802000143;Mei;04/06/2023
19120173000171;Mei;04/06/2023
19136218000104;Mei;04/06/2023
19153962000109;Mei;04/06/2023
19158102000168;Micro;04/06/2023
19165419000121;Micro;04/06/2023
19166077000164;Mei;04/06/2023
19176128000139;Mei;04/06/2023
19178610000108;Micro;04/06/2023
19181367000187;Pequena;04/06/2023
19191730000145;Mei;04/06/2023
19193042000114;Micro;04/06/2023
19207769000103;Mei;04/06/2023
19214869000167;Micro;04/06/2023
19217278000143;Mei;04/06/2023
19219081000143;Micro;04/06/2023
19224225000150;Mei;04/06/2023
19224637000190;Mei;04/06/2023
19226876000260;Pequena;04/06/2023
19231418000138;Mei;04/06/2023
19243811000141;Mei;04/06/2023
19256314000188;Mei;04/06/2023
19256550000102;Grande;04/06/2023
19264641000181;Mei;04/06/2023
19265022000292;Pequena;04/06/2023
19268478000125;Mei;04/06/2023
19273553000146;Mei;04/06/2023
19276748000140;Micro;04/06/2023
19288673000117;Micro;04/06/2023
19292066000120;Media;04/06/2023
19294742000103;Mei;04/06/2023
19300378000139;Micro;04/06/2023
19308137000136;Mei;04/06/2023
19320299000190;Mei;04/06/2023
19323628000156;Micro;04/06/2023
19323982000180;Micro;04/06/2023
19336214000242;Micro;04/06/2023
19344971000187;Pequena;04/06/2023
19348545000111;Mei;04/06/2023
19357544000133;Micro;04/06/2023
19364659000155;Mei;04/06/2023
19369664000150;Mei;04/06/2023
19376401000179;Pequena;04/06/2023
19378769000176;Grande;04/06/2023
19378769001067;Grande;04/06/2023
19379274000161;Mei;04/06/2023
19380879000172;Micro;04/06/2023
19382317000168;Mei;04/06/2023
19390713000137;Mei;04/06/2023
19391209000151;Mei;04/06/2023
19414742000191;Mei;04/06/2023
19426613000113;Mei;04/06/2023
19428661000140;Mei;04/06/2023
19429797000175;Mei;04/06/2023
19451038004015;Media;04/06/2023
19456918000178;Micro;04/06/2023
19463500000198;Micro;04/06/2023
19468441000140;Mei;04/06/2023
19471890000148;Mei;04/06/2023
19472001000167;Mei;04/06/2023
19473536000152;Mei;04/06/2023
19473896000154;Mei;04/06/2023
19482798000183;Mei;04/06/2023
19486846000101;Micro;04/06/2023
19491839000106;Pequena;04/06/2023
19500288000191;Mei;04/06/2023
19510506000179;Mei;04/06/2023
19523365000129;Mei;04/06/2023
19526748000150;Media;04/06/2023
19536539000198;Micro;04/06/2023
19538782000145;Micro;04/06/2023
19544172000154;Pequena;04/06/2023
19551079000177;Pequena;04/06/2023
19553550000166;Micro;04/06/2023
19558908000143;Pequena;04/06/2023
19559362000145;Mei;04/06/2023
19570178000104;Mei;04/06/2023
19575607000128;Mei;04/06/2023
19576033000102;Mei;04/06/2023
19583093000152;Mei;04/06/2023
19585543000146;Micro;04/06/2023
19589768000170;Pequena;04/06/2023
19591992000105;Mei;04/06/2023
19595092000128;Micro;04/06/2023
19603516000159;Mei;04/06/2023
19610479000106;Mei;04/06/2023
19620615000149;Mei;04/06/2023
19623879000156;Micro;04/06/2023
19625141000128;Micro;04/06/2023
19625777000170;Mei;04/06/2023
19633562000109;Mei;04/06/2023
19643953000104;Micro;04/06/2023
19648185000173;Mei;04/06/2023
19672123000105;Micro;04/06/2023
19682410000198;Micro;04/06/2023
19688769000172;Micro;04/06/2023
19690505000153;Pequena;04/06/2023
19696638000137;Mei;04/06/2023
19712376000157;Pequena;04/06/2023
19723351000159;Mei;04/06/2023
19726531000194;Pequena;04/06/2023
19728288000143;Mei;04/06/2023
19729402000150;Micro;04/06/2023
19744293000140;Mei;04/06/2023
19744821000160;Mei;04/06/2023
19766780000103;Mei;04/06/2023
19768162000100;Pequena;04/06/2023
19769673000139;Pequena;04/06/2023
19775599000163;Mei;04/06/2023
19781776000114;Mei;04/06/2023
19796298000116;Mei;04/06/2023
19796586000170;Grande;04/06/2023
19799463000193;Mei;04/06/2023
19804488000138;Mei;04/06/2023
19806525000147;Micro;04/06/2023
19809135000120;Mei;04/06/2023
19817559000137;Mei;04/06/2023
19821940000170;Mei;04/06/2023
19825197000126;Micro;04/06/2023
19827529000101;Mei;04/06/2023
19833346000107;Mei;04/06/2023
19834484000100;Micro;04/06/2023
19840898000134;Mei;04/06/2023
19847165000121;Pequena;04/06/2023
19850747000167;Mei;04/06/2023
19853511000184;Grande;04/06/2023
19854065000122;Mei;04/06/2023
19865504000364;Micro;04/06/2023
19870346000250;Pequena;04/06/2023
19870860000104;Mei;04/06/2023
19871294000155;Mei;04/06/2023
19871552000101;Micro;04/06/2023
19875015000121;Mei;04/06/2023
19878781000220;Pequena;04/06/2023
19882117000174;Media;04/06/2023
19889367000136;Micro;04/06/2023
19898805000122;Mei;04/06/2023
19902788000150;Mei;04/06/2023
19905913000185;Mei;04/06/2023
19910791000115;Micro;04/06/2023
19924579000107;Micro;04/06/2023
19924724000150;Grande;04/06/2023
19936404000110;Micro;04/06/2023
19936504000146;Mei;04/06/2023
19937306000105;Micro;04/06/2023
19939843000186;Mei;04/06/2023
19945700000187;Pequena;04/06/2023
