cnpj;dsc_nivel_atividade;dt_carga
05769585000122;Medio;04/06/2023
05775463000149;Medio;04/06/2023
05782987000167;Baixo;04/06/2023
05799312000120;Alto;04/06/2023
05804451000103;Medio;04/06/2023
05807492000145;Medio;04/06/2023
05821104000180;Medio;04/06/2023
05822312000102;Medio;04/06/2023
05823631000809;Alto;04/06/2023
05843288000180;Medio;04/06/2023
05843715000120;Medio;04/06/2023
05849961000199;Medio;04/06/2023
05850176000156;Medio;04/06/2023
05858095000100;Medio;04/06/2023
05863099000179;Baixo;04/06/2023
05863742000164;Alto;04/06/2023
05868977000149;Medio;04/06/2023
05869591000151;Muito baixo;04/06/2023
05870863000133;Alto;04/06/2023
05875416000177;Medio;04/06/2023
05878397000132;Alto;04/06/2023
05879066000206;Alto;04/06/2023
05882405000114;Medio;04/06/2023
05885295000144;Medio;04/06/2023
05885320000190;Medio;04/06/2023
05892720000122;Alto;04/06/2023
05894553000159;Baixo;04/06/2023
05917486000140;Alto;04/06/2023
05925065000161;Alto;04/06/2023
05929519000172;Alto;04/06/2023
05930915000977;Medio;04/06/2023
05931069000314;Alto;04/06/2023
05950660000157;Medio;04/06/2023
05960537000117;Baixo;04/06/2023
05962084000168;Muito baixo;04/06/2023
05981737000156;Alto;04/06/2023
05991100000140;Medio;04/06/2023
05993686000182;Medio;04/06/2023
05995157000118;Alto;04/06/2023
06010699000157;Medio;04/06/2023
06017723000180;Baixo;04/06/2023
06033948000391;Medio;04/06/2023
06042760000148;Alto;04/06/2023
06044683000165;Muito baixo;04/06/2023
06047087000139;Alto;04/06/2023
06049474000104;Medio;04/06/2023
06057223000171;Alto;04/06/2023
06057223042338;Alto;04/06/2023
06065869000109;Alto;04/06/2023
06067296000144;Alto;04/06/2023
06067633000101;Alto;04/06/2023
06068683000103;Medio;04/06/2023
06069189000155;Alto;04/06/2023
06071778000178;Alto;04/06/2023
06077040000118;Medio;04/06/2023
06086460000160;Medio;04/06/2023
06090134000127;Alto;04/06/2023
06091923000182;Medio;04/06/2023
06096500000155;Medio;04/06/2023
06098004000130;Baixo;04/06/2023
06140599000145;Medio;04/06/2023
06146569000146;Alto;04/06/2023
06152791000151;Medio;04/06/2023
06155330000132;Medio;04/06/2023
06156503000137;Medio;04/06/2023
06163362000180;Medio;04/06/2023
06164253000187;Alto;04/06/2023
06165822000290;Baixo;04/06/2023
06169657000163;Alto;04/06/2023
06172941000199;Medio;04/06/2023
06198817000100;Muito baixo;04/06/2023
06209188000169;Alto;04/06/2023
06212015000108;Alto;04/06/2023
06213006000123;Medio;04/06/2023
06217383000211;Medio;04/06/2023
06230088000114;Inativo;04/06/2023
06245620000177;Medio;04/06/2023
06249391000169;Medio;04/06/2023
06252883000103;Alto;04/06/2023
06266947000125;Alto;04/06/2023
06276888000176;Alto;04/06/2023
06278750000106;Alto;04/06/2023
06283793000180;Medio;04/06/2023
06290655000128;Alto;04/06/2023
06292798000683;Medio;04/06/2023
06296484000144;Medio;04/06/2023
06306533000182;Alto;04/06/2023
06310865000130;Medio;04/06/2023
06340425000126;Medio;04/06/2023
06374209000100;Medio;04/06/2023
06375922000160;Medio;04/06/2023
06420715000260;Medio;04/06/2023
06554299000102;Alto;04/06/2023
06618185000189;Alto;04/06/2023
06626253008489;Medio;04/06/2023
06626253088571;Alto;04/06/2023
06635157000170;Alto;04/06/2023
06783040000133;Alto;04/06/2023
06821796000120;Medio;04/06/2023
06845747005439;Alto;04/06/2023
06878019000111;Medio;04/06/2023
06880176000161;Baixo;04/06/2023
06881524000115;Medio;04/06/2023
06889292000141;Muito baixo;04/06/2023
06907738000113;Medio;04/06/2023
06940490000192;Alto;04/06/2023
06948969000175;Alto;04/06/2023
06951086000114;Baixo;04/06/2023
06958005000108;Alto;04/06/2023
06963149000152;Alto;04/06/2023
06969778000190;Medio;04/06/2023
06977745000191;Alto;04/06/2023
06977751000149;Alto;04/06/2023
06980986000190;Alto;04/06/2023
06984865000116;Medio;04/06/2023
06986106000192;Medio;04/06/2023
06989165000114;Medio;04/06/2023
06990005000195;Medio;04/06/2023
06993007000138;Medio;04/06/2023
06995767000184;Alto;04/06/2023
07001553000108;Medio;04/06/2023
07006793000103;Medio;04/06/2023
07007932000105;Baixo;04/06/2023
07024675000110;Alto;04/06/2023
07025971000135;Baixo;04/06/2023
07032150000126;Alto;04/06/2023
07041081000117;Medio;04/06/2023
07047251000170;Alto;04/06/2023
07051978000121;Baixo;04/06/2023
07055230000105;Muito baixo;04/06/2023
07057449000135;Alto;04/06/2023
07063757000173;Medio;04/06/2023
07066396000119;Baixo;04/06/2023
07070422000182;Baixo;04/06/2023
07083914000102;Medio;04/06/2023
07094334000110;Alto;04/06/2023
07100077000182;Medio;04/06/2023
07102400000157;Medio;04/06/2023
07105498000287;Baixo;04/06/2023
07109858000138;Medio;04/06/2023
07114699006443;Medio;04/06/2023
07118421000160;Medio;04/06/2023
07123733000162;Medio;04/06/2023
07125799000191;Alto;04/06/2023
07130221000123;Medio;04/06/2023
07143805000133;Alto;04/06/2023
07148717000124;Alto;04/06/2023
07151015000108;Medio;04/06/2023
07151365000166;Alto;04/06/2023
07151470000103;Baixo;04/06/2023
07162830000164;Medio;04/06/2023
07169994000113;Alto;04/06/2023
07175877000162;Medio;04/06/2023
07177178000151;Alto;04/06/2023
07181926000170;Baixo;04/06/2023
07195439000166;Medio;04/06/2023
07199136000111;Medio;04/06/2023
07206816000115;Alto;04/06/2023
07220340000177;Alto;04/06/2023
07220874001841;Medio;04/06/2023
07227741000230;Medio;04/06/2023
07233495000148;Medio;04/06/2023
07237373000120;Alto;04/06/2023
07287246000135;Alto;04/06/2023
07301087000186;Alto;04/06/2023
07301950000103;Muito baixo;04/06/2023
07308496000104;Medio;04/06/2023
07309969000198;Medio;04/06/2023
07311910000134;Medio;04/06/2023
07319840000160;Medio;04/06/2023
07324805000130;Medio;04/06/2023
07331301000147;Medio;04/06/2023
07332341000103;Baixo;04/06/2023
07336287000174;Medio;04/06/2023
07337653000703;Alto;04/06/2023
07339191000160;Medio;04/06/2023
07340605000847;Medio;04/06/2023
07341772000136;Medio;04/06/2023
07356364000158;Alto;04/06/2023
07356559000106;Medio;04/06/2023
07358761027016;Medio;04/06/2023
07358761032010;Baixo;04/06/2023
07358779000160;Medio;04/06/2023
07373133000152;Medio;04/06/2023
07379758000121;Alto;04/06/2023
07379881000142;Baixo;04/06/2023
07385507000150;Medio;04/06/2023
07386922000128;Medio;04/06/2023
07388313000108;Baixo;04/06/2023
07391993000119;Alto;04/06/2023
07394495000120;Medio;04/06/2023
07402866000178;Baixo;04/06/2023
07415333000120;Medio;04/06/2023
07420477000337;Alto;04/06/2023
07420901000181;Medio;04/06/2023
07421806000100;Alto;04/06/2023
07423557000184;Medio;04/06/2023
07432353000100;Medio;04/06/2023
07436672000193;Medio;04/06/2023
07437016000105;Alto;04/06/2023
07439843000219;Baixo;04/06/2023
07444210000207;Medio;04/06/2023
07456785000150;Medio;04/06/2023
07460102000139;Alto;04/06/2023
07462961000167;Medio;04/06/2023
07479046000184;Medio;04/06/2023
07486190000148;Alto;04/06/2023
07490851000109;Baixo;04/06/2023
07491531000173;Alto;04/06/2023
07498271000168;Medio;04/06/2023
07502558000114;Baixo;04/06/2023
07503773000130;Alto;04/06/2023
07511302000173;Medio;04/06/2023
07519012000176;Alto;04/06/2023
07520589000106;Alto;04/06/2023
07526142000136;Medio;04/06/2023
07526557000100;Alto;04/06/2023
07526785000180;Baixo;04/06/2023
07532281000172;Medio;04/06/2023
07533887000122;Medio;04/06/2023
07534748000113;Medio;04/06/2023
07541473000145;Baixo;04/06/2023
07541567000114;Alto;04/06/2023
07542942000140;Medio;04/06/2023
07548472000122;Alto;04/06/2023
07550019000150;Medio;04/06/2023
07557119000966;Medio;04/06/2023
07560134000106;Alto;04/06/2023
07589548000672;Baixo;04/06/2023
07590097000189;Muito baixo;04/06/2023
07594564000149;Medio;04/06/2023
07594978000178;Alto;04/06/2023
07594978004750;Alto;04/06/2023
07595545000137;Baixo;04/06/2023
07596931000224;Medio;04/06/2023
07597087000175;Alto;04/06/2023
07597949000240;Medio;04/06/2023
07601036000170;Medio;04/06/2023
07601585000144;Medio;04/06/2023
07608306000174;Medio;04/06/2023
07615037000173;Alto;04/06/2023
07623175000102;Alto;04/06/2023
07623320000147;Inativo;04/06/2023
07628528000159;Alto;04/06/2023
07654474000520;Medio;04/06/2023
07655161000162;Alto;04/06/2023
07669012000152;Medio;04/06/2023
07674136000126;Medio;04/06/2023
07674850000114;Baixo;04/06/2023
07677034000245;Alto;04/06/2023
07677346000178;Alto;04/06/2023
07688507000129;Medio;04/06/2023
07689002000189;Alto;04/06/2023
07690329000170;Medio;04/06/2023
07692489000159;Baixo;04/06/2023
07697536000238;Medio;04/06/2023
07705299000129;Medio;04/06/2023
07711140000117;Medio;04/06/2023
07712456000123;Baixo;04/06/2023
07714218000157;Medio;04/06/2023
07714345000156;Medio;04/06/2023
07714798001073;Muito baixo;04/06/2023
07715528000196;Medio;04/06/2023
07718269000157;Alto;04/06/2023
07742976000189;Alto;04/06/2023
07743329000191;Medio;04/06/2023
07747419000150;Medio;04/06/2023
07749701000177;Medio;04/06/2023
07750201000317;Medio;04/06/2023
07762203000164;Medio;04/06/2023
07766804000145;Medio;04/06/2023
07775262000177;Alto;04/06/2023
07783494000177;Medio;04/06/2023
07786571000142;Medio;04/06/2023
07793826000102;Medio;04/06/2023
07801475000126;Medio;04/06/2023
07804744000108;Medio;04/06/2023
07810421000127;Alto;04/06/2023
07812854000111;Medio;04/06/2023
07816890000153;Alto;04/06/2023
07820907000146;Alto;04/06/2023
07824377000104;Alto;04/06/2023
07827803000163;Medio;04/06/2023
07832765000641;Alto;04/06/2023
07838661000130;Medio;04/06/2023
07859304000158;Alto;04/06/2023
07859971000130;Alto;04/06/2023
07860692000197;Medio;04/06/2023
07862757000133;Medio;04/06/2023
07870685000176;Alto;04/06/2023
07877276000100;Baixo;04/06/2023
07877688000131;Alto;04/06/2023
07882930000165;Medio;04/06/2023
07883294000196;Medio;04/06/2023
07884189000171;Medio;04/06/2023
07899623000197;Medio;04/06/2023
07914376000150;Alto;04/06/2023
07915412003701;Medio;04/06/2023
07916722000130;Medio;04/06/2023
07918045000199;Medio;04/06/2023
07918761000176;Medio;04/06/2023
07926762000162;Medio;04/06/2023
07927131001563;Medio;04/06/2023
07930234000187;Baixo;04/06/2023
07930634000192;Baixo;04/06/2023
07930913000156;Baixo;04/06/2023
07937668000109;Alto;04/06/2023
07940477000872;Medio;04/06/2023
07943047000219;Medio;04/06/2023
07944172000162;Alto;04/06/2023
07948719000106;Medio;04/06/2023
07949003003726;Baixo;04/06/2023
07949202000204;Medio;04/06/2023
07952246004108;Medio;04/06/2023
07956321000103;Alto;04/06/2023
07962162000400;Muito baixo;04/06/2023
07963089000998;Baixo;04/06/2023
07963861000114;Medio;04/06/2023
07969172000117;Baixo;04/06/2023
07974317000178;Alto;04/06/2023
07974778051721;Alto;04/06/2023
07974778082791;Medio;04/06/2023
07980499000602;Alto;04/06/2023
07983062000703;Medio;04/06/2023
07990097000176;Medio;04/06/2023
07997864000179;Medio;04/06/2023
07999606000121;Medio;04/06/2023
08011947000100;Medio;04/06/2023
08023623000272;Medio;04/06/2023
08023697000128;Alto;04/06/2023
08023977000489;Alto;04/06/2023
08024904000169;Medio;04/06/2023
08032404000179;Medio;04/06/2023
08035012000163;Alto;04/06/2023
08039298000155;Medio;04/06/2023
08041426000103;Alto;04/06/2023
08047556000145;Alto;04/06/2023
08047765000199;Medio;04/06/2023
08050703000136;Alto;04/06/2023
08054368000144;Alto;04/06/2023
08057169000190;Muito baixo;04/06/2023
08058440000101;Medio;04/06/2023
08065557000112;Alto;04/06/2023
08069589000196;Alto;04/06/2023
08070099000290;Medio;04/06/2023
08070196002308;Medio;04/06/2023
08074001000192;Medio;04/06/2023
08078469000589;Medio;04/06/2023
08078847000109;Alto;04/06/2023
08081163000158;Alto;04/06/2023
08088034000191;Muito baixo;04/06/2023
08089911000653;Alto;04/06/2023
08090018000133;Medio;04/06/2023
08098150000191;Baixo;04/06/2023
08102332000865;Alto;04/06/2023
08103133000103;Baixo;04/06/2023
08103370000409;Medio;04/06/2023
08105628000163;Alto;04/06/2023
08116617000189;Alto;04/06/2023
08143697000161;Alto;04/06/2023
08153523000180;Baixo;04/06/2023
08153696000106;Medio;04/06/2023
08159965000133;Alto;04/06/2023
08161949000185;Alto;04/06/2023
08162447000179;Baixo;04/06/2023
08163821000312;Alto;04/06/2023
08167105000141;Medio;04/06/2023
08167316000184;Alto;04/06/2023
08170718000480;NI;04/06/2023
08170849000115;Medio;04/06/2023
08172170000327;Medio;04/06/2023
08175130000177;Medio;04/06/2023
08181583000297;Medio;04/06/2023
08183992000303;Muito baixo;04/06/2023
08191137000344;Medio;04/06/2023
08198322000107;Baixo;04/06/2023
08202539000135;Baixo;04/06/2023
08209905000188;Alto;04/06/2023
08212118000195;Medio;04/06/2023
08216733000170;Medio;04/06/2023
08216816000240;Baixo;04/06/2023
08224831000159;Alto;04/06/2023
08229337000420;Medio;04/06/2023
08231998000147;Medio;04/06/2023
08236300000186;Medio;04/06/2023
08236860003822;Medio;04/06/2023
08238411007053;Baixo;04/06/2023
08238654010718;Medio;04/06/2023
08247385002222;Alto;04/06/2023
08250457000166;Alto;04/06/2023
08253037000486;Alto;04/06/2023
08255107000192;Medio;04/06/2023
08255457000230;Medio;04/06/2023
08260452000114;Medio;04/06/2023
08264888000181;Medio;04/06/2023
08271972000807;Alto;04/06/2023
08274659000148;Medio;04/06/2023
08275054000171;Medio;04/06/2023
08287322000175;Medio;04/06/2023
08292488000180;Medio;04/06/2023
08294224000165;Alto;04/06/2023
08303538000187;Baixo;04/06/2023
08306861000104;Alto;04/06/2023
08312229000173;Alto;04/06/2023
08324187000271;Alto;04/06/2023
08324196000181;Alto;04/06/2023
08327816000136;Medio;04/06/2023
08335977000333;Medio;04/06/2023
08336878000104;Baixo;04/06/2023
08339161000701;Alto;04/06/2023
08339956000124;Medio;04/06/2023
08343492000120;Alto;04/06/2023
08345862000168;Alto;04/06/2023
08349009000114;Baixo;04/06/2023
08354651000515;Alto;04/06/2023
08360853000146;Alto;04/06/2023
08362099000183;Medio;04/06/2023
08364480000181;Baixo;04/06/2023
08364948000138;Alto;04/06/2023
08367521000193;Alto;04/06/2023
08368488000116;Baixo;04/06/2023
08368586000153;Alto;04/06/2023
08368976000204;Medio;04/06/2023
08370335000103;Alto;04/06/2023
08372554000121;Alto;04/06/2023
08382372000131;Baixo;04/06/2023
08390934000199;Alto;04/06/2023
08391142000139;Alto;04/06/2023
08391613000370;Medio;04/06/2023
08391856000147;Medio;04/06/2023
08392968000201;Alto;04/06/2023
08394654000230;Alto;04/06/2023
08395572000129;Alto;04/06/2023
08396462000181;Alto;04/06/2023
08397160003658;Baixo;04/06/2023
08398733000138;Medio;04/06/2023
08402943000152;Alto;04/06/2023
08403971000194;Alto;04/06/2023
08413846000165;Alto;04/06/2023
08426390000178;Medio;04/06/2023
08428387000274;Medio;04/06/2023
08435078000140;Medio;04/06/2023
08438139000123;Baixo;04/06/2023
08438309000170;Baixo;04/06/2023
08439659000150;Alto;04/06/2023
08441160000420;Alto;04/06/2023
08441728000160;Alto;04/06/2023
08441919000122;Alto;04/06/2023
08443347000110;Alto;04/06/2023
08447075000127;Medio;04/06/2023
08447411000131;Alto;04/06/2023
08448269000490;Alto;04/06/2023
08448345000203;Medio;04/06/2023
08448960000120;Medio;04/06/2023
08465998000454;Baixo;04/06/2023
08467115000100;Alto;04/06/2023
08478425002913;Medio;04/06/2023
08479150000131;Medio;04/06/2023
08480462000246;Alto;04/06/2023
08480683000133;Baixo;04/06/2023
08483380000174;Medio;04/06/2023
08483887000209;Alto;04/06/2023
08485355000120;Alto;04/06/2023
08496114000186;Alto;04/06/2023
08496134000157;Alto;04/06/2023
08496187000178;Baixo;04/06/2023
08500112000113;Alto;04/06/2023
08502880000882;Medio;04/06/2023
08502977001433;Medio;04/06/2023
08510655000111;Medio;04/06/2023
08516922000168;Baixo;04/06/2023
08520432000135;Medio;04/06/2023
08522940000152;Alto;04/06/2023
08525959000152;Medio;04/06/2023
08527637000223;Alto;04/06/2023
08532958000135;Medio;04/06/2023
08533905000139;Medio;04/06/2023
08534605000174;Alto;04/06/2023
08535301000121;Alto;04/06/2023
08535377000319;Medio;04/06/2023
08550739000340;Medio;04/06/2023
08552962000165;Alto;04/06/2023
08553181000195;Alto;04/06/2023
08555838000153;Alto;04/06/2023
08557398000173;Alto;04/06/2023
08560444000193;Alto;04/06/2023
08565002000300;Medio;04/06/2023
08565478000251;Alto;04/06/2023
08573618000152;Medio;04/06/2023
08573820000184;Medio;04/06/2023
08574411000100;Alto;04/06/2023
08580455000488;Medio;04/06/2023
08590717000142;Medio;04/06/2023
08590835000150;Alto;04/06/2023
08592261000230;Alto;04/06/2023
08599316000153;Alto;04/06/2023
08605969000106;Alto;04/06/2023
08612821000190;Baixo;04/06/2023
08613550000198;Alto;04/06/2023
08616333000151;Baixo;04/06/2023
08618016000174;Medio;04/06/2023
08618154000153;Muito baixo;04/06/2023
08624946000130;Medio;04/06/2023
08626504000123;Baixo;04/06/2023
08627571001720;NI;04/06/2023
08631066000191;Medio;04/06/2023
08633676000124;Alto;04/06/2023
08634714000163;Muito baixo;04/06/2023
08640356000100;Alto;04/06/2023
08640794000160;Medio;04/06/2023
08642914000168;Medio;04/06/2023
08652035000117;Medio;04/06/2023
08653905000172;Medio;04/06/2023
08659212000197;Muito baixo;04/06/2023
08670645000143;Alto;04/06/2023
08673009000175;Medio;04/06/2023
08674379000127;Alto;04/06/2023
08682385000126;Medio;04/06/2023
08685949000184;Medio;04/06/2023
08694213000172;Baixo;04/06/2023
08695908000179;Alto;04/06/2023
08698694000194;Alto;04/06/2023
08699776000153;Medio;04/06/2023
08700165000188;Medio;04/06/2023
08700854000192;Medio;04/06/2023
08703602000117;Medio;04/06/2023
08704413000754;Alto;04/06/2023
08707881000197;Alto;04/06/2023
08712100000152;Baixo;04/06/2023
08716157000200;Alto;04/06/2023
08726760000273;Medio;04/06/2023
08730516000101;Medio;04/06/2023
08733752000173;Medio;04/06/2023
08739175000208;Alto;04/06/2023
08740059000128;Alto;04/06/2023
08746342000248;Alto;04/06/2023
08750724000164;Baixo;04/06/2023
08759986000270;Baixo;04/06/2023
08764621000153;Alto;04/06/2023
08765324000122;Alto;04/06/2023
08769654000196;Alto;04/06/2023
08774970000156;Medio;04/06/2023
08779556000130;Medio;04/06/2023
08779848000172;Baixo;04/06/2023
08783467000167;Alto;04/06/2023
08783606000152;Alto;04/06/2023
08785561000155;Medio;04/06/2023
08786626000268;Medio;04/06/2023
08787883000133;Alto;04/06/2023
08791398000133;Medio;04/06/2023
08795211000170;Alto;04/06/2023
08796784000118;Alto;04/06/2023
08797760000183;Medio;04/06/2023
08801621000186;Alto;04/06/2023
08802207000191;Medio;04/06/2023
08807432000110;Alto;04/06/2023
08810836000244;Muito baixo;04/06/2023
08811643000127;Alto;04/06/2023
08817054000156;Baixo;04/06/2023
08821593000169;Medio;04/06/2023
08831431000101;Medio;04/06/2023
08838522000500;Baixo;04/06/2023
08839073000183;Medio;04/06/2023
08845676034688;Alto;04/06/2023
08853432000157;Baixo;04/06/2023
08866388000110;Medio;04/06/2023
08870688000172;Medio;04/06/2023
08871939000214;Medio;04/06/2023
08882080000168;Alto;04/06/2023
08884409000120;Alto;04/06/2023
08891403000180;Medio;04/06/2023
08892428000106;Medio;04/06/2023
08900526000130;Medio;04/06/2023
08902291000115;Alto;04/06/2023
08913073000186;Alto;04/06/2023
08914817000187;Medio;04/06/2023
08914969000180;Alto;04/06/2023
08920806000100;Baixo;04/06/2023
08926302000105;Alto;04/06/2023
08928086000129;Medio;04/06/2023
08928915000173;Medio;04/06/2023
08931061000346;Medio;04/06/2023
08935629000135;Alto;04/06/2023
08944475000148;Alto;04/06/2023
08945683000161;Medio;04/06/2023
08946616000242;Baixo;04/06/2023
08950076000190;Medio;04/06/2023
08953191000118;Alto;04/06/2023
08970390000134;Medio;04/06/2023
08975628000114;Medio;04/06/2023
08977691000190;Medio;04/06/2023
08979770000130;Medio;04/06/2023
08986628000110;Alto;04/06/2023
08987880000143;Alto;04/06/2023
08994715000208;Alto;04/06/2023
08999099000199;Baixo;04/06/2023
09005572000138;Medio;04/06/2023
09029860000122;Alto;04/06/2023
09034574000155;Alto;04/06/2023
09035087000107;Medio;04/06/2023
09036760000123;Medio;04/06/2023
09041168000110;Alto;04/06/2023
09042817000105;Medio;04/06/2023
09043682000194;Alto;04/06/2023
09044177000164;Baixo;04/06/2023
