cnpj;dsc_saude_tributaria;dt_carga
43758723000167;Ni;04/06/2023
43764842000122;Ni;04/06/2023
43764972000165;Ni;04/06/2023
43765778000102;Ni;04/06/2023
43767869000179;Ni;04/06/2023
43769628000169;Ni;04/06/2023
43769697000172;Ni;04/06/2023
43771428000140;Ni;04/06/2023
43775565000153;Ni;04/06/2023
43776517000180;Amarela;04/06/2023
43777685000190;Ni;04/06/2023
43782362000194;Ni;04/06/2023
43789618000195;Ni;04/06/2023
43794803000178;Ni;04/06/2023
43798181000156;Ni;04/06/2023
43800831000150;Ni;04/06/2023
43801514000159;Ni;04/06/2023
43802135000183;Ni;04/06/2023
43803042000173;Ni;04/06/2023
43805438000150;Ni;04/06/2023
43809064000140;Ni;04/06/2023
43811824000154;Ni;04/06/2023
43813296000172;Ni;04/06/2023
43817947000100;Ni;04/06/2023
43818703000134;Ni;04/06/2023
43820157000176;Ni;04/06/2023
43821266000108;Ni;04/06/2023
43826164000185;Ni;04/06/2023
43826182000167;Ni;04/06/2023
43826319000183;Ni;04/06/2023
43826680000100;Ni;04/06/2023
43826710000188;Ni;04/06/2023
43831002000135;Ni;04/06/2023
43835812000160;Ni;04/06/2023
43837302000121;Ni;04/06/2023
43842448000165;Ni;04/06/2023
43843632000120;Ni;04/06/2023
43846190000175;Ni;04/06/2023
43847180000154;Ni;04/06/2023
43848460000187;Ni;04/06/2023
43848950000183;Ni;04/06/2023
43859999000131;Ni;04/06/2023
43862149000192;Ni;04/06/2023
43864582000167;Ni;04/06/2023
43864680000102;Ni;04/06/2023
43866686000100;Ni;04/06/2023
43870668000100;Ni;04/06/2023
43874607000103;Ni;04/06/2023
43874636000175;Ni;04/06/2023
43882520000188;Ni;04/06/2023
43883327000161;Ni;04/06/2023
43886344000152;Ni;04/06/2023
43886973000182;Ni;04/06/2023
43887051000190;Ni;04/06/2023
43887112000119;Ni;04/06/2023
43887635000165;Ni;04/06/2023
43890690000104;Ni;04/06/2023
43903542000187;Ni;04/06/2023
43903964000152;Ni;04/06/2023
43905473000140;Ni;04/06/2023
43906823000193;Ni;04/06/2023
43906950000192;Ni;04/06/2023
43907647000104;Ni;04/06/2023
43909537000181;Ni;04/06/2023
43912168000186;Ni;04/06/2023
43919454000173;Ni;04/06/2023
43919944000170;Ni;04/06/2023
43920427000110;Ni;04/06/2023
43930332000188;Ni;04/06/2023
43930436000192;Ni;04/06/2023
43932245000160;Ni;04/06/2023
43938973000189;Ni;04/06/2023
43943052000104;Ni;04/06/2023
43943488000101;Ni;04/06/2023
43943910000110;Ni;04/06/2023
43947268000148;Ni;04/06/2023
43947338000168;Ni;04/06/2023
43948244000103;Ni;04/06/2023
43952375000164;Ni;04/06/2023
43957570000187;Cinza;04/06/2023
43965339000135;Ni;04/06/2023
43970142000194;Ni;04/06/2023
43970782000102;Ni;04/06/2023
43974000000103;Ni;04/06/2023
43980329000179;Ni;04/06/2023
43982291000173;Ni;04/06/2023
43983737000184;Ni;04/06/2023
43988140000122;Ni;04/06/2023
43991227000159;Ni;04/06/2023
43991502000134;Ni;04/06/2023
44003740000157;Ni;04/06/2023
44003761000172;Ni;04/06/2023
44005138000159;Ni;04/06/2023
44009697000137;Ni;04/06/2023
44013421000122;Ni;04/06/2023
44024759000180;Ni;04/06/2023
44025144000178;Ni;04/06/2023
44026197000103;Ni;04/06/2023
44026438000114;Ni;04/06/2023
44029039000107;Ni;04/06/2023
44033380000136;Ni;04/06/2023
44040587000138;Ni;04/06/2023
44040829000193;Ni;04/06/2023
44043634000105;Ni;04/06/2023
44054407000177;Ni;04/06/2023
44058151000176;Ni;04/06/2023
44058853000150;Ni;04/06/2023
44061353000177;Ni;04/06/2023
44061478000105;Ni;04/06/2023
44062601000102;Ni;04/06/2023
44063052000182;Ni;04/06/2023
44065491000124;Ni;04/06/2023
44067250000114;Ni;04/06/2023
44067994000139;Ni;04/06/2023
44072237000153;Ni;04/06/2023
44074395000142;Ni;04/06/2023
44080518000158;Ni;04/06/2023
44081741000110;Ni;04/06/2023
44083240000172;Ni;04/06/2023
44087918000195;Ni;04/06/2023
44094083000109;Ni;04/06/2023
44096140000180;Ni;04/06/2023
44102742000101;Ni;04/06/2023
44105670000148;Ni;04/06/2023
44112405000197;Ni;04/06/2023
44113290000155;Ni;04/06/2023
44115691000144;Ni;04/06/2023
44116304000194;Ni;04/06/2023
44117882000145;Ni;04/06/2023
44118284000190;Ni;04/06/2023
44123907000113;Ni;04/06/2023
44126809000130;Ni;04/06/2023
44127859000131;Ni;04/06/2023
44128359000114;Ni;04/06/2023
44130492000105;Ni;04/06/2023
44131620000135;Ni;04/06/2023
44133291000161;Ni;04/06/2023
44141243000115;Ni;04/06/2023
44146877000160;Ni;04/06/2023
44150386000193;Ni;04/06/2023
44151265000166;Ni;04/06/2023
44153003000130;Ni;04/06/2023
44153032000100;Ni;04/06/2023
44154865000188;Ni;04/06/2023
44167566000188;Ni;04/06/2023
44167839000194;Ni;04/06/2023
44170724000159;Ni;04/06/2023
44172471000152;Ni;04/06/2023
44173063000115;Ni;04/06/2023
44174070000131;Ni;04/06/2023
44175167000169;Ni;04/06/2023
44180802000104;Ni;04/06/2023
44185265000187;Ni;04/06/2023
44185677000117;Ni;04/06/2023
44186561000100;Ni;04/06/2023
44186847000188;Ni;04/06/2023
44189182000166;Ni;04/06/2023
44190165000149;Ni;04/06/2023
44194943000178;Ni;04/06/2023
44199684000178;Ni;04/06/2023
44210514000147;Ni;04/06/2023
44217304000180;Ni;04/06/2023
44219021000178;Ni;04/06/2023
44225735000199;Ni;04/06/2023
44225872000123;Ni;04/06/2023
44229587000180;Ni;04/06/2023
44230981000139;Ni;04/06/2023
44235769000164;Ni;04/06/2023
44237606000110;Ni;04/06/2023
44239504000134;Ni;04/06/2023
44241491000138;Ni;04/06/2023
44242134000194;Ni;04/06/2023
44249790000119;Ni;04/06/2023
44251400000145;Ni;04/06/2023
44252145000155;Ni;04/06/2023
44253349000100;Ni;04/06/2023
44255979000114;Ni;04/06/2023
44258675000100;Ni;04/06/2023
44259645000119;Ni;04/06/2023
44261168000126;Ni;04/06/2023
44267420000104;Ni;04/06/2023
44270048000195;Ni;04/06/2023
44275783000191;Ni;04/06/2023
44281924000189;Ni;04/06/2023
44282086000168;Ni;04/06/2023
44282323000190;Ni;04/06/2023
44282964000145;Ni;04/06/2023
44285813000140;Ni;04/06/2023
44288955000161;Ni;04/06/2023
44289143000130;Ni;04/06/2023
44289287000197;Ni;04/06/2023
44294552000125;Ni;04/06/2023
44294573000140;Ni;04/06/2023
44297779000124;Ni;04/06/2023
44300666000130;Ni;04/06/2023
44303012000160;Ni;04/06/2023
44303174000107;Ni;04/06/2023
44304596000199;Ni;04/06/2023
44307640000114;Ni;04/06/2023
44309296000100;Ni;04/06/2023
44310388000100;Ni;04/06/2023
44313362000108;Ni;04/06/2023
44319906000149;Ni;04/06/2023
44323910000180;Ni;04/06/2023
44328361000137;Ni;04/06/2023
44329064000106;Ni;04/06/2023
44335589000154;Ni;04/06/2023
44337511000179;Ni;04/06/2023
44339275000120;Ni;04/06/2023
44345533000180;Ni;04/06/2023
44345821000135;Ni;04/06/2023
44348572000131;Ni;04/06/2023
44348582000177;Ni;04/06/2023
44350475000183;Ni;04/06/2023
44354697000174;Ni;04/06/2023
44359565000135;Ni;04/06/2023
44360281000169;Ni;04/06/2023
44360362000169;Ni;04/06/2023
44360565000155;Ni;04/06/2023
44363254000140;Ni;04/06/2023
44364334000110;Ni;04/06/2023
44364656000169;Ni;04/06/2023
44364861000124;Ni;04/06/2023
44372839000126;Ni;04/06/2023
44374039000144;Ni;04/06/2023
44384090000137;Ni;04/06/2023
44385294000192;Ni;04/06/2023
44389924000105;Ni;04/06/2023
44390523000167;Ni;04/06/2023
44391626000141;Ni;04/06/2023
44391868000135;Ni;04/06/2023
44396667000120;Ni;04/06/2023
44397160000191;Ni;04/06/2023
44406745000120;Ni;04/06/2023
44408156000181;Ni;04/06/2023
44411508000158;Ni;04/06/2023
44414537000173;Ni;04/06/2023
44421129000149;Ni;04/06/2023
44421531000123;Ni;04/06/2023
44421687000104;Ni;04/06/2023
44423113000175;Ni;04/06/2023
44426479000106;Ni;04/06/2023
44427438000126;Ni;04/06/2023
44430720000162;Ni;04/06/2023
44431273000166;Ni;04/06/2023
44436928000199;Ni;04/06/2023
44439077000138;Ni;04/06/2023
44443276000110;Ni;04/06/2023
44447553000162;Ni;04/06/2023
44448305000136;Ni;04/06/2023
44450670000185;Ni;04/06/2023
44452070000156;Ni;04/06/2023
44453891000107;Ni;04/06/2023
44453945000134;Ni;04/06/2023
44454503000102;Ni;04/06/2023
44456167000137;Ni;04/06/2023
44456789000165;Ni;04/06/2023
44458023000110;Ni;04/06/2023
44460263000159;Ni;04/06/2023
44462378000182;Ni;04/06/2023
44471368000103;Ni;04/06/2023
44471980000186;Ni;04/06/2023
44473532000111;Ni;04/06/2023
44479976000164;Ni;04/06/2023
44480283003883;Amarela;04/06/2023
44482954000153;Ni;04/06/2023
44483520000178;Ni;04/06/2023
44485090000123;Ni;04/06/2023
44486501000103;Ni;04/06/2023
44487322000182;Ni;04/06/2023
44507534000184;Ni;04/06/2023
44509120000194;Ni;04/06/2023
44509525000122;Ni;04/06/2023
44509804000196;Ni;04/06/2023
44514753000190;Ni;04/06/2023
44520438000176;Ni;04/06/2023
44520907000157;Ni;04/06/2023
44524053000187;Ni;04/06/2023
44524442000102;Ni;04/06/2023
44525059000179;Ni;04/06/2023
44527025000113;Ni;04/06/2023
44529079000118;Ni;04/06/2023
44530001000113;Ni;04/06/2023
44532401000168;Ni;04/06/2023
44532932000150;Ni;04/06/2023
44533988000120;Ni;04/06/2023
44536781000109;Ni;04/06/2023
44540007000171;Ni;04/06/2023
44540614000131;Ni;04/06/2023
44544850000126;Ni;04/06/2023
44545769000160;Ni;04/06/2023
44546476000106;Ni;04/06/2023
44547021000105;Ni;04/06/2023
44550373000101;Ni;04/06/2023
44553702000178;Ni;04/06/2023
44556094000155;Ni;04/06/2023
44556531000130;Ni;04/06/2023
44556606000183;Ni;04/06/2023
44557079000121;Ni;04/06/2023
44558858000141;Ni;04/06/2023
44560718000108;Ni;04/06/2023
44563685000150;Ni;04/06/2023
44569589000119;Ni;04/06/2023
44576979000116;Ni;04/06/2023
44579939000128;Ni;04/06/2023
44584919000145;Ni;04/06/2023
44585890000116;Ni;04/06/2023
44586828000149;Ni;04/06/2023
44588651000110;Ni;04/06/2023
44589491000123;Ni;04/06/2023
44589726000187;Ni;04/06/2023
44594140000100;Ni;04/06/2023
44594351000143;Ni;04/06/2023
44597535000167;Ni;04/06/2023
44599779000189;Ni;04/06/2023
44601419000174;Ni;04/06/2023
44602982000167;Ni;04/06/2023
44604091000140;Ni;04/06/2023
44604509000119;Ni;04/06/2023
44604848000103;Ni;04/06/2023
44608398000119;Ni;04/06/2023
44609091000132;Ni;04/06/2023
44612551000181;Ni;04/06/2023
44614999000134;Ni;04/06/2023
44615135000137;Ni;04/06/2023
44616146000131;Ni;04/06/2023
44616526000176;Ni;04/06/2023
44619548000190;Ni;04/06/2023
44620101000130;Ni;04/06/2023
44625175000160;Ni;04/06/2023
44625379000109;Ni;04/06/2023
44625641000107;Ni;04/06/2023
44630718000137;Ni;04/06/2023
44631768000139;Ni;04/06/2023
44635359000100;Ni;04/06/2023
44636388000197;Ni;04/06/2023
44637265000170;Ni;04/06/2023
44638994000141;Ni;04/06/2023
44643461000158;Ni;04/06/2023
44644412000130;Ni;04/06/2023
44646312000142;Ni;04/06/2023
44646805000182;Ni;04/06/2023
44649510000160;Ni;04/06/2023
44649812031955;Ni;04/06/2023
44650821000149;Ni;04/06/2023
44652631000160;Ni;04/06/2023
44653220000190;Ni;04/06/2023
44654357000169;Ni;04/06/2023
44654624000106;Ni;04/06/2023
44655551000169;Ni;04/06/2023
44659939000138;Ni;04/06/2023
44660185000136;Ni;04/06/2023
44661028000145;Ni;04/06/2023
44664635000169;Ni;04/06/2023
44665779000130;Ni;04/06/2023
44667260000190;Ni;04/06/2023
44670232000122;Ni;04/06/2023
44676168000197;Ni;04/06/2023
44683032000104;Ni;04/06/2023
44683797000144;Ni;04/06/2023
44688811000100;Ni;04/06/2023
44689082000107;Ni;04/06/2023
44689676000100;Ni;04/06/2023
44692286000199;Ni;04/06/2023
44693413000174;Ni;04/06/2023
44694120000101;Ni;04/06/2023
44694555000156;Ni;04/06/2023
44695352000184;Ni;04/06/2023
44696177000140;Verde;04/06/2023
44696988000140;Ni;04/06/2023
44699176000159;Ni;04/06/2023
44701473000191;Ni;04/06/2023
44702794000100;Ni;04/06/2023
44716258000164;Ni;04/06/2023
44721516000109;Ni;04/06/2023
44722029000152;Ni;04/06/2023
44724648000186;Ni;04/06/2023
44726566000170;Ni;04/06/2023
44727968000190;Ni;04/06/2023
44728770000120;Ni;04/06/2023
44731378000130;Ni;04/06/2023
44734977000108;Ni;04/06/2023
44735914000176;Ni;04/06/2023
44736385000125;Ni;04/06/2023
44742544000102;Ni;04/06/2023
44742810000199;Ni;04/06/2023
44753260000103;Ni;04/06/2023
44755006000144;Ni;04/06/2023
44758099000160;Ni;04/06/2023
44766852000160;Ni;04/06/2023
44768248000172;Ni;04/06/2023
44770429000133;Ni;04/06/2023
44773852000197;Ni;04/06/2023
44777294000138;Ni;04/06/2023
44784914000166;Ni;04/06/2023
44787085000175;Ni;04/06/2023
44799717000110;Ni;04/06/2023
44803320000155;Ni;04/06/2023
44812668000109;Ni;04/06/2023
44817520000167;Ni;04/06/2023
44822610000146;Ni;04/06/2023
44826322000160;Ni;04/06/2023
44826953000189;Ni;04/06/2023
44827014000159;Ni;04/06/2023
44832368007528;Verde;04/06/2023
44834868000162;Ni;04/06/2023
44835472000130;Ni;04/06/2023
44840656000198;Ni;04/06/2023
44846567000159;Ni;04/06/2023
44848915000127;Ni;04/06/2023
44852216000150;Ni;04/06/2023
44853624000127;Ni;04/06/2023
44859476000158;Ni;04/06/2023
44860301000160;Ni;04/06/2023
44861495000119;Ni;04/06/2023
44864045000180;Ni;04/06/2023
44867743000139;Ni;04/06/2023
44868770000126;Ni;04/06/2023
44869804000105;Ni;04/06/2023
44872084000129;Ni;04/06/2023
44878581000134;Ni;04/06/2023
44879483000111;Ni;04/06/2023
44883679000180;Ni;04/06/2023
44886254000124;Ni;04/06/2023
44887895000101;Ni;04/06/2023
44889790000183;Ni;04/06/2023
44890039000105;Ni;04/06/2023
44890656000100;Ni;04/06/2023
44892410000160;Ni;04/06/2023
44898075000107;Ni;04/06/2023
44899361000197;Ni;04/06/2023
44899555000192;Ni;04/06/2023
44902280000107;Ni;04/06/2023
44902358000185;Ni;04/06/2023
44903146000112;Ni;04/06/2023
44903543000194;Ni;04/06/2023
44904787000191;Cinza;04/06/2023
44906358000153;Ni;04/06/2023
44906982000150;Ni;04/06/2023
44907032000140;Ni;04/06/2023
44908974000143;Ni;04/06/2023
44910472000157;Ni;04/06/2023
44914510000140;Ni;04/06/2023
44914684000102;Ni;04/06/2023
44914813000162;Ni;04/06/2023
44915685000171;Ni;04/06/2023
44915891000181;Ni;04/06/2023
44919990000131;Ni;04/06/2023
44922690000101;Ni;04/06/2023
44925347000110;Ni;04/06/2023
44926304000150;Ni;04/06/2023
44932714000103;Ni;04/06/2023
44936451000100;Ni;04/06/2023
44937905000168;Ni;04/06/2023
44938391000165;Ni;04/06/2023
44938649000123;Ni;04/06/2023
44940302000115;Cinza;04/06/2023
44940403000196;Ni;04/06/2023
44941733000104;Ni;04/06/2023
44942818000107;Ni;04/06/2023
44947752000130;Cinza;04/06/2023
44948747000141;Ni;04/06/2023
44949237000199;Ni;04/06/2023
44949944000185;Ni;04/06/2023
44951587000190;Ni;04/06/2023
44951755000147;Ni;04/06/2023
44951769000160;Ni;04/06/2023
44953246000153;Ni;04/06/2023
44955554000118;Ni;04/06/2023
44960253000182;Ni;04/06/2023
44960513000110;Ni;04/06/2023
44962544000100;Ni;04/06/2023
44963165000134;Ni;04/06/2023
44964154000179;Ni;04/06/2023
44964444000112;Ni;04/06/2023
44965292000172;Ni;04/06/2023
44972315000176;Ni;04/06/2023
44975573000106;Ni;04/06/2023
44987116000131;Ni;04/06/2023
44988359000194;Ni;04/06/2023
44989742000167;Ni;04/06/2023
44990381000179;Ni;04/06/2023
44993836000100;Ni;04/06/2023
44994427000128;Ni;04/06/2023
44995961000159;Ni;04/06/2023
45004357000186;Ni;04/06/2023
45004479000172;Ni;04/06/2023
45004977000115;Ni;04/06/2023
45008845000161;Ni;04/06/2023
45009348000188;Ni;04/06/2023
45014898000195;Ni;04/06/2023
45017500000174;Ni;04/06/2023
45017619000147;Ni;04/06/2023
45019646000159;Ni;04/06/2023
45020529000105;Ni;04/06/2023
45022160000170;Ni;04/06/2023
45024116000107;Ni;04/06/2023
45027216000189;Cinza;04/06/2023
45028202000180;Ni;04/06/2023
45028935000114;Ni;04/06/2023
45030532000100;Ni;04/06/2023
45035232000113;Ni;04/06/2023
45036792000192;Ni;04/06/2023
45037741000185;Ni;04/06/2023
45044232000180;Ni;04/06/2023
45051516000101;Ni;04/06/2023
45052849000147;Ni;04/06/2023
45054245000130;Ni;04/06/2023
45054594000151;Ni;04/06/2023
45056575000164;Ni;04/06/2023
45057564000107;Ni;04/06/2023
45058873000193;Ni;04/06/2023
45059091000179;Ni;04/06/2023
45059520000108;Ni;04/06/2023
45059822000186;Ni;04/06/2023
45061043000115;Ni;04/06/2023
45066561000121;Ni;04/06/2023
45068748000164;Ni;04/06/2023
45070285000175;Ni;04/06/2023
45072033000185;Ni;04/06/2023
45072267000122;Ni;04/06/2023
45073235000141;Ni;04/06/2023
45078669000134;Ni;04/06/2023
45079174000120;Ni;04/06/2023
45083512000105;Ni;04/06/2023
45083761000192;Ni;04/06/2023
45086947000103;Ni;04/06/2023
45093299000104;Ni;04/06/2023
45097377000149;Ni;04/06/2023
45099524000110;Ni;04/06/2023
45103771000142;Ni;04/06/2023
45107734000102;Ni;04/06/2023
45108288000150;Ni;04/06/2023
45109136000172;Ni;04/06/2023
45113946000100;Ni;04/06/2023
45115202000117;Ni;04/06/2023
45115781000106;Ni;04/06/2023
45116904000115;Ni;04/06/2023
45116960000150;Ni;04/06/2023
45124335000150;Ni;04/06/2023
45127941000129;Vermelho;04/06/2023
45139392000102;Ni;04/06/2023
45140848000154;Ni;04/06/2023
45141980000180;Ni;04/06/2023
45142518000106;Ni;04/06/2023
45144054000169;Ni;04/06/2023
45153783000181;Ni;04/06/2023
45154166000109;Ni;04/06/2023
45170035000107;Ni;04/06/2023
45170899000129;Ni;04/06/2023
45175909000119;Ni;04/06/2023
45181660000154;Ni;04/06/2023
45186378000160;Ni;04/06/2023
45196459000140;Ni;04/06/2023
45202644000109;Ni;04/06/2023
45202980000143;Ni;04/06/2023
45211392000176;Ni;04/06/2023
45214382000194;Ni;04/06/2023
45216065000107;Ni;04/06/2023
45218582000115;Ni;04/06/2023
45218999000188;Ni;04/06/2023
45221102000175;Ni;04/06/2023
45223614000170;Ni;04/06/2023
45224521000160;Ni;04/06/2023
45225659000184;Ni;04/06/2023
45228442000128;Vermelho;04/06/2023
45234395000125;Ni;04/06/2023
45236061000190;Ni;04/06/2023
45236791007366;Cinza;04/06/2023
45237148000182;Ni;04/06/2023
45237372000174;Ni;04/06/2023
45237649000169;Ni;04/06/2023
45237892000187;Ni;04/06/2023
45242044000166;Ni;04/06/2023
45242279000158;Ni;04/06/2023
45242914000105;Vermelho;04/06/2023
45244385000170;Ni;04/06/2023
45247205000104;Ni;04/06/2023
45247569000194;Ni;04/06/2023
45250441000180;Ni;04/06/2023
45258328000140;Ni;04/06/2023
45264032000132;Ni;04/06/2023
45264096000133;Ni;04/06/2023
45265293000177;Ni;04/06/2023
45268057000104;Ni;04/06/2023
45269762000126;Ni;04/06/2023
45270959000185;Ni;04/06/2023
45271672000170;Ni;04/06/2023
45276911000184;Ni;04/06/2023
45282271000115;Ni;04/06/2023
45283303000105;Ni;04/06/2023
45285042000154;Ni;04/06/2023
45285718000100;Ni;04/06/2023
45286145000139;Ni;04/06/2023
45288113000172;Ni;04/06/2023
45288242000160;Ni;04/06/2023
45291159000140;Ni;04/06/2023
45292546000100;Ni;04/06/2023
45297035000172;Ni;04/06/2023
45299986000180;Ni;04/06/2023
45300033000195;Ni;04/06/2023
45300546000104;Ni;04/06/2023
45301387000154;Ni;04/06/2023
45303513000100;Ni;04/06/2023
45308196000114;Ni;04/06/2023
45308408000163;Ni;04/06/2023
45312182000174;Ni;04/06/2023
45315385000114;Ni;04/06/2023
45316659000190;Ni;04/06/2023
45316717000185;Ni;04/06/2023
45321826000190;Ni;04/06/2023
45336323000199;Ni;04/06/2023
45337080000103;Ni;04/06/2023
45337609000199;Ni;04/06/2023
45339428000100;Ni;04/06/2023
45339549000143;Ni;04/06/2023
45343361000179;Ni;04/06/2023
45345457000176;Ni;04/06/2023
45346421000107;Ni;04/06/2023
45346513000197;Ni;04/06/2023
45349235000121;Ni;04/06/2023
45351924000170;Ni;04/06/2023
45352273000133;Ni;04/06/2023
45356781000190;Ni;04/06/2023
45357820000173;Ni;04/06/2023
45359257000172;Ni;04/06/2023
45360951000100;Ni;04/06/2023
45363762000190;Ni;04/06/2023
45364905000189;Ni;04/06/2023
45366095000108;Ni;04/06/2023
45367805000106;Ni;04/06/2023
45374614000171;Ni;04/06/2023
45379964000120;Ni;04/06/2023
45381193000106;Ni;04/06/2023
45382658000143;Ni;04/06/2023
45383070000104;Ni;04/06/2023
45394606000197;Ni;04/06/2023
45394877000142;Ni;04/06/2023
45399029000126;Cinza;04/06/2023
45401336000102;Ni;04/06/2023
45403173000199;Ni;04/06/2023
45405245000137;Ni;04/06/2023
45406852000111;Ni;04/06/2023
45410353000106;Ni;04/06/2023
45414243000104;Ni;04/06/2023
45414450000169;Ni;04/06/2023
45420384000130;Ni;04/06/2023
45421645000136;Ni;04/06/2023
45423730000133;Ni;04/06/2023
45426666000144;Ni;04/06/2023
45431585000132;Ni;04/06/2023
45432153000146;Ni;04/06/2023
45433260000199;Ni;04/06/2023
45433294000183;Ni;04/06/2023
45441018000167;Ni;04/06/2023
45442907000149;Ni;04/06/2023
45449769000120;Ni;04/06/2023
45450433000187;Ni;04/06/2023
45453162000113;Ni;04/06/2023
45453214000151;Verde;04/06/2023
45454916000150;Ni;04/06/2023
45456572000118;Ni;04/06/2023
45459242000186;Ni;04/06/2023
45464063000137;Ni;04/06/2023
45465930000159;Ni;04/06/2023
45466249000125;Ni;04/06/2023
45468274000148;Ni;04/06/2023
45478951000109;Ni;04/06/2023
45480071000177;Ni;04/06/2023
45481498000190;Ni;04/06/2023
45482195000191;Ni;04/06/2023
45482922000110;Ni;04/06/2023
45483430000140;Ni;04/06/2023
45483975000156;Ni;04/06/2023
45484111000159;Ni;04/06/2023
45488668000168;Ni;04/06/2023
45488866000121;Ni;04/06/2023
45491670000196;Ni;04/06/2023
45492289000141;Ni;04/06/2023
45493387000101;Ni;04/06/2023
45495694000547;Verde;04/06/2023
45499552000124;Ni;04/06/2023
45500293000104;Ni;04/06/2023
45501240000108;Ni;04/06/2023
45508307000136;Ni;04/06/2023
45512401000169;Ni;04/06/2023
45512713000172;Ni;04/06/2023
45515865000129;Ni;04/06/2023
45523335000122;Ni;04/06/2023
45524358000151;Ni;04/06/2023
45528831000179;Ni;04/06/2023
45530556000128;Ni;04/06/2023
45530846000171;Ni;04/06/2023
45535189000155;Ni;04/06/2023
45535385000120;Ni;04/06/2023
45536282000184;Ni;04/06/2023
45537118000191;Ni;04/06/2023
45540800000133;Ni;04/06/2023
45543480000175;Ni;04/06/2023
45544048000107;Ni;04/06/2023
45548387000153;Ni;04/06/2023
45552375000100;Ni;04/06/2023
45552737000155;Ni;04/06/2023
45554137000126;Ni;04/06/2023
45559752000125;Ni;04/06/2023
45564950000187;Ni;04/06/2023
45565310000191;Ni;04/06/2023
45565370000104;Ni;04/06/2023
45577925000138;Ni;04/06/2023
45579458000185;Ni;04/06/2023
45579622000154;Ni;04/06/2023
45580391000107;Ni;04/06/2023
45580622000174;Ni;04/06/2023
45582002000174;Ni;04/06/2023
45582047000149;Ni;04/06/2023
45583103000160;Ni;04/06/2023
45583667000100;Ni;04/06/2023
45585013000108;Ni;04/06/2023
45585868000139;Ni;04/06/2023
45586573000187;Ni;04/06/2023
45589767000136;Ni;04/06/2023
45590653000106;Ni;04/06/2023
45591267000139;Ni;04/06/2023
45594388000134;Ni;04/06/2023
45594787000103;Ni;04/06/2023
45596619000149;Ni;04/06/2023
45600155000105;Ni;04/06/2023
45601657000142;Ni;04/06/2023
45603036000106;Ni;04/06/2023
45610403000190;Ni;04/06/2023
45613244000188;Ni;04/06/2023
45615107000182;Ni;04/06/2023
45618010000123;Ni;04/06/2023
45618229000122;Ni;04/06/2023
45623355000175;Ni;04/06/2023
45632546000101;Ni;04/06/2023
45633665000170;Ni;04/06/2023
45633886000149;Ni;04/06/2023
45639180000194;Ni;04/06/2023
45640583000153;Ni;04/06/2023
45642521000180;Ni;04/06/2023
45649469000194;Ni;04/06/2023
45649568000176;Ni;04/06/2023
45651201000197;Ni;04/06/2023
45652584000118;Ni;04/06/2023
45658190000177;Ni;04/06/2023
45659183000190;Ni;04/06/2023
45661993000180;Ni;04/06/2023
45664421000155;Ni;04/06/2023
45666916000113;Ni;04/06/2023
45670351000148;Ni;04/06/2023
45672255000139;Ni;04/06/2023
45680610000111;Ni;04/06/2023
45685276000199;Ni;04/06/2023
45686368000193;Ni;04/06/2023
45691252000142;Ni;04/06/2023
45694492000109;Ni;04/06/2023
45694902000103;Ni;04/06/2023
45695126000166;Ni;04/06/2023
45695795000138;Ni;04/06/2023
45699521000117;Ni;04/06/2023
45704149000190;Ni;04/06/2023
45704812000156;Ni;04/06/2023
45708220000102;Ni;04/06/2023
45710016000126;Ni;04/06/2023
45712194000196;Ni;04/06/2023
45715419000168;Ni;04/06/2023
45716902000167;Ni;04/06/2023
45718330000155;Ni;04/06/2023
45719963000188;Ni;04/06/2023
45720578000150;Ni;04/06/2023
45723490000192;Ni;04/06/2023
45726430000123;Ni;04/06/2023
45726725000108;Ni;04/06/2023
45728208000160;Ni;04/06/2023
45728697000150;Ni;04/06/2023
45732217000124;Ni;04/06/2023
45733263000148;Ni;04/06/2023
45733514000194;Ni;04/06/2023
45736131007344;Ni;04/06/2023
45738974000105;Ni;04/06/2023
45739446000170;Ni;04/06/2023
45740366000135;Ni;04/06/2023
45742019000141;Ni;04/06/2023
45749737000140;Ni;04/06/2023
45754590000186;Ni;04/06/2023
45756793000101;Ni;04/06/2023
45762991000188;Ni;04/06/2023
45764554000101;Ni;04/06/2023
45767771000147;Ni;04/06/2023
45769027000181;Ni;04/06/2023
45772207000112;Ni;04/06/2023
45773632000126;Ni;04/06/2023
45777493000109;Ni;04/06/2023
45782581000107;Ni;04/06/2023
45784632000121;Ni;04/06/2023
45784644000156;Ni;04/06/2023
45786668000144;Ni;04/06/2023
45788252000165;Ni;04/06/2023
45788736000104;Ni;04/06/2023
45790770000113;Ni;04/06/2023
45795023000178;Ni;04/06/2023
45797850000109;Ni;04/06/2023
45798031000178;Ni;04/06/2023
45805960000167;Ni;04/06/2023
45809319000109;Ni;04/06/2023
45810779000149;Ni;04/06/2023
45812079000193;Ni;04/06/2023
45814427000161;Ni;04/06/2023
45817912000199;Ni;04/06/2023
45818013000100;Ni;04/06/2023
45818954000144;Ni;04/06/2023
45819517000145;Ni;04/06/2023
45819881000105;Ni;04/06/2023
45822156000196;Ni;04/06/2023
45822877000104;Ni;04/06/2023
45825654000192;Ni;04/06/2023
45825944000136;Ni;04/06/2023
45828683000108;Ni;04/06/2023
45832248000157;Ni;04/06/2023
45835633000158;Ni;04/06/2023
