cnpj;dsc_saude_tributaria;dt_carga
13633511000192;Vermelho;04/06/2023
13662448000112;Cinza;04/06/2023
13677987000125;Cinza;04/06/2023
13678860000201;Ni;04/06/2023
13684497000156;Cinza;04/06/2023
13703795000227;Ni;04/06/2023
13703875000100;Cinza;04/06/2023
13715339000469;Cinza;04/06/2023
13716240000139;Cinza;04/06/2023
13718687000147;Cinza;04/06/2023
13718728000103;Verde;04/06/2023
13721647000154;Cinza;04/06/2023
13726675000164;Cinza;04/06/2023
13728476000195;Cinza;04/06/2023
13735199000148;Cinza;04/06/2023
13741878000120;Verde;04/06/2023
13756741000149;Cinza;04/06/2023
13758194000130;Verde;04/06/2023
13759394000108;Verde;04/06/2023
13782611000180;Cinza;04/06/2023
13783221013103;Cinza;04/06/2023
13785195014477;Cinza;04/06/2023
13785387000180;Cinza;04/06/2023
13786260000186;Cinza;04/06/2023
13788120000147;Verde;04/06/2023
13788431000106;Cinza;04/06/2023
13805404000102;Cinza;04/06/2023
13808625000126;Verde;04/06/2023
13816098000100;Cinza;04/06/2023
13820895000152;Verde;04/06/2023
13821497000150;Cinza;04/06/2023
13823019000180;Cinza;04/06/2023
13842090000100;Cinza;04/06/2023
13873961000152;Cinza;04/06/2023
13885408000130;Cinza;04/06/2023
13888981000105;Vermelho;04/06/2023
13890643000108;Cinza;04/06/2023
13901780000192;Cinza;04/06/2023
13905843000189;Cinza;04/06/2023
13906408000179;Cinza;04/06/2023
13910407000106;Cinza;04/06/2023
13933003000120;Cinza;04/06/2023
13938803000133;Cinza;04/06/2023
13945153000153;Cinza;04/06/2023
13965393000110;Cinza;04/06/2023
13982896000101;Cinza;04/06/2023
13984023000120;Cinza;04/06/2023
13995307000111;Verde;04/06/2023
13996058000189;Verde;04/06/2023
13998146000110;Cinza;04/06/2023
13999884000181;Verde;04/06/2023
14014671000116;Cinza;04/06/2023
14031539000112;Vermelho;04/06/2023
14039009000110;Cinza;04/06/2023
14041736000112;Cinza;04/06/2023
14044940000197;Cinza;04/06/2023
14045517000101;Cinza;04/06/2023
14045650000168;Cinza;04/06/2023
14052963000143;Cinza;04/06/2023
14055068000263;Cinza;04/06/2023
14055516001039;Cinza;04/06/2023
14066857000119;Cinza;04/06/2023
14083796000106;Verde;04/06/2023
14101500000396;Cinza;04/06/2023
14110353000159;Cinza;04/06/2023
14110585000107;Cinza;04/06/2023
14113374000128;Cinza;04/06/2023
14127813000151;Verde;04/06/2023
14132966000430;Ni;04/06/2023
14140457000106;Cinza;04/06/2023
14146501000195;Cinza;04/06/2023
14151832000113;Cinza;04/06/2023
14166812000116;Cinza;04/06/2023
14168477000195;Vermelho;04/06/2023
14170352000108;Cinza;04/06/2023
14173502000129;Cinza;04/06/2023
14183804000188;Cinza;04/06/2023
14188179000167;Cinza;04/06/2023
14200441000141;Cinza;04/06/2023
14200942000128;Cinza;04/06/2023
14204948000173;Cinza;04/06/2023
14210229000165;Cinza;04/06/2023
14211243000183;Verde;04/06/2023
14222469000180;Verde;04/06/2023
14222602000106;Cinza;04/06/2023
14234517000150;Cinza;04/06/2023
14237983000199;Cinza;04/06/2023
14238883000187;Cinza;04/06/2023
14247311000164;Cinza;04/06/2023
14247593000108;Cinza;04/06/2023
14249154000126;Verde;04/06/2023
14252495000150;Cinza;04/06/2023
14263220000112;Cinza;04/06/2023
14275123000140;Cinza;04/06/2023
14279821000113;Cinza;04/06/2023
14288317000180;Cinza;04/06/2023
14303829000178;Cinza;04/06/2023
14311225000173;Cinza;04/06/2023
14314722000125;Cinza;04/06/2023
14317855000155;Cinza;04/06/2023
14327348000100;Cinza;04/06/2023
14327411000281;Ni;04/06/2023
14332032000107;Cinza;04/06/2023
14349067000140;Cinza;04/06/2023
14350249000131;Cinza;04/06/2023
14381210000181;Cinza;04/06/2023
14385797000105;Cinza;04/06/2023
14400695000103;Cinza;04/06/2023
14403530000195;Cinza;04/06/2023
14419498000136;Cinza;04/06/2023
14426672000178;Verde;04/06/2023
14430561000135;Cinza;04/06/2023
14433051000111;Cinza;04/06/2023
14454027000169;Cinza;04/06/2023
14463843000139;Cinza;04/06/2023
14466356000120;Cinza;04/06/2023
14471500000205;Cinza;04/06/2023
14471632000148;Cinza;04/06/2023
14479449000199;Cinza;04/06/2023
14481513000176;Cinza;04/06/2023
14486513000169;Cinza;04/06/2023
14504606000179;Cinza;04/06/2023
14506627000123;Vermelho;04/06/2023
14512257000137;Cinza;04/06/2023
14512882000189;Cinza;04/06/2023
14513035000139;Cinza;04/06/2023
14518794000194;Cinza;04/06/2023
14519479000181;Cinza;04/06/2023
14535640000100;Cinza;04/06/2023
14545544000143;Cinza;04/06/2023
14546151000154;Cinza;04/06/2023
14547531000103;Cinza;04/06/2023
14552983000183;Cinza;04/06/2023
14565714000151;Cinza;04/06/2023
14569314000114;Cinza;04/06/2023
14570911000169;Cinza;04/06/2023
14572159000195;Cinza;04/06/2023
14575053000145;Cinza;04/06/2023
14578242000171;Cinza;04/06/2023
14584082000173;Cinza;04/06/2023
14601283000131;Cinza;04/06/2023
14621719000154;Cinza;04/06/2023
14623426000106;Cinza;04/06/2023
14624778000186;Cinza;04/06/2023
14631001000149;Cinza;04/06/2023
14631831000176;Cinza;04/06/2023
14650978000103;Cinza;04/06/2023
14661497000101;Cinza;04/06/2023
14661902000183;Cinza;04/06/2023
14675432000107;Cinza;04/06/2023
14677384000196;Cinza;04/06/2023
14678451000197;Cinza;04/06/2023
14679387000169;Cinza;04/06/2023
14685783000107;Cinza;04/06/2023
14692918000153;Cinza;04/06/2023
14700004000197;Cinza;04/06/2023
14705118000120;Cinza;04/06/2023
14709739000181;Cinza;04/06/2023
14716433000152;Cinza;04/06/2023
14729266000184;Cinza;04/06/2023
14730909000100;Cinza;04/06/2023
14737513000194;Vermelho;04/06/2023
14737862000106;Cinza;04/06/2023
14743287000154;Cinza;04/06/2023
14743729000162;Cinza;04/06/2023
14744956000102;Cinza;04/06/2023
14752634000105;Cinza;04/06/2023
14756240000125;Cinza;04/06/2023
14757830000172;Cinza;04/06/2023
14759384000135;Cinza;04/06/2023
14765914000158;Cinza;04/06/2023
14776142000150;Verde;04/06/2023
14781230000140;Cinza;04/06/2023
14783341000195;Cinza;04/06/2023
14784497000190;Cinza;04/06/2023
14785152000151;Verde;04/06/2023
14807945000124;Cinza;04/06/2023
14808888000106;Cinza;04/06/2023
14814427000219;Cinza;04/06/2023
14818326000135;Cinza;04/06/2023
14821501000143;Cinza;04/06/2023
14826955000107;Vermelho;04/06/2023
14840253000188;Cinza;04/06/2023
14841295000133;Cinza;04/06/2023
14856478000122;Cinza;04/06/2023
14862864000127;Cinza;04/06/2023
14870407000184;Verde;04/06/2023
14876090000193;Cinza;04/06/2023
14878183000157;Verde;04/06/2023
14879820000100;Cinza;04/06/2023
14880170000112;Cinza;04/06/2023
14881055000162;Cinza;04/06/2023
14889999000186;Cinza;04/06/2023
14910540000117;Cinza;04/06/2023
14916300000120;Vermelho;04/06/2023
14916366000110;Verde;04/06/2023
14924820000184;Cinza;04/06/2023
14926981000107;Cinza;04/06/2023
14934102000199;Cinza;04/06/2023
14947190000163;Cinza;04/06/2023
14948653000101;Cinza;04/06/2023
14951010000117;Cinza;04/06/2023
14959494000140;Cinza;04/06/2023
14962264000130;Cinza;04/06/2023
14971174000106;Verde;04/06/2023
14980019000156;Cinza;04/06/2023
14990643000134;Cinza;04/06/2023
14991849000189;Cinza;04/06/2023
14999106000155;Cinza;04/06/2023
14999765000191;Cinza;04/06/2023
15009245000157;Cinza;04/06/2023
15020813000110;Cinza;04/06/2023
15030275000145;Cinza;04/06/2023
15045475000171;Verde;04/06/2023
15048715000191;Cinza;04/06/2023
15051548000138;Verde;04/06/2023
15056376000195;Cinza;04/06/2023
15064404000116;Cinza;04/06/2023
15065025000140;Cinza;04/06/2023
15066249000177;Cinza;04/06/2023
15067910000169;Cinza;04/06/2023
15076915000158;Cinza;04/06/2023
15078069000105;Cinza;04/06/2023
15080809000148;Cinza;04/06/2023
15090690000275;Ni;04/06/2023
15101405000193;Amarela;04/06/2023
15102498000170;Cinza;04/06/2023
15106784000104;Cinza;04/06/2023
15112571000195;Cinza;04/06/2023
15115504000124;Verde;04/06/2023
15118778000177;Verde;04/06/2023
15119758000110;Cinza;04/06/2023
15138153000177;Cinza;04/06/2023
15139629000194;Verde;04/06/2023
15139720000100;Cinza;04/06/2023
15140229000107;Cinza;04/06/2023
15141799000103;Verde;04/06/2023
15144017000190;Amarela;04/06/2023
15151845000155;Cinza;04/06/2023
15166823000169;Vermelho;04/06/2023
15173673000110;Cinza;04/06/2023
15180701000127;Cinza;04/06/2023
15184078000180;Cinza;04/06/2023
15184199000122;Cinza;04/06/2023
15192373000189;Cinza;04/06/2023
15205711000170;Cinza;04/06/2023
15216552000109;Cinza;04/06/2023
15225370000102;Cinza;04/06/2023
15228878000156;Cinza;04/06/2023
15237122000173;Cinza;04/06/2023
15251154000123;Verde;04/06/2023
15277374000126;Cinza;04/06/2023
15278892000164;Verde;04/06/2023
15282557000130;Cinza;04/06/2023
15287248000152;Cinza;04/06/2023
15287325000174;Cinza;04/06/2023
15295926000129;Cinza;04/06/2023
15297366000141;Cinza;04/06/2023
15301257000150;Cinza;04/06/2023
15320264000108;Verde;04/06/2023
15321394000157;Cinza;04/06/2023
15329975000135;Cinza;04/06/2023
15331230000100;Cinza;04/06/2023
15338173000191;Verde;04/06/2023
15361598000111;Cinza;04/06/2023
15362656000121;Cinza;04/06/2023
15363924000120;Cinza;04/06/2023
15364449000106;Cinza;04/06/2023
15367424000166;Cinza;04/06/2023
15367850000108;Verde;04/06/2023
15375286000167;Cinza;04/06/2023
15382358000101;Cinza;04/06/2023
15392094000169;Cinza;04/06/2023
15392901000143;Cinza;04/06/2023
15399177000180;Cinza;04/06/2023
15402715000229;Cinza;04/06/2023
15406353000163;Cinza;04/06/2023
15415378000123;Cinza;04/06/2023
15415940000119;Cinza;04/06/2023
15417089000163;Cinza;04/06/2023
15422993000248;Cinza;04/06/2023
15423737000194;Cinza;04/06/2023
15424977000103;Cinza;04/06/2023
15429395000110;Cinza;04/06/2023
15431666000171;Cinza;04/06/2023
15436006000183;Cinza;04/06/2023
15436299000107;Cinza;04/06/2023
15447229000146;Cinza;04/06/2023
15450440000118;Cinza;04/06/2023
15451936000106;Cinza;04/06/2023
15452424000164;Cinza;04/06/2023
15458839000145;Cinza;04/06/2023
15461268000106;Cinza;04/06/2023
15468653000258;Cinza;04/06/2023
15471381000164;Vermelho;04/06/2023
15475641000170;Cinza;04/06/2023
15480396000199;Cinza;04/06/2023
15489013000143;Cinza;04/06/2023
15492065000179;Cinza;04/06/2023
15505900000168;Cinza;04/06/2023
15507409000176;Cinza;04/06/2023
15511490000168;Cinza;04/06/2023
15522144000185;Cinza;04/06/2023
15527535000192;Cinza;04/06/2023
15527906000136;Cinza;04/06/2023
15540472000104;Cinza;04/06/2023
15542076000116;Cinza;04/06/2023
15548702000181;Cinza;04/06/2023
15556774000170;Cinza;04/06/2023
15559145000102;Verde;04/06/2023
15564308000137;Cinza;04/06/2023
15566497000187;Cinza;04/06/2023
15570280000140;Vermelho;04/06/2023
15571023000123;Cinza;04/06/2023
15572119000106;Cinza;04/06/2023
15575652000121;Cinza;04/06/2023
15580956000187;Cinza;04/06/2023
15583681000135;Cinza;04/06/2023
15595799000183;Cinza;04/06/2023
15606249000112;Verde;04/06/2023
15619922000159;Cinza;04/06/2023
15620178000102;Cinza;04/06/2023
15633644000194;Cinza;04/06/2023
15646574000109;Cinza;04/06/2023
15649927000124;Cinza;04/06/2023
15653219000167;Cinza;04/06/2023
15659395000106;Verde;04/06/2023
15666487000113;Cinza;04/06/2023
15670251000150;Cinza;04/06/2023
15671817000169;Cinza;04/06/2023
15674564000187;Verde;04/06/2023
15674830000171;Cinza;04/06/2023
15676079000142;Cinza;04/06/2023
15687884000171;Verde;04/06/2023
15688509000146;Cinza;04/06/2023
15688737000116;Cinza;04/06/2023
15694465000167;Cinza;04/06/2023
15699072000146;Cinza;04/06/2023
15701559000116;Cinza;04/06/2023
15707778000102;Vermelho;04/06/2023
15710607000132;Amarela;04/06/2023
15710850000150;Cinza;04/06/2023
15713377000165;Cinza;04/06/2023
15714044000150;Cinza;04/06/2023
15727061000122;Cinza;04/06/2023
15734046000101;Cinza;04/06/2023
15745828000146;Cinza;04/06/2023
15752292000196;Cinza;04/06/2023
15756479000168;Cinza;04/06/2023
15770462000165;Cinza;04/06/2023
15773363000137;Cinza;04/06/2023
15784340000128;Cinza;04/06/2023
15785724000165;Cinza;04/06/2023
15788576000132;Cinza;04/06/2023
15792913000165;Cinza;04/06/2023
15799916000120;Cinza;04/06/2023
15800836000148;Cinza;04/06/2023
15806505000115;Cinza;04/06/2023
15813054000143;Cinza;04/06/2023
15835205000164;Cinza;04/06/2023
15844080000139;Cinza;04/06/2023
15915557000120;Cinza;04/06/2023
15919169000117;Cinza;04/06/2023
15930117000141;Cinza;04/06/2023
16096334000140;Cinza;04/06/2023
16102854000119;Cinza;04/06/2023
16231979000149;Cinza;04/06/2023
16233389000155;Verde;04/06/2023
16248742000170;Cinza;04/06/2023
16292401000100;Cinza;04/06/2023
16295248000167;Verde;04/06/2023
16365588000117;Cinza;04/06/2023
16385030000101;Cinza;04/06/2023
16403709000178;Cinza;04/06/2023
16404287000155;Amarela;04/06/2023
16404287031620;Cinza;04/06/2023
16404287065524;Cinza;04/06/2023
16433634000178;Cinza;04/06/2023
16440562000196;Cinza;04/06/2023
16470551000159;Cinza;04/06/2023
16480083000101;Cinza;04/06/2023
16480084000148;Cinza;04/06/2023
16525367000169;Cinza;04/06/2023
16528640000109;Cinza;04/06/2023
16542677000191;Cinza;04/06/2023
16543055000188;Cinza;04/06/2023
16551660000109;Cinza;04/06/2023
16568853000164;Cinza;04/06/2023
16569635000144;Cinza;04/06/2023
16575744000174;Cinza;04/06/2023
16576869000119;Verde;04/06/2023
16581124000148;Cinza;04/06/2023
16584360000118;Cinza;04/06/2023
16590234000176;Amarela;04/06/2023
16599253000163;Cinza;04/06/2023
16609379000171;Cinza;04/06/2023
16614075000100;Amarela;04/06/2023
16620688000142;Verde;04/06/2023
16629693001007;Cinza;04/06/2023
16639216000131;Verde;04/06/2023
16640022000237;Cinza;04/06/2023
16643005000172;Cinza;04/06/2023
16643346000229;Ni;04/06/2023
16652705000123;Cinza;04/06/2023
16655749000107;Cinza;04/06/2023
16670085000155;Verde;04/06/2023
16675820000113;Cinza;04/06/2023
16676520000159;Verde;04/06/2023
16695177000190;Cinza;04/06/2023
16703602000145;Cinza;04/06/2023
16705855000158;Cinza;04/06/2023
16707307000167;Cinza;04/06/2023
16729745000126;Cinza;04/06/2023
16738047000197;Cinza;04/06/2023
16751379000101;Cinza;04/06/2023
16751936000194;Cinza;04/06/2023
16761789000133;Cinza;04/06/2023
16767988000159;Cinza;04/06/2023
16785346000182;Cinza;04/06/2023
16791045000161;Cinza;04/06/2023
16791578000143;Cinza;04/06/2023
16795735000199;Cinza;04/06/2023
16798451000156;Cinza;04/06/2023
16804923000136;Vermelho;04/06/2023
16808286000176;Cinza;04/06/2023
16811931000100;Cinza;04/06/2023
16812384000268;Ni;04/06/2023
16814320000115;Cinza;04/06/2023
16816975000122;Cinza;04/06/2023
16820150000181;Verde;04/06/2023
16842136000189;Verde;04/06/2023
16843353000193;Cinza;04/06/2023
16848995000185;Cinza;04/06/2023
16852380000122;Cinza;04/06/2023
16856068000107;Cinza;04/06/2023
16858213000199;Cinza;04/06/2023
16865084000166;Cinza;04/06/2023
16876067000124;Cinza;04/06/2023
16879628000149;Cinza;04/06/2023
16884333000160;Cinza;04/06/2023
16893838000191;Cinza;04/06/2023
16895905000107;Cinza;04/06/2023
16912380000685;Cinza;04/06/2023
16919018000121;Cinza;04/06/2023
16922038000151;Verde;04/06/2023
16925053000153;Cinza;04/06/2023
16930630000103;Cinza;04/06/2023
16936441000130;Cinza;04/06/2023
16939417000154;Cinza;04/06/2023
16949253000146;Cinza;04/06/2023
16957846000154;Cinza;04/06/2023
16976304000129;Cinza;04/06/2023
16984870000182;Verde;04/06/2023
16986951000200;Cinza;04/06/2023
16987035000104;Cinza;04/06/2023
16989620000216;Ni;04/06/2023
16992806000143;Cinza;04/06/2023
16993704000142;Cinza;04/06/2023
16995092000127;Cinza;04/06/2023
17000226000195;Cinza;04/06/2023
17009516000108;Cinza;04/06/2023
17012938000124;Cinza;04/06/2023
17020627000107;Cinza;04/06/2023
17027176000130;Cinza;04/06/2023
17045298000159;Cinza;04/06/2023
17046490000160;Cinza;04/06/2023
17053499000106;Cinza;04/06/2023
17056472000169;Cinza;04/06/2023
17070802000170;Verde;04/06/2023
17072413005496;Cinza;04/06/2023
17072856000256;Cinza;04/06/2023
17083266000148;Cinza;04/06/2023
17088673000148;Verde;04/06/2023
17092056000116;Verde;04/06/2023
17096144000196;Vermelho;04/06/2023
17100550000185;Cinza;04/06/2023
17104634000197;Cinza;04/06/2023
17106870000142;Cinza;04/06/2023
17109565000104;Cinza;04/06/2023
17119203000102;Cinza;04/06/2023
17122230000126;Cinza;04/06/2023
17131764000380;Cinza;04/06/2023
17142871000223;Cinza;04/06/2023
17143719000184;Cinza;04/06/2023
17151552000101;Cinza;04/06/2023
17155730000164;Verde;04/06/2023
17157497000159;Verde;04/06/2023
17161241000115;Amarela;04/06/2023
17163392000102;Cinza;04/06/2023
17167377000132;Cinza;04/06/2023
17167396000169;Vermelho;04/06/2023
17167412000113;Vermelho;04/06/2023
17170150011261;Cinza;04/06/2023
17184037000110;Verde;04/06/2023
17184037007041;Cinza;04/06/2023
17191692000103;Cinza;04/06/2023
17191699000117;Cinza;04/06/2023
17193298000104;Cinza;04/06/2023
17193806000146;Cinza;04/06/2023
17202100000101;Cinza;04/06/2023
17202879000157;Cinza;04/06/2023
17204981000191;Verde;04/06/2023
17207354000104;Cinza;04/06/2023
17208669000176;Cinza;04/06/2023
17209902000135;Vermelho;04/06/2023
17210809000140;Verde;04/06/2023
17210935000103;Cinza;04/06/2023
17212075000562;Cinza;04/06/2023
17215821000148;Cinza;04/06/2023
17220884000192;Cinza;04/06/2023
17225226000193;Cinza;04/06/2023
17231564000995;Verde;04/06/2023
17241821000112;Cinza;04/06/2023
17243828000173;Cinza;04/06/2023
17245234000100;Verde;04/06/2023
17249505000197;Cinza;04/06/2023
17252468000176;Cinza;04/06/2023
17253955000153;Cinza;04/06/2023
17268850000178;Cinza;04/06/2023
17271170000103;Cinza;04/06/2023
17274059000170;Cinza;04/06/2023
17276237000100;Cinza;04/06/2023
17281106000103;Vermelho;04/06/2023
17285026000126;Cinza;04/06/2023
17291221000169;Amarela;04/06/2023
17292515000105;Cinza;04/06/2023
17298818000135;Verde;04/06/2023
17308674000150;Cinza;04/06/2023
17313310000169;Cinza;04/06/2023
17314329000120;Cinza;04/06/2023
17314499000104;Verde;04/06/2023
17315481000127;Verde;04/06/2023
17322195000199;Cinza;04/06/2023
17336551000123;Verde;04/06/2023
17337310000107;Cinza;04/06/2023
17344408000183;Cinza;04/06/2023
17344597000194;Cinza;04/06/2023
17345719000167;Vermelho;04/06/2023
17349513000105;Cinza;04/06/2023
17350723000113;Cinza;04/06/2023
17358112000111;Cinza;04/06/2023
17364855000102;Cinza;04/06/2023
17378743000100;Cinza;04/06/2023
17400223000149;Cinza;04/06/2023
17400248000142;Cinza;04/06/2023
17409560000105;Cinza;04/06/2023
17411054000142;Cinza;04/06/2023
17415620000194;Cinza;04/06/2023
17416404000163;Verde;04/06/2023
17418624000126;Cinza;04/06/2023
17419347000176;Cinza;04/06/2023
17425247000152;Cinza;04/06/2023
17431671000100;Cinza;04/06/2023
17442790000168;Cinza;04/06/2023
17445745000167;Cinza;04/06/2023
17446895000195;Cinza;04/06/2023
17456279000115;Cinza;04/06/2023
17456335000111;Cinza;04/06/2023
17458607000112;Cinza;04/06/2023
17459724000109;Cinza;04/06/2023
17463325000103;Cinza;04/06/2023
17476424000120;Cinza;04/06/2023
17482141000190;Cinza;04/06/2023
17492610000152;Cinza;04/06/2023
17507770000128;Verde;04/06/2023
17509614000104;Cinza;04/06/2023
17510608000169;Cinza;04/06/2023
17514462000120;Cinza;04/06/2023
17515948000182;Cinza;04/06/2023
17519869000140;Cinza;04/06/2023
17528802005483;Cinza;04/06/2023
17529234000123;Cinza;04/06/2023
17536671000174;Cinza;04/06/2023
17542303000139;Cinza;04/06/2023
17556807000108;Cinza;04/06/2023
17560933000136;Cinza;04/06/2023
17564909000175;Cinza;04/06/2023
17570461000100;Cinza;04/06/2023
17577763000100;Cinza;04/06/2023
17583979000170;Cinza;04/06/2023
17587831000104;Cinza;04/06/2023
17590798000171;Cinza;04/06/2023
17592572000100;Cinza;04/06/2023
17593656000168;Cinza;04/06/2023
17594473000167;Cinza;04/06/2023
17615098000194;Verde;04/06/2023
17615228000199;Cinza;04/06/2023
17616020000194;Verde;04/06/2023
17616225000170;Cinza;04/06/2023
17617379000186;Cinza;04/06/2023
17617646000115;Cinza;04/06/2023
17623750000112;Cinza;04/06/2023
17624225000111;Cinza;04/06/2023
17624719000449;Cinza;04/06/2023
17659398000175;Cinza;04/06/2023
17665516000158;Cinza;04/06/2023
17691911000105;Cinza;04/06/2023
17701207000196;Cinza;04/06/2023
17701877000102;Cinza;04/06/2023
17711611000140;Cinza;04/06/2023
17711983000177;Verde;04/06/2023
17714323000140;Vermelho;04/06/2023
17721660000164;Cinza;04/06/2023
17722949000106;Cinza;04/06/2023
17725723000150;Cinza;04/06/2023
17729004000108;Cinza;04/06/2023
17734835000178;Cinza;04/06/2023
17738620000125;Cinza;04/06/2023
17740162000169;Cinza;04/06/2023
17740954000133;Cinza;04/06/2023
17752210000139;Cinza;04/06/2023
17753281000156;Cinza;04/06/2023
17767254000132;Cinza;04/06/2023
17769788000106;Cinza;04/06/2023
17771611000136;Cinza;04/06/2023
17774596000180;Cinza;04/06/2023
17775466000161;Cinza;04/06/2023
17784486000107;Cinza;04/06/2023
17785680000107;Verde;04/06/2023
17795525000163;Cinza;04/06/2023
17804304000104;Cinza;04/06/2023
17808904000140;Cinza;04/06/2023
17818000000104;Cinza;04/06/2023
17818148000130;Cinza;04/06/2023
17819169000170;Cinza;04/06/2023
17819660000100;Cinza;04/06/2023
17820015000107;Cinza;04/06/2023
17820760000148;Cinza;04/06/2023
17828654000100;Verde;04/06/2023
17853693000168;Vermelho;04/06/2023
17857389000199;Verde;04/06/2023
17861467000129;Cinza;04/06/2023
17880051000158;Cinza;04/06/2023
17884360000368;Cinza;04/06/2023
17897107000187;Cinza;04/06/2023
17903002000193;Cinza;04/06/2023
17908167000158;Cinza;04/06/2023
17908342000107;Cinza;04/06/2023
17930984000102;Cinza;04/06/2023
17936651000190;Cinza;04/06/2023
17938547000135;Cinza;04/06/2023
17940402000179;Cinza;04/06/2023
17950909000103;Cinza;04/06/2023
17952228000184;Verde;04/06/2023
17953883000157;Cinza;04/06/2023
17976266000177;Cinza;04/06/2023
17995027000164;Cinza;04/06/2023
18002297000190;Cinza;04/06/2023
18003823000136;Verde;04/06/2023
18020707000125;Cinza;04/06/2023
18033402000158;Cinza;04/06/2023
18036717000159;Cinza;04/06/2023
18044914000110;Cinza;04/06/2023
18046024000147;Vermelho;04/06/2023
18051139000120;Cinza;04/06/2023
18051877000177;Cinza;04/06/2023
18063713000160;Cinza;04/06/2023
18064699000119;Cinza;04/06/2023
18067245000100;Cinza;04/06/2023
18069698000167;Vermelho;04/06/2023
18071012000172;Cinza;04/06/2023
18071999000125;Cinza;04/06/2023
18080578000160;Cinza;04/06/2023
18081962000188;Verde;04/06/2023
18084177000189;Verde;04/06/2023
18085648000769;Cinza;04/06/2023
18089207000140;Cinza;04/06/2023
18092829000127;Vermelho;04/06/2023
18101419000103;Vermelho;04/06/2023
18106612000129;Cinza;04/06/2023
18122578000186;Cinza;04/06/2023
18134501000126;Cinza;04/06/2023
18142111000106;Cinza;04/06/2023
18162188000130;Cinza;04/06/2023
18169539000134;Cinza;04/06/2023
18174270000184;Cinza;04/06/2023
18175572000177;Cinza;04/06/2023
18178150000155;Cinza;04/06/2023
18192964004050;Cinza;04/06/2023
18196392001496;Ni;04/06/2023
18200454000171;Cinza;04/06/2023
18200726000133;Cinza;04/06/2023
18210750000153;Cinza;04/06/2023
18231155000102;Cinza;04/06/2023
18240355000113;Cinza;04/06/2023
18240800000145;Cinza;04/06/2023
18244234000140;Cinza;04/06/2023
18245663000131;Cinza;04/06/2023
18252246000116;Cinza;04/06/2023
18258892000190;Cinza;04/06/2023
18272637000100;Cinza;04/06/2023
18278602000170;Verde;04/06/2023
18280517000147;Verde;04/06/2023
18300495000130;Cinza;04/06/2023
18301827000109;Vermelho;04/06/2023
18308187000150;Verde;04/06/2023
18311939000132;Cinza;04/06/2023
18315764000131;Cinza;04/06/2023
18316656000264;Cinza;04/06/2023
18316680000112;Cinza;04/06/2023
18317119000158;Cinza;04/06/2023
18317592000135;Cinza;04/06/2023
18319086000185;Cinza;04/06/2023
18321180000179;Cinza;04/06/2023
18325268000169;Cinza;04/06/2023
18328118000109;Verde;04/06/2023
18331800000150;Cinza;04/06/2023
18337155000183;Cinza;04/06/2023
18338684000100;Cinza;04/06/2023
18345255000151;Cinza;04/06/2023
18357615000135;Cinza;04/06/2023
18358628000129;Cinza;04/06/2023
18358948000189;Cinza;04/06/2023
18363960000181;Verde;04/06/2023
18376476000197;Verde;04/06/2023
18377743000140;Cinza;04/06/2023
18386349000179;Cinza;04/06/2023
18390666000320;Verde;04/06/2023
18396763000169;Cinza;04/06/2023
18401625000120;Cinza;04/06/2023
18401629000109;Cinza;04/06/2023
18403359000175;Cinza;04/06/2023
18412662000134;Verde;04/06/2023
18440352000123;Cinza;04/06/2023
18441849000166;Cinza;04/06/2023
18451239000143;Cinza;04/06/2023
18456547000161;Cinza;04/06/2023
18456629000106;Cinza;04/06/2023
18461530000100;Cinza;04/06/2023
18465554000120;Cinza;04/06/2023
18482095000192;Cinza;04/06/2023
18483666000103;Verde;04/06/2023
18492486000198;Cinza;04/06/2023
18493764000121;Cinza;04/06/2023
18494485000182;Cinza;04/06/2023
18495646000152;Cinza;04/06/2023
18502868000155;Cinza;04/06/2023
18512248000105;Cinza;04/06/2023
18512928000110;Cinza;04/06/2023
18513011000130;Cinza;04/06/2023
18526957000131;Cinza;04/06/2023
18545469000171;Cinza;04/06/2023
18550880000135;Cinza;04/06/2023
18563029000147;Vermelho;04/06/2023
18588241000169;Cinza;04/06/2023
18593445000198;Cinza;04/06/2023
18593815000197;Vermelho;04/06/2023
18599262000180;Verde;04/06/2023
18599420000100;Cinza;04/06/2023
18604440000709;Cinza;04/06/2023
18610147000240;Verde;04/06/2023
18615982000191;Cinza;04/06/2023
18616053000105;Cinza;04/06/2023
18630700000125;Cinza;04/06/2023
18632108000162;Cinza;04/06/2023
18657047000198;Cinza;04/06/2023
18657786000180;Cinza;04/06/2023
18664033000100;Cinza;04/06/2023
18666172000245;Cinza;04/06/2023
18669215000165;Cinza;04/06/2023
18679935000101;Cinza;04/06/2023
18685497000194;Cinza;04/06/2023
18694633000102;Cinza;04/06/2023
18698839000100;Vermelho;04/06/2023
18701111000190;Cinza;04/06/2023
18703489000123;Cinza;04/06/2023
18708604000152;Verde;04/06/2023
18716663000172;Cinza;04/06/2023
18736053000130;Cinza;04/06/2023
18741069000131;Cinza;04/06/2023
18746335000119;Cinza;04/06/2023
18752085000120;Cinza;04/06/2023
18768190000157;Cinza;04/06/2023
18777475000154;Cinza;04/06/2023
18782694000121;Cinza;04/06/2023
18783870000140;Cinza;04/06/2023
18785578000166;Cinza;04/06/2023
18791479000197;Cinza;04/06/2023
18791896000130;Cinza;04/06/2023
18807034000158;Verde;04/06/2023
