cnpj;dt_abertura;matriz_empresa;cod_cnae_principal;dsc_cnae_principal;dsc_ramo_atividade;dsc_setor;end_cep;end_municipio;end_uf;end_regiao;end_mesorregiao;situacao_cadastral;dt_carga
33290294000192;2019-04-08;true;9602501;CABELEIREIROS MANICURE E PEDICURE;SERVICOS DIVERSOS;SERVICOS;99999999;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;"ATIVA";04/06/2023
33298916000129;2019-04-09;true;4330404;SERVICOS DE PINTURA DE EDIFICIOS EM GERAL;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;36071510;JUIZ DE FORA;MG;SUDESTE;ZONA DA MATA;"ATIVA";04/06/2023
33300228000156;2019-04-09;true;8630504;ATIVIDADE ODONTOLOGICA;SERVICOS DE SAUDE;SERVICOS;99999999;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;"ATIVA";04/06/2023
33300307000167;2018-10-01;true;9499500;ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE;SERVICOS DIVERSOS;SERVICOS;13501070;RIO CLARO;SP;SUDESTE;PIRACICABA;"ATIVA";04/06/2023
33306138000172;2019-04-09;true;8291100;ATIVIDADES DE COBRANCAS E INFORMACOES CADASTRAIS;SERVICOS ADMINISTRATIVOS;SERVICOS;88111460;SAO JOSE;SC;SUL;GRANDE FLORIANOPOLIS;"ATIVA";04/06/2023
33310836000141;2019-04-10;true;9700500;SERVICOS DOMESTICOS;SERVICOS DIVERSOS;SERVICOS;98920000;HORIZONTINA;RS;SUL;NOROESTE RIO GRANDENSE;"ATIVA";04/06/2023
33311080000155;2019-04-10;true;9602501;CABELEIREIROS MANICURE E PEDICURE;SERVICOS DIVERSOS;SERVICOS;75106615;ANAPOLIS;GO;CENTRO-OESTE;CENTRO GOIANO;"ATIVA";04/06/2023
33313257000152;2019-04-10;true;4330404;SERVICOS DE PINTURA DE EDIFICIOS EM GERAL;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;53415140;PAULISTA;PE;NORDESTE;METROPOLITANA DE RECIFE;"ATIVA";04/06/2023
33313799000125;2019-04-10;true;7420001;ATIVIDADES DE PRODUCAO DE FOTOGRAFIAS EXCETO AEREA E SUBMARINA;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;28020822;CAMPOS DOS GOYTACAZES;RJ;SUDESTE;NORTE FLUMINENSE;"ATIVA";04/06/2023
33315807000172;2019-04-10;true;4783102;COMERCIO VAREJISTA DE ARTIGOS DE RELOJOARIA;VAREJO;COMERCIO;39900000;ALMENARA;MG;SUDESTE;JEQUITINHONHA;"ATIVA";04/06/2023
33323355000170;2019-04-11;true;9602501;CABELEIREIROS MANICURE E PEDICURE;SERVICOS DIVERSOS;SERVICOS;11730000;MONGAGUA;SP;SUDESTE;LITORAL SUL PAULISTA;"ATIVA";04/06/2023
33324379000144;2019-04-11;true;4763602;COMERCIO VAREJISTA DE ARTIGOS ESPORTIVOS DISPENSADA;VAREJO;COMERCIO;13503254;RIO CLARO;SP;SUDESTE;PIRACICABA;"ATIVA";04/06/2023
33328516000119;2019-04-11;true;3314719;MANUTENCAO E REPARACAO DE MAQUINAS E EQUIPAMENTOS PARA AS INDUSTRIAS DE ALIMENTOS BEBIDAS E FUMO;SERVICOS DIVERSOS;SERVICOS;67200000;MARITUBA;PA;NORTE;METROPOLITANA DE BELEM;"ATIVA";04/06/2023
33328834000180;2019-04-11;true;2532201;PRODUCAO DE ARTEFATOS ESTAMPADOS DE METAL;SIDERURGICA-METALURGIA;INDUSTRIA;68385000;TUCUMA;PA;NORTE;SUDESTE PARAENSE;"ATIVA";04/06/2023
33336143000128;2019-04-11;true;5912099;ATIVIDADES DE POS PRODUCAO CINEMATOGRAFICA DE VIDEOS E DE PROGRAMAS DE TELEVISAO NAO ESPECIFICADAS ANTERIORMENTE;TELECOM;SERVICOS;88058581;FLORIANOPOLIS;SC;SUL;GRANDE FLORIANOPOLIS;"ATIVA";04/06/2023
33340856000165;2019-04-12;true;4789001;COMERCIO VAREJISTA DE SUVENIRES BIJUTERIAS E ARTESANATOS;VAREJO;COMERCIO;68488000;BREU BRANCO;PA;NORTE;SUDESTE PARAENSE;"ATIVA";04/06/2023
33343227000199;2019-04-12;true;2062200;FABRICACAO DE PRODUTOS DE LIMPEZA E POLIMENTO;QUIMICA-PETROQUIMICA;INDUSTRIA;86802835;APUCARANA;PR;SUL;NORTE CENTRAL PARANAENSE;"ATIVA";04/06/2023
33343911000170;2019-04-12;true;1412603;FACCAO DE PECAS DO VESTUARIO EXCETO ROUPAS INTIMAS;BENS DE CONSUMO;INDUSTRIA;74063330;GOIANIA;GO;CENTRO-OESTE;CENTRO GOIANO;"ATIVA";04/06/2023
33353866000135;2019-04-14;true;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;VAREJO;COMERCIO;91790755;PORTO ALEGRE;RS;SUL;METROPOLITANA DE PORTO ALEGRE;"ATIVA";04/06/2023
33355725000151;2019-04-15;true;4520007;SERVICOS DE INSTALACAO MANUTENCAO E REPARACAO DE ACESSORIOS PARA VEICULOS AUTOMOTORES;VAREJO;COMERCIO;39400455;MONTES CLAROS;MG;SUDESTE;NORTE DE MINAS;"ATIVA";04/06/2023
33371888000128;2019-04-16;true;5212500;CARGA E DESCARGA;TRANSPORTE;SERVICOS;99999999;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;"ATIVA";04/06/2023
33373480000195;2019-04-16;true;7112000;SERVICOS DE ENGENHARIA;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;73850000;CRISTALINA;GO;CENTRO-OESTE;LESTE GOIANO;"ATIVA";04/06/2023
33376989000191;1966-09-14;true;6530800;RESSEGUROS;BENS DE CAPITAL;SERVICOS;20020901;RIO DE JANEIRO;RJ;SUDESTE;METROPOLITANA DO RIO DE JANEIRO;"ATIVA";04/06/2023
33377779000118;2019-04-16;true;8712300;ATIVIDADES DE FORNECIMENTO DE INFRA ESTRUTURA DE APOIO E ASSISTENCIA A PACIENTE NO DOMICILIO;SERVICOS DE SAUDE;SERVICOS;25010750;DUQUE DE CAXIAS;RJ;SUDESTE;METROPOLITANA DO RIO DE JANEIRO;"ATIVA";04/06/2023
33379257000155;2019-04-16;true;8592903;ENSINO DE MUSICA;SERVICOS DE EDUCACAO;SERVICOS;89620000;CAMPOS NOVOS;SC;SUL;SERRANA;"ATIVA";04/06/2023
33386210000119;1973-06-11;true;7112000;SERVICOS DE ENGENHARIA;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;22270900;RIO DE JANEIRO;RJ;SUDESTE;METROPOLITANA DO RIO DE JANEIRO;"ATIVA";04/06/2023
33390756000143;2019-04-17;true;4789001;COMERCIO VAREJISTA DE SUVENIRES BIJUTERIAS E ARTESANATOS;VAREJO;COMERCIO;36213000;DORES DE CAMPOS;MG;SUDESTE;CAMPO DAS VERTENTES;"ATIVA";04/06/2023
33391982000149;2019-04-17;true;4923001;SERVICO DE TAXI;TRANSPORTE;SERVICOS;12085160;TAUBATE;SP;SUDESTE;VALE DO PARAIBA PAULISTA;"ATIVA";04/06/2023
33393822000139;2019-04-17;true;8630599;ATIVIDADES DE ATENCAO AMBULATORIAL NAO ESPECIFICADAS ANTERIORMENTE;SERVICOS DE SAUDE;SERVICOS;89259340;JARAGUA DO SUL;SC;SUL;NORTE CATARINENSE;"ATIVA";04/06/2023
33402178000118;2019-04-18;true;8291100;ATIVIDADES DE COBRANCAS E INFORMACOES CADASTRAIS;SERVICOS ADMINISTRATIVOS;SERVICOS;15801170;CATANDUVA;SP;SUDESTE;SAO JOSE DO RIO PRETO;"ATIVA";04/06/2023
33402737000190;2019-04-18;true;4723700;COMERCIO VAREJISTA DE BEBIDAS;VAREJO;COMERCIO;55400000;CATENDE;PE;NORDESTE;MATA PERNAMBUCANA;"ATIVA";04/06/2023
33403050000179;2019-04-18;true;4729602;COMERCIO VAREJISTA DE MERCADORIAS EM LOJAS DE CONVENIENCIA;VAREJO;COMERCIO;13731000;MOCOCA;SP;SUDESTE;CAMPINAS;"ATIVA";04/06/2023
33405574000107;2019-04-19;true;5229099;OUTRAS ATIVIDADES AUXILIARES DOS TRANSPORTES TERRESTRES NAO ESPECIFICADAS ANTERIORMENTE;TRANSPORTE;SERVICOS;99999999;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;"ATIVA";04/06/2023
33410123000150;2019-04-21;true;9602502;ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA;SERVICOS DIVERSOS;SERVICOS;99999999;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;"ATIVA";04/06/2023
33412081000196;1969-07-30;true;1921700;FABRICACAO DE PRODUTOS DO REFINO DE PETROLEO;QUIMICA-PETROQUIMICA;INDUSTRIA;20930041;RIO DE JANEIRO;RJ;SUDESTE;METROPOLITANA DO RIO DE JANEIRO;"ATIVA";04/06/2023
33426531000108;2019-04-23;true;8630503;ATIVIDADE MEDICA AMBULATORIAL RESTRITA A CONSULTAS;SERVICOS DE SAUDE;SERVICOS;99999999;RIO GRANDE DA SERRA;SP;SUDESTE;METROPOLITANA DE SAO PAULO;"ATIVA";04/06/2023
33427621000105;2019-04-23;true;6463800;OUTRAS SOCIEDADES DE PARTICIPACAO EXCETO HOLDINGS;BENS DE CAPITAL;SERVICOS;99999999;MOGI DAS CRUZES;SP;SUDESTE;METROPOLITANA DE SAO PAULO;"ATIVA";04/06/2023
33429384000111;2019-04-23;true;5811500;EDICAO DE LIVROS;TELECOM;SERVICOS;99999999;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;"ATIVA";04/06/2023
33434285000128;2019-04-23;true;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;VAREJO;COMERCIO;69050480;MANAUS;AM;NORTE;CENTRO AMAZONENSE;"ATIVA";04/06/2023
33439238000177;2019-04-24;true;5611203;LANCHONETES CASAS DE CHA DE SUCOS E SIMILARES;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;13041770;CAMPINAS;SP;SUDESTE;CAMPINAS;"ATIVA";04/06/2023
33447815000172;2019-04-24;true;6821801;CORRETAGEM NA COMPRA E VENDA E AVALIACAO DE IMOVEIS;SERVICOS ADMINISTRATIVOS;SERVICOS;99999999;MOGI DAS CRUZES;SP;SUDESTE;METROPOLITANA DE SAO PAULO;"ATIVA";04/06/2023
33453598000123;1983-02-11;true;4681801;COMERCIO ATACADISTA DE ALCOOL CARBURANTE BIODIESEL GASOLINA E DEMAIS DERIVADOS DE PETROLEO EXCETO LUBRIFICANTES NAO REALIZADO POR TRANSPORTADOR RETALHISTA T R R;ATACADO;COMERCIO;20031004;RIO DE JANEIRO;RJ;SUDESTE;METROPOLITANA DO RIO DE JANEIRO;"ATIVA";04/06/2023
33455476000176;2019-04-25;true;1629301;FABRICACAO DE ARTEFATOS DIVERSOS DE MADEIRA EXCETO MOVEIS;BENS DE CONSUMO;INDUSTRIA;96830280;SANTA CRUZ DO SUL;RS;SUL;CENTRO ORIENTAL RIO GRANDENSE;"ATIVA";04/06/2023
33460947000134;2019-04-25;true;9602502;ATIVIDADES DE ESTETICA E OUTROS SERVICOS DE CUIDADOS COM A BELEZA;SERVICOS DIVERSOS;SERVICOS;89167190;RIO DO SUL;SC;SUL;VALE DO ITAJAI;"ATIVA";04/06/2023
33462464000179;2019-04-25;true;5611203;LANCHONETES CASAS DE CHA DE SUCOS E SIMILARES;SERVICOS DE ALOJAMENTO/ALIMENTACAO;SERVICOS;84172080;CASTRO;PR;SUL;CENTRO ORIENTAL PARANAENSE;"ATIVA";04/06/2023
33462537000122;2019-04-25;true;4722901;COMERCIO VAREJISTA DE CARNES ACOUGUES;VAREJO;COMERCIO;99999999;OSASCO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;"ATIVA";04/06/2023
33467572000134;1966-09-21;true;2599399;FABRICACAO DE OUTROS PRODUTOS DE METAL NAO ESPECIFICADOS ANTERIORMENTE;SIDERURGICA-METALURGIA;INDUSTRIA;99999999;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;"ATIVA";04/06/2023
33483933000136;2019-04-29;true;4774100;COMERCIO VAREJISTA DE ARTIGOS DE OPTICA;VAREJO;COMERCIO;50060080;RECIFE;PE;NORDESTE;METROPOLITANA DE RECIFE;"ATIVA";04/06/2023
33486802000102;2019-04-29;true;5819100;EDICAO DE CADASTROS LISTAS E DE OUTROS PRODUTOS GRAFICOS;TELECOM;SERVICOS;13098319;CAMPINAS;SP;SUDESTE;CAMPINAS;"ATIVA";04/06/2023
33494901000136;2019-04-30;true;9602501;CABELEIREIROS MANICURE E PEDICURE;SERVICOS DIVERSOS;SERVICOS;12950000;ATIBAIA;SP;SUDESTE;MACRO METROPOLITANA PAULISTA;"ATIVA";04/06/2023
33505333000121;2019-05-02;true;4929901;TRANSPORTE RODOVIARIO COLETIVO DE PASSAGEIROS SOB REGIME DE FRETAMENTO MUNICIPAL;TRANSPORTE;SERVICOS;64175000;MURICI DOS PORTELAS;PI;NORDESTE;NORTE PIAUIENSE;"ATIVA";04/06/2023
33505562000146;2019-05-02;true;4784900;COMERCIO VAREJISTA DE GAS LIQUEFEITO DE PETROLEO GLP;VAREJO;COMERCIO;68901685;MACAPA;AP;NORTE;SUL DO AMAPA;"ATIVA";04/06/2023
33514430000180;2019-05-02;true;8599604;TREINAMENTO EM DESENVOLVIMENTO PROFISSIONAL E GERENCIAL;SERVICOS DE EDUCACAO;SERVICOS;25645250;PETROPOLIS;RJ;SUDESTE;METROPOLITANA DO RIO DE JANEIRO;"ATIVA";04/06/2023
33514794000160;2019-05-02;true;4399103;OBRAS DE ALVENARIA;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;99999999;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;"ATIVA";04/06/2023
33519222000174;2019-05-03;true;8599699;OUTRAS ATIVIDADES DE ENSINO NAO ESPECIFICADAS ANTERIORMENTE;SERVICOS DE EDUCACAO;SERVICOS;78850000;PRIMAVERA DO LESTE;MT;CENTRO-OESTE;SUDESTE MATO GROSSENSE;"ATIVA";04/06/2023
33520441000173;2019-05-03;true;1412601;CONFECCAO DE PECAS DE VESTUARIO EXCETO ROUPAS INTIMAS E AS CONFECCIONADAS SOB MEDIDA;BENS DE CONSUMO;INDUSTRIA;35162852;IPATINGA;MG;SUDESTE;VALE DO RIO DOCE;"ATIVA";04/06/2023
33520748000174;2019-03-07;true;8591100;ENSINO DE ESPORTES;SERVICOS DE EDUCACAO;SERVICOS;14620000;ORLANDIA;SP;SUDESTE;RIBEIRAO PRETO;"ATIVA";04/06/2023
33520943000102;2019-05-03;true;9529105;REPARACAO DE ARTIGOS DO MOBILIARIO;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;91510295;PORTO ALEGRE;RS;SUL;METROPOLITANA DE PORTO ALEGRE;"ATIVA";04/06/2023
33525640000174;2019-05-03;true;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;VAREJO;COMERCIO;35900217;ITABIRA;MG;SUDESTE;METROPOLITANA DE BELO HORIZONTE;"ATIVA";04/06/2023
33526354000123;2019-05-03;true;4120400;CONSTRUCAO DE EDIFICIOS;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;65990000;RIACHAO;MA;NORDESTE;SUL MARANHENSE;"ATIVA";04/06/2023
33529316000124;2019-05-05;true;4330404;SERVICOS DE PINTURA DE EDIFICIOS EM GERAL;INDUSTRIA DA CONSTRUCAO;CONSTRUCAO CIVIL;95703014;BENTO GONCALVES;RS;SUL;NORDESTE RIO GRANDENSE;"ATIVA";04/06/2023
33535727000122;2019-05-06;true;5229099;OUTRAS ATIVIDADES AUXILIARES DOS TRANSPORTES TERRESTRES NAO ESPECIFICADAS ANTERIORMENTE;TRANSPORTE;SERVICOS;11082000;SANTOS;SP;SUDESTE;METROPOLITANA DE SAO PAULO;"ATIVA";04/06/2023
33535833000106;2019-05-06;true;7490199;OUTRAS ATIVIDADES PROFISSIONAIS CIENTIFICAS E TECNICAS NAO ESPECIFICADAS ANTERIORMENTE;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;99999999;SANTANA DE PARNAIBA;SP;SUDESTE;METROPOLITANA DE SAO PAULO;"ATIVA";04/06/2023
33539405000151;2019-05-03;true;6492100;SECURITIZACAO DE CREDITOS;BENS DE CAPITAL;SERVICOS;88804342;CRICIUMA;SC;SUL;SUL CATARINENSE;"ATIVA";04/06/2023
33540177000130;2019-05-06;true;8599699;OUTRAS ATIVIDADES DE ENSINO NAO ESPECIFICADAS ANTERIORMENTE;SERVICOS DE EDUCACAO;SERVICOS;99999999;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;"ATIVA";04/06/2023
33541988000155;1990-02-16;true;4712100;COMERCIO VAREJISTA DE MERCADORIAS EM GERAL COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS MINIMERCADOS MERCEARIAS E ARMAZENS;VAREJO;COMERCIO;75800040;JATAI;GO;CENTRO-OESTE;SUL GOIANO;"ATIVA";04/06/2023
33553883000116;2019-05-07;true;4634603;COMERCIO ATACADISTA DE PESCADOS E FRUTOS DO MAR;ATACADO;COMERCIO;99999999;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;"ATIVA";04/06/2023
33554637000189;2019-05-07;true;7319003;MARKETING DIRETO;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;99999999;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;"ATIVA";04/06/2023
33554675000131;2019-05-07;true;1412602;CONFECCAO SOB MEDIDA DE PECAS DO VESTUARIO EXCETO ROUPAS INTIMAS;BENS DE CONSUMO;INDUSTRIA;99999999;GUARULHOS;SP;SUDESTE;METROPOLITANA DE SAO PAULO;"ATIVA";04/06/2023
33561541000148;2003-05-27;true;8112500;CONDOMINIOS PREDIAIS;SERVICOS ADMINISTRATIVOS;SERVICOS;41820021;SALVADOR;BA;NORDESTE;METROPOLITANA DE SALVADOR;"ATIVA";04/06/2023
33564324000101;2019-05-08;true;3314708;MANUTENCAO E REPARACAO DE MAQUINAS EQUIPAMENTOS E APARELHOS PARA TRANSPORTE E ELEVACAO DE CARGAS;SERVICOS DIVERSOS;SERVICOS;89240000;SAO FRANCISCO DO SUL;SC;SUL;NORTE CATARINENSE;"ATIVA";04/06/2023
33573444000175;2002-04-11;true;8112500;CONDOMINIOS PREDIAIS;SERVICOS ADMINISTRATIVOS;SERVICOS;81540230;CURITIBA;PR;SUL;METROPOLITANA DE CURITIBA;"ATIVA";04/06/2023
33577572000197;2019-05-09;true;4520007;SERVICOS DE INSTALACAO MANUTENCAO E REPARACAO DE ACESSORIOS PARA VEICULOS AUTOMOTORES;VAREJO;COMERCIO;12929420;BRAGANCA PAULISTA;SP;SUDESTE;MACRO METROPOLITANA PAULISTA;"ATIVA";04/06/2023
33579529000160;2019-05-09;true;4611700;REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE MATERIAS PRIMAS AGRICOLAS E ANIMAIS VIVOS;ATACADO;COMERCIO;62322760;TIANGUA;CE;NORDESTE;NOROESTE CEARENSE;"ATIVA";04/06/2023
33579955000102;2019-05-09;true;3299099;FABRICACAO DE PRODUTOS DIVERSOS NAO ESPECIFICADOS ANTERIORMENTE;DIVERSOS;INDUSTRIA;21230043;RIO DE JANEIRO;RJ;SUDESTE;METROPOLITANA DO RIO DE JANEIRO;"ATIVA";04/06/2023
33583664000180;2019-05-10;true;4789099;COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE;VAREJO;COMERCIO;29165180;SERRA;ES;SUDESTE;CENTRAL ESPIRITO SANTENSE;"ATIVA";04/06/2023
33592510000154;1969-02-11;true;710301;EXTRACAO DE MINERIO DE FERRO;MINERACAO;INDUSTRIA;22250145;RIO DE JANEIRO;RJ;SUDESTE;METROPOLITANA DO RIO DE JANEIRO;"ATIVA";04/06/2023
33594040000168;2019-05-11;true;151201;CRIACAO DE BOVINOS PARA CORTE;PRODUTOS DE AGROPECUARIA;AGROPECUARIA;15285000;LOURDES;SP;SUDESTE;ARACATUBA;"ATIVA";04/06/2023
33595347000183;2019-05-12;true;5320201;SERVICOS DE MALOTE NAO REALIZADOS PELO CORREIO NACIONAL;TRANSPORTE;SERVICOS;35164152;IPATINGA;MG;SUDESTE;VALE DO RIO DOCE;"ATIVA";04/06/2023
33595987000193;2019-05-13;true;1359600;FABRICACAO DE OUTROS PRODUTOS TEXTEIS NAO ESPECIFICADOS ANTERIORMENTE;TEXTEIS;INDUSTRIA;99999999;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;"ATIVA";04/06/2023
33601500000138;2019-05-13;true;4789004;COMERCIO VAREJISTA DE ANIMAIS VIVOS E DE ARTIGOS E ALIMENTOS PARA ANIMAIS DE ESTIMACAO;VAREJO;COMERCIO;44250000;CORACAO DE MARIA;BA;NORDESTE;CENTRO NORTE BAIANO;"ATIVA";04/06/2023
33605986000182;2019-05-13;true;4520007;SERVICOS DE INSTALACAO MANUTENCAO E REPARACAO DE ACESSORIOS PARA VEICULOS AUTOMOTORES;VAREJO;COMERCIO;13308248;ITU;SP;SUDESTE;MACRO METROPOLITANA PAULISTA;"ATIVA";04/06/2023
33610067000288;2021-12-06;false;151201;CRIACAO DE BOVINOS PARA CORTE;PRODUTOS DE AGROPECUARIA;AGROPECUARIA;17506970;MARILIA;SP;SUDESTE;MARILIA;"ATIVA";04/06/2023
33610484000140;2019-05-14;true;7319002;PROMOCAO DE VENDAS;SERVICOS PROFISSIONAIS E TECNICOS;SERVICOS;60311511;FORTALEZA;CE;NORDESTE;METROPOLITANA DE FORTALEZA;"ATIVA";04/06/2023
33611301000100;2019-05-14;true;9609207;ALOJAMENTO DE ANIMAIS DOMESTICOS;SERVICOS DIVERSOS;SERVICOS;88054030;FLORIANOPOLIS;SC;SUL;GRANDE FLORIANOPOLIS;"ATIVA";04/06/2023
33611500000119;1971-03-09;true;2423702;PRODUCAO DE LAMINADOS LONGOS DE ACO EXCETO TUBOS;SIDERURGICA-METALURGIA;INDUSTRIA;99999999;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;"ATIVA";04/06/2023
33612148000136;2019-05-14;true;8219999;PREPARACAO DE DOCUMENTOS E SERVICOS ESPECIALIZADOS DE APOIO ADMINISTRATIVO NAO ESPECIFICADOS ANTERIORMENTE;SERVICOS ADMINISTRATIVOS;SERVICOS;22795172;RIO DE JANEIRO;RJ;SUDESTE;METROPOLITANA DO RIO DE JANEIRO;"ATIVA";04/06/2023
33617465000145;1981-06-05;true;9312300;CLUBES SOCIAIS ESPORTIVOS E SIMILARES;SERVICOS DIVERSOS;SERVICOS;20921060;RIO DE JANEIRO;RJ;SUDESTE;METROPOLITANA DO RIO DE JANEIRO;"ATIVA";04/06/2023
33618937000184;2019-05-14;true;8690901;ATIVIDADES DE PRATICAS INTEGRATIVAS E COMPLEMENTARES EM SAUDE HUMANA;SERVICOS DE SAUDE;SERVICOS;88865000;NOVA VENEZA;SC;SUL;SUL CATARINENSE;"ATIVA";04/06/2023
33619885000160;2019-05-14;true;8640202;LABORATORIOS CLINICOS;SERVICOS DE SAUDE;SERVICOS;96600000;CANGUCU;RS;SUL;SUDESTE RIO GRANDENSE;"ATIVA";04/06/2023
33620317000180;2019-05-14;true;9602501;CABELEIREIROS MANICURE E PEDICURE;SERVICOS DIVERSOS;SERVICOS;31655290;BELO HORIZONTE;MG;SUDESTE;METROPOLITANA DE BELO HORIZONTE;"ATIVA";04/06/2023
33622818000103;2019-05-15;true;9602501;CABELEIREIROS MANICURE E PEDICURE;SERVICOS DIVERSOS;SERVICOS;99999999;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;"ATIVA";04/06/2023
33623962000156;2019-04-10;true;9492800;ATIVIDADES DE ORGANIZACOES POLITICAS;SERVICOS DIVERSOS;SERVICOS;89908000;ROMELANDIA;SC;SUL;OESTE CATARINENSE;"ATIVA";04/06/2023
33628194000123;2019-05-15;true;4781400;COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS;VAREJO;COMERCIO;95588000;XANGRI LA;RS;SUL;METROPOLITANA DE PORTO ALEGRE;"ATIVA";04/06/2023
33629568000125;2019-05-15;true;4665600;COMERCIO ATACADISTA DE MAQUINAS E EQUIPAMENTOS PARA USO COMERCIAL PARTES E PECAS;ATACADO;COMERCIO;99999999;SAO PAULO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;"ATIVA";04/06/2023
33631468000133;2019-05-15;true;4511101;COMERCIO A VAREJO DE AUTOMOVEIS CAMIONETAS E UTILITARIOS NOVOS;VAREJO;COMERCIO;20540002;RIO DE JANEIRO;RJ;SUDESTE;METROPOLITANA DO RIO DE JANEIRO;"ATIVA";04/06/2023
33632679000190;2019-05-15;true;5812302;EDICAO DE JORNAIS NAO DIARIOS;TELECOM;SERVICOS;31150270;BELO HORIZONTE;MG;SUDESTE;METROPOLITANA DE BELO HORIZONTE;"ATIVA";04/06/2023
33638680000122;2019-05-16;true;8599604;TREINAMENTO EM DESENVOLVIMENTO PROFISSIONAL E GERENCIAL;SERVICOS DE EDUCACAO;SERVICOS;80740260;CURITIBA;PR;SUL;METROPOLITANA DE CURITIBA;"ATIVA";04/06/2023
33643576000126;2019-05-16;true;8219999;PREPARACAO DE DOCUMENTOS E SERVICOS ESPECIALIZADOS DE APOIO ADMINISTRATIVO NAO ESPECIFICADOS ANTERIORMENTE;SERVICOS ADMINISTRATIVOS;SERVICOS;99999999;SAO BERNARDO DO CAMPO;SP;SUDESTE;METROPOLITANA DE SAO PAULO;"ATIVA";04/06/2023
33650035000125;2019-05-17;true;6462000;HOLDINGS DE INSTITUICOES NAO FINANCEIRAS;BENS DE CAPITAL;SERVICOS;35502026;DIVINOPOLIS;MG;SUDESTE;OESTE DE MINAS;"ATIVA";04/06/2023
33654059000152;2019-05-17;true;1821100;SERVICOS DE PRE IMPRESSAO;PAPEL E CELULOSE;INDUSTRIA;88037615;FLORIANOPOLIS;SC;SUL;GRANDE FLORIANOPOLIS;"ATIVA";04/06/2023
33655098000174;2019-05-17;true;4520002;SERVICOS DE LANTERNAGEM OU FUNILARIA E PINTURA DE VEICULOS AUTOMOTORES;VAREJO;COMERCIO;26900000;MIGUEL PEREIRA;RJ;SUDESTE;METROPOLITANA DO RIO DE JANEIRO;"ATIVA";04/06/2023
33657436000107;2019-05-17;true;4930202;TRANSPORTE RODOVIARIO DE CARGA EXCETO PRODUTOS PERIGOSOS E MUDANCAS INTERMUNICIPAL INTERESTADUAL E INTERNACIONAL;TRANSPORTE;SERVICOS;86945000;SAO PEDRO DO IVAI;PR;SUL;NORTE CENTRAL PARANAENSE;"ATIVA";04/06/2023
33658682000183;2019-05-17;true;1091102;FABRICACAO DE PRODUTOS DE PADARIA E CONFEITARIA COM PREDOMINANCIA DE PRODUCAO PROPRIA;BENS DE CONSUMO;INDUSTRIA;55195593;SANTA CRUZ DO CAPIBARIBE;PE;NORDESTE;AGRESTE PERNAMBUCANO;"ATIVA";04/06/2023
33662689000179;2019-05-20;true;7911200;AGENCIAS DE VIAGENS;SERVICOS ADMINISTRATIVOS;SERVICOS;14026160;RIBEIRAO PRETO;SP;SUDESTE;RIBEIRAO PRETO;"ATIVA";04/06/2023
