cnpj;optante_simples;optante_simei;dt_carga
18597829000693;false;false;04/06/2023
18597877000177;true;false;04/06/2023
18607919000103;true;false;04/06/2023
18610190000124;true;true;04/06/2023
18615280000108;true;true;04/06/2023
18616378000180;true;false;04/06/2023
18619025000133;false;false;04/06/2023
18621723000173;true;true;04/06/2023
18627532000119;true;true;04/06/2023
18631987000108;true;true;04/06/2023
18636469000187;false;false;04/06/2023
18638183000130;true;true;04/06/2023
18649090000101;true;true;04/06/2023
18655472000148;false;false;04/06/2023
18675719000198;false;false;04/06/2023
18679307000126;false;false;04/06/2023
18681903000140;false;false;04/06/2023
18695123000150;false;false;04/06/2023
18695507000172;true;true;04/06/2023
18697955000105;false;false;04/06/2023
18699234000134;true;true;04/06/2023
18708930000160;true;true;04/06/2023
18719115000104;true;true;04/06/2023
18729956000194;true;true;04/06/2023
18739099000103;true;true;04/06/2023
18741036000191;true;true;04/06/2023
18741791000176;false;false;04/06/2023
18745490000110;true;false;04/06/2023
18750262000139;true;true;04/06/2023
18763140000187;true;true;04/06/2023
18770516000180;true;true;04/06/2023
18772098000160;true;true;04/06/2023
18773560000144;true;true;04/06/2023
18778672000198;true;false;04/06/2023
18786219000123;false;false;04/06/2023
18786593000714;false;false;04/06/2023
18787605000130;false;false;04/06/2023
18793040000101;true;true;04/06/2023
18812538000166;true;false;04/06/2023
18829852000151;true;false;04/06/2023
18833429000125;true;true;04/06/2023
18833499000183;true;true;04/06/2023
18834900000108;false;false;04/06/2023
18835087000182;true;false;04/06/2023
18840954000178;true;false;04/06/2023
18849081000164;true;false;04/06/2023
18858266000135;true;false;04/06/2023
18859923000169;true;true;04/06/2023
18869699000196;true;true;04/06/2023
18873394000158;true;false;04/06/2023
18878673000104;true;true;04/06/2023
18882093000190;false;false;04/06/2023
18884418000255;NI;NI;04/06/2023
18887548000160;true;false;04/06/2023
18905905000176;true;true;04/06/2023
18910089000199;true;true;04/06/2023
18929639000111;true;false;04/06/2023
18986437000101;true;true;04/06/2023
18990862000174;true;false;04/06/2023
18993580000120;true;false;04/06/2023
19010373000171;true;false;04/06/2023
19019098000157;true;false;04/06/2023
19023668000182;false;false;04/06/2023
19030506000171;false;false;04/06/2023
19040714000151;true;true;04/06/2023
19041921000120;true;true;04/06/2023
19047310000190;true;true;04/06/2023
19052643000107;true;false;04/06/2023
19078027000125;true;false;04/06/2023
19086063000130;true;true;04/06/2023
19088557000154;false;false;04/06/2023
19090697000167;false;false;04/06/2023
19093019000158;true;true;04/06/2023
19096003000107;true;true;04/06/2023
19099222000131;false;false;04/06/2023
19101903000197;true;true;04/06/2023
19107226000114;false;false;04/06/2023
19107527000148;true;false;04/06/2023
19107890000163;true;false;04/06/2023
19113637000201;NI;NI;04/06/2023
19116117000163;true;true;04/06/2023
19123159000121;true;false;04/06/2023
19126220000194;false;false;04/06/2023
19132552000181;true;true;04/06/2023
19137969000137;true;false;04/06/2023
19140718000101;true;true;04/06/2023
19143804000178;true;true;04/06/2023
19145388000147;true;true;04/06/2023
19157709000123;true;false;04/06/2023
19167707000115;true;false;04/06/2023
19174737000159;true;false;04/06/2023
19180128000102;false;false;04/06/2023
19187812000116;false;false;04/06/2023
19193166000108;false;false;04/06/2023
19198663000190;true;true;04/06/2023
19205428000107;true;true;04/06/2023
19210813000134;false;false;04/06/2023
19215549000121;true;false;04/06/2023
19217419000128;true;false;04/06/2023
19219127000124;true;true;04/06/2023
19224409000110;true;true;04/06/2023
19228433000127;true;false;04/06/2023
19239124000152;false;false;04/06/2023
19245902000116;true;true;04/06/2023
19248662000103;false;false;04/06/2023
19250804000177;true;true;04/06/2023
19250948000123;true;true;04/06/2023
19266084000138;true;true;04/06/2023
19267059000179;true;false;04/06/2023
19276449000105;true;false;04/06/2023
19279791000169;true;false;04/06/2023
19290528000170;true;true;04/06/2023
19291576000183;true;true;04/06/2023
19295011000174;true;true;04/06/2023
19299931000160;true;true;04/06/2023
19302423000194;true;true;04/06/2023
19311319000166;true;true;04/06/2023
19325371000171;true;true;04/06/2023
19328639000129;true;true;04/06/2023
19331747000150;true;false;04/06/2023
19347410000212;false;false;04/06/2023
19348327000187;true;true;04/06/2023
19350464000156;true;true;04/06/2023
19351946000120;true;true;04/06/2023
19353062000105;true;false;04/06/2023
19360869000175;true;true;04/06/2023
19368927001774;false;false;04/06/2023
19372920000169;true;true;04/06/2023
19373459000169;true;false;04/06/2023
19378769000176;false;false;04/06/2023
19391298000136;false;false;04/06/2023
19397638000136;true;true;04/06/2023
19406664000183;true;false;04/06/2023
19407108000121;true;false;04/06/2023
19414353000166;false;false;04/06/2023
19416042000136;false;false;04/06/2023
19417311000189;true;true;04/06/2023
19421233000196;true;false;04/06/2023
19421453000110;true;true;04/06/2023
19424549000131;true;true;04/06/2023
19440800000151;false;false;04/06/2023
19443942000172;true;false;04/06/2023
19445056000188;true;true;04/06/2023
19456005000151;true;true;04/06/2023
19462615000168;true;false;04/06/2023
19462657000107;true;true;04/06/2023
19464982000109;true;false;04/06/2023
19467912000104;true;false;04/06/2023
19469764000159;true;true;04/06/2023
19471359000175;true;true;04/06/2023
19497066000167;true;true;04/06/2023
19510633000178;false;false;04/06/2023
19511803000139;true;false;04/06/2023
19523642000101;true;false;04/06/2023
19526748000150;false;false;04/06/2023
19534962000159;false;false;04/06/2023
19535506000123;true;false;04/06/2023
19544578000137;true;false;04/06/2023
19553408000119;true;false;04/06/2023
19563290000100;true;true;04/06/2023
19567342000116;true;false;04/06/2023
19572284000119;false;false;04/06/2023
19573284000133;true;false;04/06/2023
19575197000115;true;true;04/06/2023
19575603000140;true;true;04/06/2023
19578007000113;true;false;04/06/2023
19580143000148;true;true;04/06/2023
19585352000184;true;true;04/06/2023
19586835000101;false;false;04/06/2023
19590280000163;false;false;04/06/2023
19590400000122;true;true;04/06/2023
19601999000152;false;false;04/06/2023
19602946000156;true;true;04/06/2023
19617389000147;true;true;04/06/2023
19630907000162;false;false;04/06/2023
19634769000190;true;true;04/06/2023
19634884000164;true;true;04/06/2023
19657224000107;false;false;04/06/2023
19658368000927;false;false;04/06/2023
19676776002017;false;false;04/06/2023
19677483000191;false;false;04/06/2023
19704891000195;true;false;04/06/2023
19709101000164;true;false;04/06/2023
19712500000184;true;false;04/06/2023
19716270000121;true;false;04/06/2023
19720141000107;true;false;04/06/2023
19720428000137;true;false;04/06/2023
19730744000190;true;false;04/06/2023
19731504000100;true;false;04/06/2023
19734747000100;true;true;04/06/2023
19734864000165;true;true;04/06/2023
19734973000182;false;false;04/06/2023
19736488000148;true;true;04/06/2023
19747222000109;true;true;04/06/2023
19750316000129;true;false;04/06/2023
19752002000165;true;true;04/06/2023
19761698000196;true;true;04/06/2023
19775029000173;true;true;04/06/2023
19782301000142;true;false;04/06/2023
19785634000125;true;false;04/06/2023
19792001000497;false;false;04/06/2023
19792783000111;true;false;04/06/2023
19796586000170;false;false;04/06/2023
19799510000107;true;false;04/06/2023
19805651000187;true;true;04/06/2023
19806315000159;true;false;04/06/2023
19810095000137;true;true;04/06/2023
19813250000179;true;true;04/06/2023
19815640000188;true;true;04/06/2023
19821770000123;false;false;04/06/2023
19822545000101;true;false;04/06/2023
19824428000187;false;false;04/06/2023
19829995000126;true;true;04/06/2023
19836078000179;false;false;04/06/2023
19839541000136;true;true;04/06/2023
19845108000103;true;true;04/06/2023
19846785000146;false;false;04/06/2023
19847395000190;true;false;04/06/2023
19853511000184;false;false;04/06/2023
19861515000104;true;true;04/06/2023
19863496000155;true;false;04/06/2023
19869547000318;false;false;04/06/2023
19870145000171;true;true;04/06/2023
19873906000149;true;false;04/06/2023
19883102000120;true;true;04/06/2023
19889392000110;true;false;04/06/2023
19904356000188;true;true;04/06/2023
19904771000131;false;false;04/06/2023
19907684000138;true;false;04/06/2023
19909714000145;false;false;04/06/2023
19921805000104;true;false;04/06/2023
19930245000146;true;true;04/06/2023
19933087000188;true;true;04/06/2023
19948594000195;true;true;04/06/2023
19949451000106;true;false;04/06/2023
19949961000175;true;false;04/06/2023
19955535000144;true;true;04/06/2023
19962343000165;true;true;04/06/2023
19963345000179;true;true;04/06/2023
19965495000111;false;false;04/06/2023
19968285000187;false;false;04/06/2023
19977570000164;true;false;04/06/2023
19988329000130;true;true;04/06/2023
19989146000130;false;false;04/06/2023
19995996000140;true;false;04/06/2023
20004409000193;true;true;04/06/2023
20004539000126;false;false;04/06/2023
20018593000120;true;true;04/06/2023
20018807000169;true;false;04/06/2023
20027610000196;true;true;04/06/2023
20028629000157;true;true;04/06/2023
20036936000180;false;false;04/06/2023
20053826000207;NI;NI;04/06/2023
20058633000168;true;true;04/06/2023
20064842000114;true;true;04/06/2023
20080561000155;true;false;04/06/2023
20085971000199;true;true;04/06/2023
20089701000237;NI;NI;04/06/2023
20092216000131;true;false;04/06/2023
20097109000104;true;true;04/06/2023
20108705000134;true;true;04/06/2023
20113131000192;true;true;04/06/2023
20114781000152;true;false;04/06/2023
20118009000109;true;true;04/06/2023
20121785000168;true;false;04/06/2023
20124365000135;true;false;04/06/2023
20124977000128;false;false;04/06/2023
20130782000190;false;false;04/06/2023
20155787000178;true;false;04/06/2023
20157781000130;true;false;04/06/2023
20160724000100;true;true;04/06/2023
20192598000175;true;true;04/06/2023
20196158000277;false;false;04/06/2023
20200750000114;true;true;04/06/2023
20205338000197;false;false;04/06/2023
20209276000191;false;false;04/06/2023
20212139000106;false;false;04/06/2023
20223122000154;true;true;04/06/2023
20228084000122;true;false;04/06/2023
20230840000158;true;true;04/06/2023
20245912000130;true;false;04/06/2023
20247322000147;false;false;04/06/2023
20247322013559;false;false;04/06/2023
20253544000172;true;true;04/06/2023
20254557000166;true;false;04/06/2023
20258278000170;false;false;04/06/2023
20267597000142;true;false;04/06/2023
20268204000115;true;true;04/06/2023
20268962000133;true;false;04/06/2023
20301323000122;true;false;04/06/2023
20314377000122;false;false;04/06/2023
20321475000197;true;false;04/06/2023
20329056000100;true;true;04/06/2023
20331199000148;true;false;04/06/2023
20335197000127;true;false;04/06/2023
20338608000138;false;false;04/06/2023
20339120000125;true;true;04/06/2023
20341860000104;false;false;04/06/2023
20344555000168;true;true;04/06/2023
20348873000105;true;true;04/06/2023
20350178000170;false;false;04/06/2023
20353559000102;true;false;04/06/2023
20387563000191;true;true;04/06/2023
20387711000178;true;true;04/06/2023
20392756000130;true;false;04/06/2023
20400034000180;true;true;04/06/2023
20400711000160;true;true;04/06/2023
20403158000110;false;false;04/06/2023
20405729000155;true;true;04/06/2023
20407577000120;true;true;04/06/2023
20426494000269;NI;NI;04/06/2023
20430051000160;true;true;04/06/2023
20430212000116;true;true;04/06/2023
20435016000134;true;true;04/06/2023
20448597000149;true;true;04/06/2023
20451432000126;false;false;04/06/2023
20457877000113;true;true;04/06/2023
20459424001955;NI;NI;04/06/2023
20462314000113;true;true;04/06/2023
20481039000185;false;false;04/06/2023
20492817000131;true;true;04/06/2023
20498992000136;true;true;04/06/2023
20499191000195;false;false;04/06/2023
20519196000132;true;true;04/06/2023
20527462000179;false;false;04/06/2023
20534604000125;true;true;04/06/2023
20535054000169;true;true;04/06/2023
20535862000126;true;true;04/06/2023
20537662000102;true;true;04/06/2023
20545569000140;true;true;04/06/2023
20546608000395;NI;NI;04/06/2023
20548493000106;false;false;04/06/2023
20550180000192;true;false;04/06/2023
20581823000165;true;false;04/06/2023
20584957000130;false;false;04/06/2023
20587761000107;true;true;04/06/2023
20598430000164;true;false;04/06/2023
20622224000142;true;false;04/06/2023
20629185000105;true;true;04/06/2023
20642357000180;true;true;04/06/2023
20643826000186;true;true;04/06/2023
20645671000117;true;false;04/06/2023
20653784000164;false;false;04/06/2023
20668615000106;true;false;04/06/2023
20673074000104;true;true;04/06/2023
20675852000196;true;true;04/06/2023
20684195000143;false;false;04/06/2023
20688009000144;true;true;04/06/2023
20688169000193;true;true;04/06/2023
20688786000199;true;true;04/06/2023
20690086000139;false;false;04/06/2023
20698459000118;true;true;04/06/2023
20705243000132;false;false;04/06/2023
20706892000158;false;false;04/06/2023
20723388000247;false;false;04/06/2023
20725710000196;false;false;04/06/2023
20730306000100;true;true;04/06/2023
20735381000164;false;false;04/06/2023
20740079000102;true;false;04/06/2023
20753443000160;true;false;04/06/2023
20761460000140;true;true;04/06/2023
20763093000113;true;true;04/06/2023
20763743000120;true;true;04/06/2023
20781594000122;true;true;04/06/2023
20782901000190;true;true;04/06/2023
20784274000126;false;false;04/06/2023
20794126000192;true;true;04/06/2023
20808454000109;true;false;04/06/2023
20809718000130;true;true;04/06/2023
20813943000140;true;true;04/06/2023
20814880000147;true;true;04/06/2023
20819180000145;true;true;04/06/2023
20819840000198;true;true;04/06/2023
20825399000157;false;false;04/06/2023
20835240000113;false;false;04/06/2023
20835742000144;true;true;04/06/2023
20853168000157;true;false;04/06/2023
20862177000104;true;true;04/06/2023
20897304000100;true;false;04/06/2023
20903535000180;true;false;04/06/2023
20903558000194;true;false;04/06/2023
20906842000114;true;true;04/06/2023
20911917000155;true;true;04/06/2023
20928851000106;false;false;04/06/2023
20934696000211;NI;NI;04/06/2023
20934810000122;false;false;04/06/2023
20941402000106;true;true;04/06/2023
20945874000129;true;true;04/06/2023
20947690000106;true;true;04/06/2023
20951668000121;true;true;04/06/2023
20952347000141;false;false;04/06/2023
20953701000233;false;false;04/06/2023
20956378000170;true;false;04/06/2023
20957182000109;true;true;04/06/2023
20960150000154;true;false;04/06/2023
20963347000147;true;true;04/06/2023
20964044000149;true;false;04/06/2023
20964687000192;true;true;04/06/2023
20966319000183;true;false;04/06/2023
20972116000108;true;true;04/06/2023
20972252000190;true;true;04/06/2023
20972529000184;false;false;04/06/2023
21001750000158;true;true;04/06/2023
21004231000143;false;false;04/06/2023
21030621000198;true;true;04/06/2023
21034977000108;false;false;04/06/2023
21039642000174;false;false;04/06/2023
21045775000153;true;true;04/06/2023
21049273000109;true;true;04/06/2023
21056196000106;true;false;04/06/2023
21067479000153;true;true;04/06/2023
21067825000101;false;false;04/06/2023
21070076000163;true;true;04/06/2023
21072895000140;true;false;04/06/2023
21073362000182;true;true;04/06/2023
21074883000154;true;true;04/06/2023
21080430000130;true;false;04/06/2023
21083989000114;true;false;04/06/2023
21091578000170;true;true;04/06/2023
21100839000171;true;false;04/06/2023
21102285000141;true;true;04/06/2023
21117557000187;true;false;04/06/2023
21122375000102;true;true;04/06/2023
21127330000112;false;false;04/06/2023
21127602000184;true;false;04/06/2023
21127726000160;true;true;04/06/2023
21131895000173;true;false;04/06/2023
21153397000121;true;true;04/06/2023
21164415000170;false;false;04/06/2023
21164899000158;true;true;04/06/2023
21165344000120;false;false;04/06/2023
21168690000162;true;false;04/06/2023
21173442000100;true;false;04/06/2023
21188808000114;false;false;04/06/2023
21189362000223;false;false;04/06/2023
21190952000195;true;true;04/06/2023
21197014000117;false;false;04/06/2023
21208130000194;false;false;04/06/2023
21210738000153;true;true;04/06/2023
21214730000165;true;true;04/06/2023
21217857000138;false;false;04/06/2023
21226595000178;true;true;04/06/2023
21235231000154;true;false;04/06/2023
21235849000114;true;true;04/06/2023
21236193000154;false;false;04/06/2023
21238295000109;true;true;04/06/2023
21240146000184;false;false;04/06/2023
21242242000161;true;false;04/06/2023
21245345000185;false;false;04/06/2023
21247134000181;true;true;04/06/2023
21255567000189;false;false;04/06/2023
21269398000136;true;false;04/06/2023
21270041000178;true;true;04/06/2023
21272427000119;true;true;04/06/2023
21278276000106;false;false;04/06/2023
21282573000125;true;true;04/06/2023
21283022000186;true;true;04/06/2023
21287931000192;false;false;04/06/2023
21289536000149;false;false;04/06/2023
21300829000180;true;true;04/06/2023
21314559000166;false;false;04/06/2023
21348660000138;false;false;04/06/2023
21351095000168;true;false;04/06/2023
21354050000147;true;true;04/06/2023
21358239000108;false;false;04/06/2023
21363747000184;true;true;04/06/2023
21367254000112;false;false;04/06/2023
21373445000197;true;true;04/06/2023
21382559000101;true;true;04/06/2023
21384176000164;true;true;04/06/2023
21398765000100;true;true;04/06/2023
21403307000103;false;false;04/06/2023
21405264000103;true;true;04/06/2023
21405774000172;false;false;04/06/2023
21415466000128;true;true;04/06/2023
21419744000115;true;true;04/06/2023
21427904000178;true;true;04/06/2023
21430694000177;true;false;04/06/2023
21434419000121;true;true;04/06/2023
21436015000177;true;true;04/06/2023
21446416000108;false;false;04/06/2023
21447760000111;true;false;04/06/2023
21449338000103;true;false;04/06/2023
21449643000278;NI;NI;04/06/2023
21452050000180;true;true;04/06/2023
21457110000157;true;false;04/06/2023
21467222000199;true;false;04/06/2023
21467988000173;true;false;04/06/2023
21471507000101;true;true;04/06/2023
21475315000165;false;false;04/06/2023
21475435000162;true;true;04/06/2023
21475851000160;true;true;04/06/2023
21477474000107;true;true;04/06/2023
21486520000126;true;true;04/06/2023
21487824000108;true;false;04/06/2023
21492408000106;true;true;04/06/2023
21496381000111;false;false;04/06/2023
21500321000125;false;false;04/06/2023
21513853000105;false;false;04/06/2023
21521308000152;true;false;04/06/2023
21523268000188;true;true;04/06/2023
21523500000188;true;false;04/06/2023
21532777000177;true;true;04/06/2023
21534941000185;true;false;04/06/2023
21536618000140;true;true;04/06/2023
21541064000170;true;true;04/06/2023
21550141000158;true;false;04/06/2023
21550540000119;true;true;04/06/2023
21552354000119;true;false;04/06/2023
21553941000122;true;true;04/06/2023
21554404000105;true;true;04/06/2023
21557877000158;true;false;04/06/2023
21561280000187;false;false;04/06/2023
21565277000131;true;true;04/06/2023
21568365000197;false;false;04/06/2023
21569443000178;true;true;04/06/2023
21570588000199;true;true;04/06/2023
21579809000190;true;true;04/06/2023
21582629000167;true;true;04/06/2023
21596679000101;true;false;04/06/2023
21597936000111;true;false;04/06/2023
21609042000102;true;true;04/06/2023
21632531000177;false;false;04/06/2023
21632803000139;true;true;04/06/2023
21638229000126;true;true;04/06/2023
21639811000107;true;true;04/06/2023
21661536000128;true;true;04/06/2023
21661698000166;true;true;04/06/2023
21668625000104;true;false;04/06/2023
21672940000105;true;true;04/06/2023
21674652000181;true;false;04/06/2023
21679270000140;true;true;04/06/2023
21680241000107;false;false;04/06/2023
21689460000149;true;true;04/06/2023
21703636000170;true;true;04/06/2023
21712818000107;true;false;04/06/2023
21717620000116;true;true;04/06/2023
21718633000100;true;true;04/06/2023
21734029000177;true;true;04/06/2023
21736171000153;true;false;04/06/2023
21740251000182;false;false;04/06/2023
21745758000129;true;true;04/06/2023
21748028000181;true;true;04/06/2023
21751321000106;true;true;04/06/2023
21755272000171;false;false;04/06/2023
21758256000132;true;false;04/06/2023
21764088000198;true;false;04/06/2023
21764821000174;true;true;04/06/2023
21767037000110;true;false;04/06/2023
21777469000101;true;true;04/06/2023
21778582000101;true;true;04/06/2023
21784307000109;false;false;04/06/2023
21796945000131;true;true;04/06/2023
21799050000150;true;true;04/06/2023
21804818000137;true;false;04/06/2023
21815146000165;true;false;04/06/2023
21821355000111;false;false;04/06/2023
21833752000103;true;false;04/06/2023
21852990000166;true;true;04/06/2023
21859542000194;true;false;04/06/2023
21860461000104;false;false;04/06/2023
21861610000150;true;false;04/06/2023
21871350000101;true;true;04/06/2023
21888856000115;true;true;04/06/2023
21892649000134;true;true;04/06/2023
21894600000110;true;true;04/06/2023
21897603000108;true;true;04/06/2023
21901561000131;true;true;04/06/2023
21905288000113;false;false;04/06/2023
21907911000177;true;true;04/06/2023
21912917000132;true;true;04/06/2023
21917478000150;false;false;04/06/2023
21917608000155;true;true;04/06/2023
21919293000185;true;true;04/06/2023
21921516000149;true;false;04/06/2023
21924657000115;false;false;04/06/2023
21939916000181;false;false;04/06/2023
21942087000196;true;true;04/06/2023
21942200000133;true;false;04/06/2023
21949339000109;true;true;04/06/2023
21951933000134;true;true;04/06/2023
21961475000114;false;false;04/06/2023
21961806000116;false;false;04/06/2023
21967082000118;true;true;04/06/2023
21971055000119;true;false;04/06/2023
21972709000129;true;true;04/06/2023
21981573000113;true;false;04/06/2023
21987351000108;false;false;04/06/2023
21988351000122;true;false;04/06/2023
21996895000136;true;false;04/06/2023
21999566000149;true;false;04/06/2023
22013419000110;true;false;04/06/2023
22021327000182;true;true;04/06/2023
22024118000192;true;true;04/06/2023
22027572000105;true;false;04/06/2023
22028020000103;true;true;04/06/2023
22033011000100;true;true;04/06/2023
22037509000141;true;false;04/06/2023
22053229000127;true;true;04/06/2023
22055008000198;false;false;04/06/2023
22055773000108;false;false;04/06/2023
22065324000140;false;false;04/06/2023
22066845000112;false;false;04/06/2023
22067445000121;true;true;04/06/2023
22082538000125;true;false;04/06/2023
22083532000172;true;true;04/06/2023
22089766000127;true;true;04/06/2023
22091966000114;true;true;04/06/2023
22104728000104;false;false;04/06/2023
22108269000129;true;true;04/06/2023
22109756000106;false;false;04/06/2023
22115174000132;false;false;04/06/2023
22119134000169;true;true;04/06/2023
22121166000107;true;true;04/06/2023
22124658000148;true;false;04/06/2023
22124794000138;true;true;04/06/2023
22145062000124;true;false;04/06/2023
22145154000104;false;false;04/06/2023
22152804000149;true;true;04/06/2023
22158768000120;true;true;04/06/2023
22159807000104;true;true;04/06/2023
22160953000150;true;true;04/06/2023
22165645000206;NI;NI;04/06/2023
22180541000181;true;false;04/06/2023
22182532000120;true;true;04/06/2023
22198057000180;true;true;04/06/2023
22203402000126;true;true;04/06/2023
22224462000125;false;false;04/06/2023
22226635000144;false;false;04/06/2023
22237189000173;true;true;04/06/2023
22244477000155;true;false;04/06/2023
22257017000161;false;false;04/06/2023
22259590000104;true;false;04/06/2023
22266175000188;false;false;04/06/2023
22275033000187;true;false;04/06/2023
22285086000189;true;true;04/06/2023
22291741000101;true;true;04/06/2023
22305945000154;false;false;04/06/2023
22307773000158;true;true;04/06/2023
22311392000142;true;true;04/06/2023
22314866000100;false;false;04/06/2023
22315376000128;true;false;04/06/2023
22316872000104;true;true;04/06/2023
22318474000119;true;false;04/06/2023
22327242000127;true;true;04/06/2023
22327771000120;true;true;04/06/2023
22329755000177;true;true;04/06/2023
22338568000150;true;false;04/06/2023
22346072000128;true;true;04/06/2023
22358357000189;true;false;04/06/2023
22366166000169;true;true;04/06/2023
22377336000100;false;false;04/06/2023
22377423000168;true;false;04/06/2023
22388735000339;NI;NI;04/06/2023
22394394000142;true;true;04/06/2023
22397501000196;true;true;04/06/2023
22400151000170;true;false;04/06/2023
22412212000119;true;true;04/06/2023
22417237000105;true;false;04/06/2023
22418915000154;true;true;04/06/2023
22421699000104;true;true;04/06/2023
22424768000125;true;false;04/06/2023
22434372000169;true;true;04/06/2023
22435645000190;true;true;04/06/2023
22440883000193;true;true;04/06/2023
22445560000192;true;false;04/06/2023
22450898000132;true;false;04/06/2023
22458157000106;true;true;04/06/2023
22461690000119;true;false;04/06/2023
22470765000128;true;true;04/06/2023
22470809000110;true;true;04/06/2023
22478712000153;true;false;04/06/2023
22479591000164;true;true;04/06/2023
22487126000175;true;true;04/06/2023
22499460000149;true;true;04/06/2023
22524927000163;true;true;04/06/2023
22543006000148;true;true;04/06/2023
22546261000144;true;true;04/06/2023
22547545000155;true;false;04/06/2023
22551160000161;true;true;04/06/2023
22556290000197;true;false;04/06/2023
22558052000110;true;true;04/06/2023
22563204000173;true;false;04/06/2023
22564103000117;true;false;04/06/2023
22564842000109;true;false;04/06/2023
22565049000124;true;false;04/06/2023
22567985000174;true;true;04/06/2023
22578332000190;true;false;04/06/2023
22584798000107;false;false;04/06/2023
22589796000100;false;false;04/06/2023
22591203000132;true;false;04/06/2023
22593612000178;true;true;04/06/2023
22593981000160;true;false;04/06/2023
22595705000131;true;true;04/06/2023
22600683000150;true;true;04/06/2023
22602707000100;true;true;04/06/2023
22605245000185;true;false;04/06/2023
22607886000179;true;true;04/06/2023
22608655000180;false;false;04/06/2023
22609531000119;true;false;04/06/2023
22610353000146;false;false;04/06/2023
22610698000108;true;false;04/06/2023
22615451000176;true;true;04/06/2023
22618155000129;false;false;04/06/2023
22618556000189;true;true;04/06/2023
22621310000166;true;false;04/06/2023
22629102000103;true;true;04/06/2023
22636573000149;true;true;04/06/2023
22656867000132;true;true;04/06/2023
22657174000164;true;true;04/06/2023
22665330000139;true;false;04/06/2023
22667346000180;true;true;04/06/2023
22672189000100;true;true;04/06/2023
22677520000176;false;false;04/06/2023
22678606000113;true;true;04/06/2023
22680873000125;true;true;04/06/2023
22687496000156;true;false;04/06/2023
22695041000182;false;false;04/06/2023
22702395000107;true;true;04/06/2023
22706338000104;true;true;04/06/2023
22722584000141;false;false;04/06/2023
22731440000151;true;true;04/06/2023
22740826000120;false;false;04/06/2023
22742913000116;false;false;04/06/2023
22744224000140;true;false;04/06/2023
22747484000170;true;true;04/06/2023
22747959000128;false;false;04/06/2023
22751408000138;false;false;04/06/2023
22754468000104;false;false;04/06/2023
22761584014534;NI;NI;04/06/2023
22762521000208;NI;NI;04/06/2023
22769617000109;true;false;04/06/2023
22771657000195;true;true;04/06/2023
22774979000198;true;true;04/06/2023
22776318000100;false;false;04/06/2023
22780806000182;true;false;04/06/2023
22787004000102;true;false;04/06/2023
22788171000160;true;true;04/06/2023
22792323000106;true;true;04/06/2023
22796480000181;true;true;04/06/2023
22796524000173;true;true;04/06/2023
22797772000139;false;false;04/06/2023
22805420000188;true;true;04/06/2023
22808537000115;true;true;04/06/2023
22818819000101;false;false;04/06/2023
22825912000135;true;true;04/06/2023
22843966000123;true;true;04/06/2023
22847655000132;true;true;04/06/2023
22856602000188;true;true;04/06/2023
22860272000102;true;false;04/06/2023
22860721000104;true;true;04/06/2023
22864020000224;NI;NI;04/06/2023
22866379000150;true;false;04/06/2023
22872824000437;false;false;04/06/2023
22900946000147;true;true;04/06/2023
22902338005726;NI;NI;04/06/2023
22907388000141;true;true;04/06/2023
22914127000159;true;true;04/06/2023
22919493000109;true;false;04/06/2023
22937375000891;NI;NI;04/06/2023
22938222000192;true;false;04/06/2023
22939864000106;false;false;04/06/2023
22948710000180;true;false;04/06/2023
22949957000111;true;true;04/06/2023
22951281000109;true;true;04/06/2023
22953036000122;true;true;04/06/2023
22954022000123;true;true;04/06/2023
22982270000188;true;true;04/06/2023
22990284008047;false;false;04/06/2023
22997808000128;true;true;04/06/2023
23011475000189;true;true;04/06/2023
23013985000195;false;false;04/06/2023
23014356000180;false;false;04/06/2023
23016883000123;true;false;04/06/2023
23018465000175;true;true;04/06/2023
23021036000157;true;true;04/06/2023
23024172000109;true;true;04/06/2023
23025073000133;true;false;04/06/2023
23026538000170;false;false;04/06/2023
23030074000176;true;true;04/06/2023
23033320000143;true;false;04/06/2023
23033820000185;true;true;04/06/2023
23044655000167;true;true;04/06/2023
23068271000184;true;true;04/06/2023
23073764000102;true;true;04/06/2023
23081096000165;true;true;04/06/2023
23087941000100;false;false;04/06/2023
23088245000118;true;true;04/06/2023
23093552000197;false;false;04/06/2023
23095981000101;true;false;04/06/2023
23098552000180;true;true;04/06/2023
23104406000110;false;false;04/06/2023
23108219000295;NI;NI;04/06/2023
23121900000192;true;false;04/06/2023
23126989000180;true;true;04/06/2023
23127222000175;true;true;04/06/2023
23131867000181;true;true;04/06/2023
23142307000122;true;true;04/06/2023
23149219000152;true;false;04/06/2023
23153178000178;true;true;04/06/2023
23153443000118;true;false;04/06/2023
23157330000190;false;false;04/06/2023
23196473000101;false;false;04/06/2023
23199842000110;true;false;04/06/2023
23201773000131;true;true;04/06/2023
23204037000137;true;true;04/06/2023
23208943000100;true;true;04/06/2023
23211421000167;false;false;04/06/2023
23217985000107;true;false;04/06/2023
23222770000184;true;true;04/06/2023
23227145000125;true;false;04/06/2023
23229433000119;true;true;04/06/2023
23230813000173;true;true;04/06/2023
23234613000199;true;true;04/06/2023
23237848000134;false;false;04/06/2023
23239287000102;true;true;04/06/2023
23246105000120;true;true;04/06/2023
23256587000108;true;true;04/06/2023
23257265000175;true;true;04/06/2023
23261804000140;true;true;04/06/2023
