cnpj;optante_simples;optante_simei;dt_carga
04272216000248;NI;NI;04/06/2023
04297060000179;true;false;04/06/2023
04299646000334;true;false;04/06/2023
04305070000109;true;false;04/06/2023
04320900000410;NI;NI;04/06/2023
04322105000118;true;false;04/06/2023
04337607000112;false;false;04/06/2023
04341652000140;true;false;04/06/2023
04344855000190;true;false;04/06/2023
04352523000158;true;false;04/06/2023
04356568000109;false;false;04/06/2023
04373287000580;NI;NI;04/06/2023
04383871000192;false;false;04/06/2023
04386360000124;true;false;04/06/2023
04391181000185;false;false;04/06/2023
04395456000159;true;false;04/06/2023
04402540000152;true;false;04/06/2023
04413313000122;true;false;04/06/2023
04416046000147;false;false;04/06/2023
04417441000144;true;false;04/06/2023
04423567000121;false;false;04/06/2023
04432889000137;true;false;04/06/2023
04436079000159;true;false;04/06/2023
04441466000183;true;false;04/06/2023
04448482000106;true;false;04/06/2023
04457209000130;false;false;04/06/2023
04459956000107;false;false;04/06/2023
04478924000159;true;false;04/06/2023
04487561000118;true;false;04/06/2023
04488478000163;false;false;04/06/2023
04491144000149;true;false;04/06/2023
04496959000110;false;false;04/06/2023
04512077000100;false;false;04/06/2023
04515007000105;true;false;04/06/2023
04516841000107;false;false;04/06/2023
04517451000151;false;false;04/06/2023
04524057000302;false;false;04/06/2023
04524628000147;true;false;04/06/2023
04529120000131;false;false;04/06/2023
04551899000191;true;false;04/06/2023
04557338000108;false;false;04/06/2023
04558953000201;false;false;04/06/2023
04559901000179;true;false;04/06/2023
04561592000171;false;false;04/06/2023
04563989000100;false;false;04/06/2023
04564745000134;false;false;04/06/2023
04565935000176;false;false;04/06/2023
04573806000120;true;false;04/06/2023
04576569000231;false;false;04/06/2023
04581606000119;false;false;04/06/2023
04605426000120;true;false;04/06/2023
04612535000174;false;false;04/06/2023
04617232000144;true;false;04/06/2023
04620479000110;false;false;04/06/2023
04632983000130;false;false;04/06/2023
04633427000188;false;false;04/06/2023
04633789000179;true;false;04/06/2023
04650878000123;false;false;04/06/2023
04659543000176;false;false;04/06/2023
04665133000138;false;false;04/06/2023
04670869000285;false;false;04/06/2023
04679826000180;false;false;04/06/2023
04683453000110;false;false;04/06/2023
04692120000158;true;false;04/06/2023
04704848000152;false;false;04/06/2023
04706732000152;false;false;04/06/2023
04714724000158;false;false;04/06/2023
04715965000111;false;false;04/06/2023
04726579000125;false;false;04/06/2023
04728280000290;true;false;04/06/2023
04742028000155;true;false;04/06/2023
04746127000105;true;false;04/06/2023
04752991000110;false;false;04/06/2023
04756908000180;true;false;04/06/2023
04776686000168;false;false;04/06/2023
04777486000472;NI;NI;04/06/2023
04778345000121;true;false;04/06/2023
04794035000109;true;false;04/06/2023
04798608000164;true;false;04/06/2023
04799297000158;false;false;04/06/2023
04806456000102;false;false;04/06/2023
04810693000139;true;false;04/06/2023
04817271000195;false;false;04/06/2023
04821041000108;false;false;04/06/2023
04827322000160;false;false;04/06/2023
04830138000179;true;false;04/06/2023
04831608000380;false;false;04/06/2023
04834551000101;true;false;04/06/2023
04839833000100;true;false;04/06/2023
04844451000166;true;false;04/06/2023
04849526000100;false;false;04/06/2023
04853601000106;false;false;04/06/2023
04858621000161;false;false;04/06/2023
04878110000101;true;false;04/06/2023
04895728000180;false;false;04/06/2023
04900365000123;true;false;04/06/2023
04902979000144;false;false;04/06/2023
04909530000108;true;false;04/06/2023
04911272000102;true;false;04/06/2023
04913711000108;false;false;04/06/2023
04919180000160;true;false;04/06/2023
04922101000170;false;false;04/06/2023
04932206000100;false;false;04/06/2023
04938938000108;false;false;04/06/2023
04943782000153;true;false;04/06/2023
04951157000153;true;false;04/06/2023
04957602000192;true;false;04/06/2023
04958932000100;true;false;04/06/2023
04967822000105;true;false;04/06/2023
04986320000113;false;false;04/06/2023
04988806000190;false;false;04/06/2023
05008647000183;true;false;04/06/2023
05011066000109;false;false;04/06/2023
05014752000206;false;false;04/06/2023
05021030000106;false;false;04/06/2023
05039977000217;false;false;04/06/2023
05055075000193;false;false;04/06/2023
05074056000104;true;false;04/06/2023
05075012000107;false;false;04/06/2023
05085404000149;true;false;04/06/2023
05087967000176;false;false;04/06/2023
05095976000109;false;false;04/06/2023
05102903000105;false;false;04/06/2023
05103655000451;NI;NI;04/06/2023
05111857000283;false;false;04/06/2023
05137171000180;false;false;04/06/2023
05145993000103;true;false;04/06/2023
05160708000123;false;false;04/06/2023
05160847000157;false;false;04/06/2023
05162936000132;true;false;04/06/2023
05192024000103;false;false;04/06/2023
05197443000138;false;false;04/06/2023
05202433000143;false;false;04/06/2023
05204518000160;false;false;04/06/2023
05233326000182;false;false;04/06/2023
05236595000100;false;false;04/06/2023
05242015000180;false;false;04/06/2023
05254957007271;false;false;04/06/2023
05274349000216;NI;NI;04/06/2023
05286399000485;NI;NI;04/06/2023
05298449000100;true;true;04/06/2023
05300307000121;false;false;04/06/2023
05301036000129;false;false;04/06/2023
05310938000121;false;false;04/06/2023
05314137000134;false;false;04/06/2023
05324257000112;false;false;04/06/2023
05331509000130;false;false;04/06/2023
05335387000150;true;true;04/06/2023
05336230000140;true;false;04/06/2023
05339222000157;true;false;04/06/2023
05340380000127;false;false;04/06/2023
05346644004228;false;false;04/06/2023
05365894000137;true;false;04/06/2023
05373332000135;false;false;04/06/2023
05374728000105;false;false;04/06/2023
05378317000341;false;false;04/06/2023
05386026000133;false;false;04/06/2023
05389828000105;false;false;04/06/2023
05391409000108;false;false;04/06/2023
05392152000281;false;false;04/06/2023
05403709000151;false;false;04/06/2023
05405057000194;true;false;04/06/2023
05407201000202;NI;NI;04/06/2023
05410182000192;false;false;04/06/2023
05410562000208;true;false;04/06/2023
05415942000154;true;false;04/06/2023
05422615000120;false;false;04/06/2023
05448446000105;true;false;04/06/2023
05457168000144;true;false;04/06/2023
05466436000194;true;false;04/06/2023
05468113000130;false;false;04/06/2023
05477217000100;true;false;04/06/2023
05483290000195;true;false;04/06/2023
05484278000103;false;false;04/06/2023
05489410001990;false;false;04/06/2023
05490224000576;NI;NI;04/06/2023
05493795000130;false;false;04/06/2023
05495546000184;false;false;04/06/2023
05501867000144;true;false;04/06/2023
05511966000107;true;false;04/06/2023
05513407000306;false;false;04/06/2023
05518221000170;false;false;04/06/2023
05526495000100;true;false;04/06/2023
05558038000106;true;false;04/06/2023
05562939000325;false;false;04/06/2023
05567347000134;true;false;04/06/2023
05574910000282;false;false;04/06/2023
05578540000170;true;false;04/06/2023
05586517000128;false;false;04/06/2023
05587864000175;true;false;04/06/2023
05598584000162;true;false;04/06/2023
05610271000182;true;false;04/06/2023
05655187000347;NI;NI;04/06/2023
05670855000143;false;false;04/06/2023
05677031000103;false;false;04/06/2023
05681837000167;true;false;04/06/2023
05685711000160;false;false;04/06/2023
05727788000156;true;false;04/06/2023
05729328000167;true;false;04/06/2023
05730396000308;false;false;04/06/2023
05737677000120;true;true;04/06/2023
05738790000120;false;false;04/06/2023
05741708000117;true;false;04/06/2023
05755187000157;true;false;04/06/2023
05758386000119;true;false;04/06/2023
05774280000109;false;false;04/06/2023
05799312000120;false;false;04/06/2023
05804804000167;false;false;04/06/2023
05806191000105;false;false;04/06/2023
05808422000101;true;false;04/06/2023
05832716000179;false;false;04/06/2023
05834681000107;true;false;04/06/2023
05850655000253;NI;NI;04/06/2023
05852099000173;true;false;04/06/2023
05866375000152;false;false;04/06/2023
05872995000102;false;false;04/06/2023
05875295000163;false;false;04/06/2023
05878397000132;false;false;04/06/2023
05883853000132;true;false;04/06/2023
05884669000107;false;false;04/06/2023
05906063000125;false;false;04/06/2023
05906856000144;false;false;04/06/2023
05914548000160;false;false;04/06/2023
05916013000129;true;false;04/06/2023
05917486000140;false;false;04/06/2023
05925830000143;true;false;04/06/2023
05930194000148;true;false;04/06/2023
05931830000156;true;false;04/06/2023
05931974000102;false;false;04/06/2023
05934744000105;false;false;04/06/2023
05936844000677;false;false;04/06/2023
05958876000169;false;false;04/06/2023
05967024000138;false;false;04/06/2023
05975696000195;false;false;04/06/2023
05993351000164;false;false;04/06/2023
05993601000166;false;false;04/06/2023
05995104000105;false;false;04/06/2023
05999555000102;false;false;04/06/2023
05999689000123;true;false;04/06/2023
06021442000109;true;false;04/06/2023
06036217000138;true;true;04/06/2023
06044176000202;false;false;04/06/2023
06047087000139;false;false;04/06/2023
